"","id1","card1","a6","a7","a8","a10","a11","a12","a13","a14","a15","a16","a17","a18","a19","a20","a21","a22","a23","a24","a25","a26","a27","a28","a29","a30","a31","a32","a33","a34","a35","a36","a37","a38","a39","a40","a41","a42","a43","a44","a45","a46","a47","a48","a49","a50","a51","a52","a53","a54","a55","a56","a57","a58","a59","a60","a61","a62","a63","a64","a65","a66","a67","a68","a69","a70","a71","a72","a73","a74","a75","a76","a77","a78","a79","a80","a81","a82","a83","a84","a85","a86","a87","a88","a89","b6","b7","b10","b13","b16","b19","b22","b25","b28","b31","b33","b35","b37","b39","b41","b43","b45","b47","b50","b53","b56","b59","b60","b61","b62","b63","b65","b66","b68","b69","b70","b72","b73","b74","b76","b77","b79","b81","b82","b84","b85","b86","b87","b88","b89","b90","b91","b92","b93","b96","b98","b99","wave","jew"
"918",376,1,2,3,17,4,1,2,NA,NA,NA,NA,NA,NA,1,2,3,2,NA,NA,NA,NA,4,6,2,8,3,4,6,6,2,7,2,6,6,6,6,6,6,6,6,6,1,1,3,4,2,3,2,2,2,3,2,1,1,1,1,1,1,1,1,2,2,1,1,1,1,2,1,2,2,2,2,2,2,2,2,2,3,2,1,1,1,1,4,4,NA,NA,NA,NA,NA,NA,NA,NA,29,25,4,4,10,3,7,4,50,70,10,80,4,2,1,5,97,5,97,1,2,2,1,5,42,2,11,NA,NA,17,1,3,2,3,1,3,NA,2,2,631,20,1,2,2,1
"919",377,1,4,3,1,4,2,2,NA,NA,NA,NA,NA,NA,1,2,2,2,NA,NA,NA,NA,3,1,5,1,1,1,2,1,6,1,10,10,5,5,10,5,5,10,5,5,2,2,6,5,4,3,4,3,3,3,3,1,1,3,1,2,1,2,1,1,2,1,1,1,2,1,1,1,2,3,3,1,1,1,1,1,2,1,1,2,2,2,2,5,NA,NA,NA,NA,NA,NA,NA,NA,30,25,10,5,10,5,10,2,80,80,10,50,2,2,1,1,29,1,29,3,1,18,4,2,24,1,6,NA,NA,18,1,3,1,4,6,3,NA,1,2,631,20,1,2,2,1
"920",378,1,5,4,1,4,1,1,NA,NA,NA,NA,NA,NA,1,3,3,1,NA,NA,NA,NA,8,5,4,5,5,3,3,3,8,5,2,4,4,3,4,4,3,4,4,3,2,2,6,5,5,5,5,5,5,1,2,2,2,1,1,1,3,2,1,1,2,1,1,1,2,1,1,3,4,2,3,2,2,1,3,NA,2,1,1,1,1,1,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,0,50,30,1,5,2,2,2,4,2,1,1,1,2,1,81,1,13,NA,NA,18,1,3,5,3,1,3,NA,1,2,631,20,1,2,2,1
"921",379,1,5,4,13,5,4,4,NA,NA,NA,NA,NA,NA,2,4,4,1,NA,NA,NA,NA,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,3,1,1,5,3,4,4,4,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,2,3,1,1,2,2,2,3,1,4,2,4,4,4,4,4,4,3,4,2,2,2,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,30,15,5,5,9,3,10,2,2,0,0,60,2,1,1,4,1,5,1,2,1,1,1,7,35,3,3,72,NA,19,1,4,3,6,4,2,NA,3,2,483,20,1,2,2,1
"922",380,1,5,3,1,3,2,2,NA,NA,NA,NA,NA,NA,NA,2,3,1,NA,NA,NA,NA,5,7,3,5,6,5,1,5,4,5,5,5,5,5,5,5,5,5,5,5,3,1,3,3,3,5,5,3,3,2,1,3,2,2,1,1,3,2,1,3,2,3,3,1,2,1,1,2,3,1,1,2,3,2,2,3,3,4,1,2,3,1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,30,20,5,3,10,NA,10,3,80,40,10,50,2,5,1,3,97,2,3,2,1,2,1,4,27,1,6,NA,NA,12,1,1,1,3,2,2,NA,1,2,631,20,1,2,2,1
"923",381,1,5,4,17,3,1,1,NA,NA,NA,NA,NA,NA,1,2,3,2,NA,NA,NA,NA,5,7,7,5,8,NA,4,5,5,7,3,5,5,5,7,7,8,7,7,8,3,3,5,5,5,5,5,5,5,3,2,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,2,2,2,1,2,2,2,2,2,3,4,1,4,4,1,4,5,NA,NA,NA,NA,NA,NA,NA,NA,28,22,7,6,15,NA,10,5,100,100,50,50,2,5,5,5,97,2,3,1,1,1,1,3,45,2,3,60,NA,12,2,3,1,4,3,2,NA,1,2,631,20,1,2,2,1
"924",382,1,5,4,10,4,1,1,NA,NA,NA,NA,NA,NA,1,3,1,2,NA,NA,NA,NA,8,1,10,5,5,6,6,6,10,1,10,10,5,5,8,2,5,10,5,10,2,2,7,3,3,3,5,3,5,3,2,1,1,2,1,2,1,2,1,1,2,1,2,1,2,1,1,1,3,4,4,1,1,1,4,1,2,1,2,2,2,2,2,5,NA,NA,NA,NA,NA,NA,NA,NA,40,25,8,5,12,4,8,4,80,40,20,40,1,2,5,2,4,1,4,1,1,18,2,1,37,2,14,NA,NA,18,1,2,3,2,1,3,NA,1,2,631,20,1,2,2,1
"925",383,1,4,3,1,3,3,4,NA,NA,NA,NA,NA,NA,1,3,3,2,NA,NA,NA,NA,2,8,1,3,6,9,1,2,2,4,2,2,5,2,2,5,2,2,5,2,1,1,2,4,4,2,2,2,1,3,2,2,3,2,2,2,3,1,1,2,2,1,1,1,3,2,1,1,2,2,2,2,2,2,2,2,1,2,1,1,1,1,1,4,NA,NA,NA,NA,NA,NA,NA,NA,17,10,3,4,6,9,5,4,50,50,10,80,3,2,1,3,1,2,1,2,2,2,1,5,47,1,3,93,1,16,1,3,3,6,6,2,NA,1,2,631,20,1,2,2,1
"926",384,1,5,4,13,4,4,4,NA,NA,NA,NA,NA,NA,1,4,4,1,NA,NA,NA,NA,1,10,1,1,1,2,10,1,1,10,1,3,10,1,4,10,1,4,10,1,1,1,1,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,2,1,1,1,1,1,2,2,2,2,3,4,3,4,1,2,2,2,2,1,1,1,1,1,1,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,100,0,20,4,1,1,3,8,2,8,2,2,11,1,5,38,2,6,NA,NA,10,NA,2,3,2,5,4,NA,1,2,631,20,1,2,2,1
"927",385,1,5,4,1,3,1,1,NA,NA,NA,NA,NA,NA,1,2,2,2,NA,NA,NA,NA,6,3,8,3,6,1,1,NA,7,4,NA,8,NA,NA,7,4,5,5,1,10,2,2,7,5,4,4,4,4,4,2,4,1,1,1,1,1,1,2,1,1,2,1,3,3,2,1,1,1,2,4,4,1,1,1,1,1,2,4,1,2,2,2,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,0,0,0,1,3,4,3,2,1,4,1,1,8,1,1,44,1,13,NA,NA,15,2,1,1,4,4,3,NA,1,2,631,20,1,2,2,1
"928",386,1,4,3,1,3,4,4,NA,NA,NA,NA,NA,NA,2,3,3,3,NA,NA,NA,NA,5,2,7,3,2,1,9,4,8,2,10,5,2,3,5,3,4,5,2,3,3,1,1,4,4,4,3,3,5,4,1,1,1,3,1,1,1,1,3,3,2,3,1,1,1,3,1,2,4,3,2,4,3,1,3,2,3,4,1,1,4,3,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,4,10,2,7,50,20,70,70,4,4,2,5,5,2,5,2,2,2,2,5,65,3,3,91,1,NA,NA,5,2,3,2,4,NA,1,2,513,20,1,6,2,1
"929",387,1,3,2,32,3,3,3,NA,NA,NA,NA,NA,NA,2,3,2,2,NA,NA,NA,NA,10,5,3,5,1,3,1,10,10,8,1,10,5,3,8,5,2,9,7,2,2,2,4,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,3,1,1,4,3,3,1,2,2,1,2,1,1,1,2,3,1,3,4,NA,NA,NA,NA,NA,NA,NA,NA,50,20,5,8,1,9,21,10,10,0,0,97,1,1,1,5,12,1,12,5,5,98,1,3,19,1,12,NA,NA,12,2,4,5,2,2,3,NA,2,2,483,20,1,2,2,1
"930",388,1,5,4,13,5,2,2,NA,NA,NA,NA,NA,NA,1,2,2,2,NA,NA,NA,NA,1,7,2,5,5,1,1,1,1,8,1,5,3,8,NA,6,NA,4,7,4,3,1,4,5,5,3,1,3,3,1,1,1,1,1,1,1,1,1,1,3,3,1,3,1,2,3,1,2,2,4,NA,2,2,3,2,2,3,3,1,1,NA,1,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,90,0,90,4,2,1,4,NA,2,NA,1,1,3,1,4,46,2,11,NA,NA,12,2,5,4,5,4,4,NA,2,2,547,20,1,2,2,1
"931",389,1,4,4,1,3,4,4,NA,NA,NA,NA,NA,NA,1,4,2,4,NA,NA,NA,NA,3,9,1,9,1,9,10,3,1,9,1,6,10,3,4,10,2,1,10,1,1,1,1,1,3,3,1,1,1,3,1,3,3,1,1,1,1,2,1,1,1,1,1,2,1,2,1,2,3,1,2,2,2,2,2,2,1,2,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,50,20,15,5,3,5,7,3,50,20,0,30,5,2,1,4,8,2,NA,2,2,11,NA,NA,70,4,6,NA,NA,NA,NA,3,NA,4,2,3,NA,1,2,631,20,1,2,2,1
"932",390,1,5,3,1,3,2,2,NA,NA,NA,NA,NA,NA,2,3,1,2,NA,NA,NA,NA,5,7,4,3,4,1,1,3,6,8,4,1,5,4,5,6,4,7,7,4,1,1,4,3,3,3,3,3,3,1,2,2,2,2,2,2,2,2,1,1,2,1,3,1,2,2,1,1,4,3,3,2,2,2,2,2,3,2,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,30,20,8,8,10,10,10,5,90,30,0,20,2,4,2,4,1,2,1,4,4,97,1,3,77,2,3,40,NA,14,2,5,5,3,1,2,NA,1,2,631,20,1,2,2,1
"933",391,1,5,4,13,3,1,1,NA,NA,NA,NA,NA,NA,1,2,1,2,NA,NA,NA,NA,4,4,4,8,1,4,8,4,1,4,1,1,1,1,1,1,1,1,1,1,1,1,2,3,3,3,3,3,3,3,4,2,2,2,2,2,2,1,1,2,2,1,1,2,2,2,1,2,4,2,4,1,1,2,2,2,2,2,1,1,1,1,1,5,NA,NA,NA,NA,NA,NA,NA,NA,30,20,15,5,17,10,10,5,100,0,0,0,5,1,1,4,6,2,6,2,1,10,1,4,48,2,6,NA,NA,12,2,4,2,4,3,2,NA,2,2,631,20,1,2,2,1
"934",392,1,5,3,13,4,3,2,NA,NA,NA,NA,NA,NA,1,3,3,2,NA,NA,NA,NA,1,8,1,5,7,7,7,5,2,10,1,8,8,5,6,9,6,4,5,10,3,1,7,3,4,3,3,3,1,3,2,1,1,3,1,1,1,2,1,3,2,1,1,1,3,3,1,2,2,2,3,2,2,1,NA,1,3,2,1,3,3,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,50,10,50,2,3,2,2,1,2,1,4,5,2,1,4,20,2,14,NA,NA,12,2,NA,NA,4,4,3,NA,1,2,631,20,1,2,2,1
"935",393,1,4,2,13,3,2,2,NA,NA,NA,NA,NA,NA,2,2,2,1,NA,NA,NA,NA,7,5,6,6,5,1,1,1,8,8,4,7,7,5,7,7,7,6,7,2,1,1,5,5,5,5,5,4,4,3,2,1,1,1,1,1,3,2,1,1,2,1,3,1,1,1,1,2,3,2,3,2,1,2,1,1,3,4,1,2,1,1,2,5,NA,NA,NA,NA,NA,NA,NA,NA,30,20,10,4,17,6,10,4,90,20,7,30,3,5,4,5,97,1,1,2,1,8,1,2,25,2,12,NA,NA,16,1,5,2,4,2,3,NA,1,2,631,20,1,2,2,1
"936",394,1,5,3,24,3,4,4,NA,NA,NA,NA,NA,NA,NA,3,4,1,NA,NA,NA,NA,5,5,5,5,10,5,5,5,5,5,5,1,1,1,1,1,1,1,1,9,4,4,4,5,5,5,5,5,5,3,4,2,2,2,2,2,2,2,1,1,2,1,1,1,2,2,1,1,2,4,1,4,4,4,3,1,3,4,3,3,1,1,4,3,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,10,5,20,6,NA,6,80,70,0,60,1,4,1,1,3,2,3,1,4,97,1,3,51,1,3,57,NA,16,1,NA,1,3,1,NA,NA,1,2,631,20,1,2,2,1
"937",395,1,5,3,13,3,4,4,NA,NA,NA,NA,NA,NA,1,4,4,1,NA,NA,NA,NA,4,9,3,4,2,1,10,8,1,10,1,1,10,2,3,10,3,6,10,3,1,1,4,3,3,3,2,2,2,3,1,1,2,2,1,1,1,1,1,3,3,1,1,1,3,3,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,0,0,70,4,2,2,4,98,4,98,2,2,11,1,4,27,3,6,NA,NA,12,2,4,NA,2,2,3,NA,2,2,454,21,1,2,2,1
"938",396,1,4,3,13,4,3,3,NA,NA,NA,NA,NA,NA,2,4,4,1,NA,NA,NA,NA,1,9,1,3,7,5,2,2,1,10,1,1,9,5,4,7,4,2,8,5,1,1,2,2,4,2,2,1,1,3,1,1,1,1,1,1,1,1,1,3,2,1,1,1,2,2,1,1,3,2,3,2,3,2,2,2,3,2,1,1,1,1,1,4,NA,NA,NA,NA,NA,NA,NA,NA,25,15,7,5,15,3,8,2,80,60,20,5,2,4,1,4,1,2,1,2,2,2,1,4,42,2,12,NA,NA,12,2,3,5,5,5,3,NA,1,2,454,21,1,2,2,1
"939",397,1,4,4,13,3,2,2,NA,NA,NA,NA,NA,NA,2,3,2,2,NA,NA,NA,NA,8,6,5,7,6,4,4,4,7,8,5,8,7,5,8,8,6,9,7,3,2,4,6,5,5,5,4,5,5,2,4,2,2,4,3,3,3,2,1,1,2,1,1,1,2,1,1,1,4,1,1,2,1,2,2,1,4,1,4,1,3,4,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,70,0,60,2,3,2,4,2,1,2,1,1,1,1,3,52,1,2,70,NA,14,2,2,2,4,3,2,NA,1,2,213,21,1,2,2,1
"940",398,1,5,4,1,3,2,2,NA,NA,NA,NA,NA,NA,2,1,1,2,NA,NA,NA,NA,7,4,6,4,6,3,1,5,9,5,3,8,7,7,8,6,7,4,4,5,2,2,4,2,3,3,5,1,1,3,2,2,4,3,2,4,4,2,1,3,2,1,2,2,2,3,1,3,3,3,3,2,1,1,4,4,NA,3,3,3,4,2,2,5,NA,NA,NA,NA,NA,NA,NA,NA,25,27,5,3,10,5,10,17,50,0,0,50,1,4,4,2,2,1,2,1,1,8,1,2,23,2,13,NA,NA,12,2,2,1,3,5,2,NA,1,1,213,19,1,2,2,1
"941",399,1,4,3,33,3,2,2,NA,NA,NA,NA,NA,NA,1,2,2,1,NA,NA,NA,NA,3,2,3,1,7,1,1,6,5,4,1,4,3,7,5,3,8,3,3,10,4,2,5,3,2,4,2,1,1,1,2,1,1,1,2,1,2,2,1,3,2,1,1,3,2,3,1,2,4,4,1,1,3,1,3,1,2,4,1,2,3,2,3,5,NA,NA,NA,NA,NA,NA,NA,NA,30,20,8,5,17,8,10,4,20,60,10,40,1,4,1,3,3,1,3,4,5,NA,2,2,70,1,4,99,1,25,1,4,5,4,2,3,NA,1,1,9,19,1,6,2,1
"942",400,1,5,4,13,4,2,2,NA,NA,NA,NA,NA,NA,2,3,4,2,NA,NA,NA,NA,4,6,2,2,7,5,1,6,5,6,1,1,6,5,1,3,5,1,1,10,4,1,3,1,2,2,1,1,1,3,4,1,1,1,1,1,2,2,1,1,2,1,1,2,2,2,1,1,3,4,3,2,2,2,2,1,3,2,1,1,1,1,1,5,NA,NA,NA,NA,NA,NA,NA,NA,32,21,6,2,14,2,9,3,60,50,20,60,3,5,2,5,3,2,3,2,1,4,1,3,59,1,13,NA,NA,12,2,5,1,5,3,3,NA,1,1,32,19,1,2,2,1
"943",401,1,5,4,1,5,2,3,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,NA,NA,NA,3,7,2,8,4,9,7,6,3,8,1,2,8,7,2,6,7,2,6,4,1,1,2,1,2,2,2,1,2,3,1,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1,1,2,1,1,3,2,2,2,2,2,3,4,1,1,3,1,4,3,NA,NA,NA,NA,NA,NA,NA,NA,30,20,6,6,12,4,10,4,80,60,0,70,4,2,1,4,11,2,11,2,2,10,1,3,48,2,11,NA,NA,20,1,2,3,5,9,3,NA,2,1,278,19,1,2,2,1
"944",402,1,5,3,1,3,2,3,NA,NA,NA,NA,NA,NA,2,4,3,2,NA,NA,NA,NA,1,10,1,1,7,7,4,4,1,10,1,4,10,1,1,5,8,1,9,1,1,1,4,2,2,4,4,2,2,3,1,1,2,2,1,1,2,2,1,2,2,1,1,2,2,2,1,1,3,2,4,2,3,2,2,2,3,4,1,1,1,1,1,6,NA,NA,NA,NA,NA,NA,NA,NA,36,20,8,4,14,2,4,2,40,0,0,60,2,5,1,5,1,2,1,2,4,2,1,3,24,2,6,NA,NA,14,1,3,1,6,3,3,NA,1,1,271,19,1,2,2,1
"945",403,1,4,4,13,4,1,1,NA,NA,NA,NA,NA,NA,1,2,2,2,NA,NA,NA,NA,6,1,2,1,3,1,1,1,7,1,2,7,7,3,9,2,3,5,7,3,2,2,6,3,2,2,3,2,5,3,3,1,1,1,1,2,1,1,1,1,2,1,3,1,3,1,1,2,3,4,4,1,1,1,1,1,2,1,2,2,2,2,2,5,NA,NA,NA,NA,NA,NA,NA,NA,35,20,5,5,13,10,10,4,90,60,40,50,2,3,3,3,2,1,2,1,1,1,1,2,64,1,4,64,NA,17,1,4,1,5,4,2,NA,1,1,574,19,1,2,2,1
"946",404,1,5,4,17,4,2,2,NA,NA,NA,NA,NA,NA,1,1,1,4,NA,NA,NA,NA,7,5,7,4,8,1,1,3,7,3,7,7,5,7,7,4,7,8,3,8,2,2,5,4,2,2,1,4,4,3,4,1,1,1,4,4,1,2,1,1,2,1,3,1,2,1,1,1,1,3,3,3,1,1,3,1,2,1,2,2,2,3,2,1,NA,NA,NA,NA,NA,NA,NA,NA,30,20,10,3,15,4,10,3,70,70,50,70,1,3,3,2,97,1,97,1,1,1,1,2,39,2,13,NA,NA,30,1,NA,2,4,5,3,NA,1,1,581,19,1,2,2,1
"947",405,1,3,3,1,5,4,4,NA,NA,NA,NA,NA,NA,2,3,3,2,NA,NA,NA,NA,5,9,4,8,5,7,6,7,5,8,1,4,8,6,7,6,6,4,8,7,1,1,3,4,4,3,3,3,5,3,2,1,2,2,1,1,3,2,3,1,2,3,3,3,3,2,1,1,3,4,3,2,4,2,2,2,3,3,1,1,1,4,4,1,NA,NA,NA,NA,NA,NA,NA,NA,35,20,12,8,12,4,5,5,80,50,20,80,4,3,2,4,1,2,6,2,2,2,2,4,42,2,6,NA,NA,12,2,3,3,5,4,3,NA,2,1,122,19,1,2,2,1
"948",406,1,4,3,10,4,1,4,NA,NA,NA,NA,NA,NA,2,4,4,2,NA,NA,NA,NA,1,8,4,5,1,5,3,3,1,7,1,2,5,1,5,6,5,2,8,1,3,1,1,1,2,2,1,1,1,2,1,1,1,4,1,1,1,2,1,1,2,1,1,2,2,2,1,2,1,1,1,2,2,2,2,2,3,1,1,1,1,1,1,5,NA,NA,NA,NA,NA,NA,NA,NA,40,20,10,6,6,6,6,8,90,20,5,90,4,1,1,5,1,2,1,2,2,2,1,4,49,2,1,61,NA,12,2,3,2,4,7,3,NA,2,1,550,19,1,2,2,1
"949",407,1,4,3,5,3,3,3,NA,NA,NA,NA,NA,NA,2,3,3,1,NA,NA,NA,NA,1,8,1,2,4,9,3,7,1,9,1,1,9,3,1,6,5,3,9,7,1,1,2,1,4,3,3,1,1,3,1,2,2,2,1,1,4,2,1,3,3,1,1,1,3,2,1,2,4,3,1,2,3,4,2,2,4,2,1,1,1,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,34,19,8,5,14,8,7,4,80,10,0,10,4,2,1,5,5,2,5,5,5,98,2,5,40,1,4,1,1,16,1,4,4,4,4,4,NA,1,1,9,19,1,6,2,1
"950",408,1,5,3,1,3,3,3,NA,NA,NA,NA,NA,NA,2,4,4,2,NA,NA,NA,NA,3,1,4,1,5,3,1,2,2,2,1,8,5,6,7,5,6,9,6,7,4,4,5,5,5,5,5,4,4,4,4,4,4,4,4,3,1,2,1,1,2,1,1,1,2,2,1,4,4,3,3,4,1,4,2,4,2,4,4,4,3,1,4,2,NA,NA,NA,NA,NA,NA,NA,NA,25,30,20,10,12,6,10,5,50,0,50,0,1,1,3,5,98,5,98,1,1,1,1,3,21,1,6,NA,NA,12,2,3,2,3,5,3,NA,1,1,692,19,1,2,2,1
"951",409,1,5,4,1,3,1,1,NA,NA,NA,NA,NA,NA,1,2,2,4,NA,NA,NA,NA,7,2,8,3,1,1,1,6,7,3,6,8,6,1,7,4,1,8,6,1,4,2,6,5,4,3,4,2,3,3,4,2,2,2,1,4,2,2,1,1,2,1,2,1,2,1,1,2,3,4,3,4,4,4,4,1,3,4,4,4,4,4,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,4,0,50,1,3,5,2,4,4,4,4,1,1,1,1,24,1,13,NA,NA,12,2,1,1,3,1,3,NA,1,1,631,19,1,2,2,1
"952",410,1,2,2,1,3,1,1,NA,NA,NA,NA,NA,NA,1,3,NA,3,NA,NA,NA,NA,7,1,6,5,6,1,1,7,8,5,3,7,1,6,8,2,6,7,1,7,2,4,5,3,3,2,3,1,2,NA,1,1,2,1,2,1,2,2,1,1,2,1,1,1,2,2,1,3,4,4,1,1,1,2,1,1,3,4,2,2,4,2,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,30,0,70,3,4,3,5,97,4,97,1,1,6,1,2,77,2,4,92,1,25,1,5,5,3,2,3,NA,1,1,1,19,1,6,2,1
"953",411,1,5,3,33,4,2,2,NA,NA,NA,NA,NA,NA,1,1,4,3,NA,NA,NA,NA,3,5,6,3,9,7,1,2,5,8,1,8,9,6,2,5,8,5,5,9,4,1,4,2,2,1,1,2,1,3,4,3,2,1,2,1,1,2,1,1,2,1,1,3,3,2,1,2,4,4,2,2,4,2,2,2,3,4,1,1,4,1,4,3,NA,NA,NA,NA,NA,NA,NA,NA,34,22,8,NA,15,8,10,3,60,40,10,30,1,5,1,4,3,2,3,1,1,NA,1,3,66,1,3,95,1,15,1,5,4,3,2,3,NA,1,1,460,19,1,6,2,1
"954",412,1,5,3,13,NA,1,1,NA,NA,NA,NA,NA,NA,1,2,2,3,NA,NA,NA,NA,8,2,10,1,6,1,1,1,10,3,4,7,3,5,8,6,5,8,5,5,2,2,6,NA,NA,NA,NA,NA,NA,2,2,1,1,1,1,1,1,2,1,1,2,1,3,1,1,1,1,2,3,3,3,1,1,1,3,NA,1,1,3,2,2,2,2,5,NA,NA,NA,NA,NA,NA,NA,NA,30,20,9,4,15,10,12,4,50,50,0,50,1,1,4,2,4,1,4,1,1,8,1,1,58,1,13,NA,NA,12,2,NA,1,NA,5,3,NA,1,1,574,19,1,2,2,1
"955",413,1,5,4,20,3,1,1,NA,NA,NA,NA,NA,NA,2,2,3,3,NA,NA,NA,NA,5,3,7,1,1,1,1,1,7,2,6,6,1,1,1,1,1,1,1,1,2,2,6,1,1,1,3,1,3,1,2,1,1,4,1,1,1,1,1,1,2,1,3,1,2,1,1,2,2,3,4,1,1,1,4,1,3,4,2,2,2,2,2,4,NA,NA,NA,NA,NA,NA,NA,NA,30,23,7,4,15,7,8,3,20,55,5,60,1,2,3,3,29,1,29,1,5,98,1,1,23,2,6,NA,NA,13,2,4,2,3,5,3,NA,1,1,32,19,1,2,2,1
"956",414,1,5,2,13,4,3,3,NA,NA,NA,NA,NA,NA,2,4,4,1,NA,NA,NA,NA,1,3,1,1,1,1,1,1,1,3,1,1,6,1,1,6,1,1,1,1,1,1,3,5,3,3,5,3,5,4,NA,NA,NA,NA,NA,NA,NA,2,1,1,2,1,2,1,2,2,1,3,4,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,28,20,0,5,15,8,13,5,50,30,40,60,3,4,3,4,98,5,98,1,1,8,1,4,39,2,3,95,1,25,1,4,1,2,3,3,NA,1,1,548,19,1,2,2,1
"957",415,1,4,4,1,3,2,2,NA,NA,NA,NA,NA,NA,1,3,3,2,NA,NA,NA,NA,4,2,5,1,8,1,1,1,4,1,1,5,1,8,NA,5,7,5,6,4,2,2,3,4,1,1,1,1,1,2,2,1,1,1,1,1,1,2,1,1,2,1,1,1,1,2,1,2,3,2,3,1,1,1,4,3,3,4,2,2,2,2,2,5,NA,NA,NA,NA,NA,NA,NA,NA,30,25,10,5,15,5,3,3,100,20,0,50,1,3,1,4,97,2,97,1,1,6,1,3,55,2,3,90,1,16,2,5,2,4,6,3,NA,1,1,333,19,1,2,2,1
"958",416,1,4,3,13,2,4,3,NA,NA,NA,NA,NA,NA,2,2,4,2,NA,NA,NA,NA,3,8,2,5,2,4,7,7,3,9,1,1,8,3,5,5,5,NA,NA,NA,3,1,1,2,5,2,NA,2,2,NA,4,2,2,1,2,2,2,1,1,3,1,1,1,3,2,2,1,3,3,3,4,2,4,2,2,4,4,1,1,1,1,NA,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,70,20,30,10,4,2,2,4,1,2,1,2,2,6,1,5,46,2,3,90,1,10,NA,3,2,4,6,1,NA,1,1,9,19,1,2,2,1
"959",417,1,3,3,13,3,3,3,NA,NA,NA,NA,NA,NA,2,3,4,1,NA,NA,NA,NA,1,5,1,4,3,6,1,9,1,9,1,1,6,1,1,7,3,1,5,5,4,1,2,1,2,2,1,1,1,3,1,1,1,2,3,1,2,2,3,1,2,1,1,1,3,3,1,2,4,4,2,2,1,2,2,3,3,4,3,4,1,1,4,4,NA,NA,NA,NA,NA,NA,NA,NA,35,18,5,5,12,15,12,10,80,60,0,20,4,1,1,4,1,2,1,2,2,2,2,4,55,1,4,97,1,11,NA,4,5,3,2,4,NA,1,1,513,19,1,6,2,1
"960",418,1,5,4,2,5,3,3,NA,NA,NA,NA,NA,NA,2,4,4,1,NA,NA,NA,NA,1,7,1,1,4,8,1,NA,NA,NA,NA,1,9,1,1,8,5,1,8,7,1,1,1,1,2,2,3,1,1,3,1,1,2,1,3,1,2,2,1,1,2,1,1,1,3,2,1,2,3,4,1,2,2,4,2,2,1,2,1,1,3,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,30,20,8,NA,10,15,7,4,60,20,0,20,4,2,1,3,5,2,5,2,2,2,2,5,55,NA,4,93,1,18,1,5,4,3,3,4,NA,1,1,333,19,1,6,2,1
"961",419,1,2,3,13,3,1,2,NA,NA,NA,NA,NA,NA,2,4,4,4,NA,NA,NA,NA,1,8,1,1,4,4,5,2,7,9,1,1,10,6,1,7,5,4,4,3,4,1,5,5,5,3,4,2,1,3,2,1,1,1,1,1,1,2,1,2,2,1,1,1,2,2,1,2,4,4,3,2,2,2,2,2,4,4,4,4,4,1,1,5,NA,NA,NA,NA,NA,NA,NA,NA,45,25,10,10,7,5,7,5,100,50,0,50,4,3,1,4,2,2,2,2,2,2,1,2,53,2,1,55,NA,12,2,4,1,3,3,3,NA,1,1,454,19,1,2,2,1
