"","id1","card1","a6","a7","a8","a10","a11","a12","a13","a14","a15","a16","a17","a18","a19","a20","a21","a22","a23","a24","a25","a26","a27","a28","a29","a30","a31","a32","a33","a34","a35","a36","a37","a38","a39","a40","a41","a42","a43","a44","a45","a46","a47","a48","a49","a50","a51","a52","a53","a54","a55","a56","a57","a58","a59","a60","a61","a62","a63","a64","a65","a66","a67","a68","a69","a70","a71","a72","a73","a74","a75","a76","a77","a78","a79","a80","a81","a82","a83","a84","a85","a86","a87","a88","a89","b6","b7","b10","b13","b16","b19","b22","b25","b28","b31","b33","b35","b37","b39","b41","b43","b45","b47","b50","b53","b56","b59","b60","b61","b62","b63","b65","b66","b68","b69","b70","b72","b73","b74","b76","b77","b79","b81","b82","b84","b85","b86","b87","b88","b89","b90","b91","b92","b93","b96","b98","b99","wave","jew"
"45",45,1,4,4,13,4,1,1,1,1,1,1,3,3,1,2,3,1,1,2,3,4,5,3,8,5,5,1,1,5,7,3,3,7,3,5,5,3,5,5,3,7,2,2,6,1,2,2,2,1,1,3,3,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,2,2,3,1,1,4,3,2,4,3,2,2,4,2,5,90,50,50,70,50,20,60,70,NA,NA,NA,NA,NA,NA,NA,NA,90,60,0,0,1,4,4,2,4,1,4,1,1,1,1,2,36,2,14,NA,NA,12,1,2,3,5,5,2,NA,2,2,278,13,1,1,1,1
"46",46,1,4,4,13,4,2,2,2,1,2,3,3,2,1,3,1,2,3,4,1,2,7,4,6,4,5,3,6,5,4,5,6,7,6,6,6,7,5,6,7,7,2,2,6,3,4,3,3,4,2,3,2,3,3,3,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,3,3,2,2,3,3,3,2,2,2,2,2,2,5,60,80,40,20,60,20,40,50,NA,NA,NA,NA,NA,NA,NA,NA,40,60,20,70,2,3,3,2,4,1,4,1,1,8,1,1,30,1,6,NA,NA,18,1,4,1,2,2,3,NA,1,2,631,13,1,1,1,1
"47",47,1,5,4,1,5,2,3,1,2,2,3,1,1,2,2,3,2,1,2,3,4,5,10,4,9,5,10,5,6,3,10,1,1,10,1,1,10,1,1,10,1,4,1,1,3,3,3,2,3,3,3,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,2,4,2,1,2,2,2,1,2,1,1,1,1,1,3,100,0,0,0,0,100,100,50,NA,NA,NA,NA,NA,NA,NA,NA,100,50,50,100,5,3,1,5,1,2,1,2,2,11,1,5,32,2,12,NA,NA,12,2,5,3,2,5,4,NA,2,2,212,13,1,1,1,1
"48",48,1,4,3,13,3,4,4,4,4,4,4,4,3,2,4,2,1,1,2,4,3,5,7,2,6,2,7,8,5,4,5,1,5,7,1,9,6,6,2,7,1,2,2,1,1,2,1,1,1,1,2,1,1,1,1,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,1,1,2,4,4,2,2,3,1,1,1,1,1,1,1,NA,48,15,30,5,5,52,17,NA,NA,NA,NA,NA,NA,NA,NA,72,30,50,80,5,2,1,3,97,2,97,3,2,96,1,4,NA,4,11,NA,NA,15,1,3,1,2,3,3,NA,4,2,398,13,1,1,1,1
"49",49,1,5,3,1,4,1,4,1,1,1,1,3,3,1,2,3,2,4,3,1,2,1,1,1,1,1,1,1,1,1,1,1,9,5,7,5,5,5,8,5,9,3,2,5,2,2,3,1,1,2,3,3,1,2,4,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,3,4,1,1,1,2,1,3,4,3,3,3,1,4,1,NA,0,0,40,0,10,40,20,NA,NA,NA,NA,NA,NA,NA,NA,50,0,0,50,2,3,3,4,97,4,97,1,1,1,1,1,35,2,11,NA,NA,17,1,4,1,5,4,3,NA,1,2,644,13,1,1,1,1
"50",50,1,4,3,1,3,2,2,3,2,2,3,2,2,1,2,3,2,1,3,2,4,10,6,4,5,5,5,4,6,6,6,3,6,5,6,6,6,3,5,6,5,2,2,4,3,2,2,3,2,2,1,2,3,3,2,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,2,3,3,3,2,2,3,3,2,2,2,3,3,2,4,50,40,20,60,70,50,60,60,NA,NA,NA,NA,NA,NA,NA,NA,80,70,60,30,2,3,3,2,2,1,2,1,1,1,1,1,85,3,3,75,NA,8,NA,5,5,2,1,2,NA,2,2,631,13,1,1,1,1
"51",51,1,4,2,1,3,4,4,2,4,3,3,4,4,2,4,4,2,2,1,4,3,1,8,1,7,1,10,9,5,1,8,1,1,8,1,1,7,1,1,7,1,1,1,1,1,2,2,2,1,1,3,1,1,2,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,1,1,1,2,4,2,2,1,2,1,1,1,1,1,3,100,60,50,50,40,50,70,30,NA,NA,NA,NA,NA,NA,NA,NA,60,0,0,70,5,1,1,2,13,2,13,5,5,98,1,5,19,3,12,NA,NA,12,2,4,5,4,3,2,NA,3,2,43,13,1,1,1,1
"52",52,1,5,3,13,3,2,2,2,3,3,2,3,3,2,2,3,1,4,1,3,2,8,5,5,1,9,5,1,5,8,1,1,5,1,7,5,1,5,5,1,5,2,2,5,5,5,5,4,4,4,3,3,1,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,1,1,3,1,1,1,2,4,2,2,4,2,4,5,50,50,50,50,80,20,30,50,NA,NA,NA,NA,NA,NA,NA,NA,30,30,20,20,2,4,2,4,3,1,3,1,4,97,1,1,29,2,6,NA,NA,15,1,3,2,4,3,3,NA,1,2,458,13,1,1,1,1
"53",53,1,5,3,1,5,4,4,2,3,3,3,2,3,1,3,4,1,3,2,1,4,2,8,4,3,5,5,1,6,2,5,1,5,6,5,2,5,5,3,4,4,1,1,3,4,3,3,3,2,3,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,2,2,2,2,2,2,2,3,2,1,1,1,1,1,2,50,50,40,40,30,40,30,49,NA,NA,NA,NA,NA,NA,NA,NA,30,40,30,30,3,3,2,4,1,2,1,2,2,2,1,4,22,1,3,92,1,12,2,5,4,NA,4,3,NA,1,2,12,13,1,1,1,1
"54",54,1,5,3,1,4,2,2,2,2,2,2,2,3,2,3,3,2,1,3,2,4,2,7,2,3,2,6,2,3,2,7,1,2,5,2,2,5,2,2,5,2,1,1,1,3,3,3,2,3,3,1,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,3,1,2,2,4,2,2,3,2,1,1,1,3,3,2,90,50,10,20,10,30,50,30,NA,NA,NA,NA,NA,NA,NA,NA,90,50,10,50,4,3,2,3,98,5,98,2,2,2,1,5,30,1,11,NA,NA,12,2,1,1,3,4,3,NA,1,2,66,13,1,1,1,1
"55",55,1,5,3,NA,3,1,1,1,1,2,1,4,4,1,2,1,2,4,3,1,2,9,1,10,5,6,1,1,5,10,5,5,8,1,3,5,4,3,8,6,9,2,2,7,3,5,5,5,2,5,3,3,2,2,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,3,3,3,3,1,4,1,2,3,1,2,3,3,2,5,NA,50,50,50,70,50,50,50,NA,NA,NA,NA,NA,NA,NA,NA,60,70,50,60,1,3,4,2,4,1,4,1,1,8,2,1,45,1,4,62,NA,14,2,3,1,4,4,3,NA,1,2,308,13,1,1,1,1
"56",56,1,5,2,13,5,1,2,1,2,2,4,4,3,2,4,3,1,1,3,2,4,1,2,1,2,2,2,6,7,5,5,7,1,10,1,1,5,1,1,8,1,1,1,3,1,4,4,1,NA,1,3,1,1,1,1,2,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,1,3,2,3,2,2,2,3,4,1,1,1,1,3,5,100,50,0,90,0,50,90,90,NA,NA,NA,NA,NA,NA,NA,NA,90,0,0,60,4,1,1,4,8,2,8,2,2,11,1,4,30,4,14,NA,NA,12,1,4,2,3,7,3,NA,4,2,278,13,1,1,1,1
"57",57,1,4,4,1,4,2,3,2,3,3,3,3,3,1,2,3,2,4,2,1,3,5,10,1,4,4,5,4,4,4,8,4,1,10,5,1,10,5,6,6,6,4,4,1,2,2,2,2,2,2,1,2,1,1,1,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,1,2,2,2,4,2,3,4,1,1,1,1,4,3,100,50,20,70,50,50,90,60,NA,NA,NA,NA,NA,NA,NA,NA,80,30,0,50,4,3,2,4,1,2,1,2,2,2,3,5,48,3,12,NA,NA,10,NA,5,3,3,2,4,NA,2,2,631,13,1,1,1,1
"58",58,1,5,4,13,3,2,2,2,2,2,2,3,3,NA,3,4,2,3,4,1,2,10,1,8,1,6,1,1,1,10,5,1,7,5,5,8,5,4,7,7,10,2,2,7,2,5,5,2,2,2,3,2,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,4,4,3,3,1,1,1,3,1,3,2,3,2,2,6,55,55,30,20,40,10,50,20,NA,NA,NA,NA,NA,NA,NA,NA,60,40,20,10,2,4,2,2,2,1,2,1,1,8,1,2,42,3,5,89,NA,16,1,1,1,4,5,3,NA,2,2,645,13,1,1,1,1
"59",59,1,3,2,5,3,2,4,2,3,3,3,3,3,2,4,3,2,2,1,3,4,1,10,1,5,1,10,10,2,1,10,1,1,8,1,1,8,1,1,8,1,1,1,2,3,3,3,2,3,3,1,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,1,4,2,2,2,2,2,3,2,1,1,1,1,1,5,100,10,7,70,0,70,100,7,NA,NA,NA,NA,NA,NA,NA,NA,100,20,20,50,5,1,1,3,8,2,8,2,2,11,1,4,49,4,11,NA,NA,14,2,NA,1,NA,NA,3,NA,4,2,38,13,1,1,1,1
"60",60,1,3,4,1,3,4,4,2,4,3,4,1,1,2,4,4,2,4,1,2,3,2,6,1,8,1,5,10,2,1,7,1,1,6,1,1,7,1,1,6,1,1,1,2,2,3,2,2,2,2,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,1,1,2,1,4,2,2,1,2,1,1,1,1,1,1,99,99,90,85,85,80,90,75,NA,NA,NA,NA,NA,NA,NA,NA,90,60,40,95,5,1,1,2,8,2,8,5,5,98,1,5,19,4,12,NA,NA,12,2,4,5,4,3,2,NA,4,2,212,13,1,1,1,1
"61",61,1,5,3,1,3,2,2,2,2,2,2,2,2,2,3,3,2,1,2,3,4,2,8,1,3,1,3,10,2,1,8,1,1,6,1,1,6,1,1,6,1,1,1,2,3,3,3,2,3,3,3,2,2,2,1,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,1,2,2,2,3,2,2,3,2,1,1,1,1,1,2,100,20,20,20,20,40,70,40,NA,NA,NA,NA,NA,NA,NA,NA,100,50,0,50,5,1,1,4,8,2,8,5,5,98,1,4,18,3,6,NA,NA,13,2,3,5,4,7,3,NA,3,2,212,13,1,1,1,1
"62",62,1,5,3,5,3,2,4,1,1,3,4,3,3,1,4,3,4,1,4,3,2,3,5,1,1,3,2,3,1,1,5,1,2,5,2,1,1,1,1,2,1,4,4,2,5,5,5,1,3,1,3,2,1,2,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,1,2,3,3,3,3,3,3,3,1,1,1,1,1,5,100,0,0,50,40,30,100,80,NA,NA,NA,NA,NA,NA,NA,NA,80,10,0,50,4,3,1,5,97,2,97,2,2,2,1,4,37,4,11,NA,NA,12,2,3,1,4,4,3,NA,3,2,32,13,1,1,1,1
"63",63,1,5,4,17,4,1,1,1,1,NA,2,3,3,1,4,3,2,3,4,1,2,8,1,10,1,7,2,1,2,5,3,1,7,3,1,1,1,1,1,1,1,3,2,7,3,5,2,2,2,5,3,2,2,1,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,4,3,3,1,1,4,4,3,1,1,2,2,NA,2,6,100,50,50,50,60,0,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,80,0,100,1,3,4,2,4,1,4,1,1,1,1,1,55,1,13,NA,NA,15,2,3,5,3,1,2,NA,1,2,213,13,1,1,1,1
"64",64,1,3,3,1,3,2,3,3,2,3,3,2,2,NA,3,2,2,1,3,4,2,3,7,5,4,4,5,5,6,6,6,7,4,6,6,8,6,6,7,6,5,3,3,4,3,4,3,3,4,3,3,2,3,3,2,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,1,3,2,3,3,3,2,3,1,2,3,2,2,6,60,70,60,40,60,70,60,60,NA,NA,NA,NA,NA,NA,NA,NA,60,70,40,60,3,3,3,3,1,2,1,1,NA,NA,1,1,60,2,13,NA,NA,12,2,4,5,4,2,3,NA,1,2,631,13,1,1,1,1
"65",65,1,5,4,13,4,2,2,2,2,2,2,3,3,1,2,3,2,1,3,2,4,7,4,6,2,7,1,1,1,9,5,2,7,4,5,7,4,5,7,4,5,2,2,7,2,3,2,1,2,2,3,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,3,4,1,3,1,1,1,2,1,2,2,2,2,2,5,90,70,40,40,40,50,50,30,NA,NA,NA,NA,NA,NA,NA,NA,70,50,50,50,2,4,3,3,1,1,2,1,1,8,1,2,36,1,6,NA,NA,12,2,3,4,5,5,3,NA,1,2,604,13,1,1,1,1
"66",66,1,5,4,1,4,3,2,2,2,2,1,3,3,1,2,4,2,1,4,3,2,6,9,1,5,8,6,3,1,6,10,3,6,9,6,6,6,8,6,8,7,1,1,1,3,4,2,2,3,2,2,2,1,1,2,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,3,4,2,3,2,2,2,4,3,1,3,3,1,3,4,NA,30,15,5,18,40,15,6,NA,NA,NA,NA,NA,NA,NA,NA,100,0,20,70,2,5,2,5,1,2,1,2,1,1,2,4,26,2,12,NA,NA,15,1,3,2,5,3,3,NA,1,2,121,13,1,1,1,1
"67",67,1,5,2,1,5,4,4,2,4,3,4,1,1,2,4,4,2,2,1,4,3,1,9,1,5,1,8,10,2,1,10,1,1,10,1,1,10,1,1,10,1,1,1,1,1,5,1,1,1,1,3,1,1,2,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,2,1,2,2,1,2,1,1,1,1,1,4,100,80,70,70,40,75,95,20,NA,NA,NA,NA,NA,NA,NA,NA,90,0,0,50,5,1,1,3,8,2,8,2,2,11,1,5,23,2,6,NA,NA,15,1,5,2,3,3,1,NA,2,2,577,13,1,1,1,1
"68",68,1,4,3,1,4,2,2,1,1,2,1,1,1,1,3,3,2,4,3,2,1,3,3,3,3,3,3,3,3,3,3,3,1,1,1,4,4,4,2,2,2,3,3,4,3,3,3,3,1,1,1,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,2,3,1,1,1,2,2,2,1,3,3,3,3,3,3,NA,50,50,50,50,50,50,50,NA,NA,NA,NA,NA,NA,NA,NA,50,50,50,50,3,3,3,3,98,5,98,2,1,96,1,3,34,2,3,96,NA,13,2,2,3,4,3,1,NA,1,2,398,13,1,1,1,1
"69",69,1,5,3,13,5,4,4,3,3,3,4,3,3,2,2,4,1,2,3,4,1,1,8,1,2,4,4,2,6,1,10,6,2,9,4,4,3,7,7,7,3,4,1,4,4,5,5,3,5,1,3,1,3,3,2,1,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,3,2,2,2,2,2,1,1,3,1,1,1,1,1,4,100,0,0,50,100,50,50,100,NA,NA,NA,NA,NA,NA,NA,NA,100,0,0,0,5,2,2,2,1,2,1,2,1,3,2,5,40,2,6,NA,NA,12,2,5,4,3,5,3,NA,2,2,646,13,1,1,1,1
"70",70,1,3,3,13,5,4,3,2,3,2,2,3,3,2,4,3,1,4,3,1,2,1,8,1,6,1,3,6,3,1,10,1,2,7,4,2,7,2,2,6,4,4,1,1,2,2,2,3,1,4,4,2,1,1,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,1,4,2,2,2,2,1,3,4,1,4,1,1,1,4,100,90,40,40,50,30,70,60,NA,NA,NA,NA,NA,NA,NA,NA,0,0,70,0,4,3,2,2,1,4,1,4,2,2,1,5,42,2,11,NA,NA,12,2,5,1,4,5,4,NA,2,2,554,13,1,1,1,1
"71",71,1,5,4,1,4,2,2,2,2,2,2,2,2,2,3,3,2,1,3,2,4,2,9,1,5,1,4,10,3,1,8,1,1,6,1,1,6,1,1,6,1,1,1,2,3,3,2,1,2,3,1,2,2,2,1,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,1,2,2,2,4,2,2,3,2,1,1,1,1,1,2,90,50,50,50,40,50,70,30,NA,NA,NA,NA,NA,NA,NA,NA,90,30,0,30,5,1,1,3,8,2,8,2,2,11,1,4,22,3,12,NA,NA,14,2,3,1,4,4,3,NA,4,2,38,13,1,1,1,1
"72",72,1,3,4,1,3,2,2,1,2,2,2,3,3,1,2,1,2,3,4,1,2,9,5,10,4,6,2,3,4,7,4,3,9,7,6,8,6,7,7,6,8,2,2,5,4,4,2,4,3,4,2,2,1,1,3,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,3,3,3,1,3,1,1,3,1,1,2,3,1,3,5,40,20,15,20,25,20,25,5,NA,NA,NA,NA,NA,NA,NA,NA,60,40,30,50,2,3,3,4,4,1,4,1,1,1,2,2,41,2,1,64,NA,18,1,2,2,5,6,2,NA,1,2,647,13,1,1,1,1
"73",73,1,3,4,1,4,1,1,1,1,2,1,3,3,1,2,2,2,3,4,1,2,7,2,9,5,5,2,2,5,7,4,6,8,2,NA,5,5,7,7,1,9,2,2,7,4,3,2,2,2,2,3,4,2,1,1,1,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,4,2,3,1,1,1,1,2,1,1,2,2,4,2,5,100,100,100,100,100,100,100,80,NA,NA,NA,NA,NA,NA,NA,NA,80,40,20,90,2,3,4,3,4,1,4,1,1,8,1,1,22,2,3,NA,NA,13,1,2,2,5,5,2,NA,1,2,122,13,1,1,1,1
"74",74,1,5,4,31,3,2,2,1,4,4,1,3,4,1,4,4,2,4,1,3,2,5,5,2,3,6,3,1,4,5,5,1,4,7,6,5,3,6,6,6,7,4,3,3,3,3,5,3,1,5,3,2,1,1,1,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,3,1,1,1,4,2,1,3,4,4,4,2,4,4,3,100,50,0,70,70,60,60,70,NA,NA,NA,NA,NA,NA,NA,NA,90,20,0,50,2,5,1,5,3,5,3,2,1,1,1,4,45,2,13,NA,NA,NA,NA,3,3,4,3,3,NA,1,2,213,13,1,1,1,1
"75",75,1,5,2,1,3,4,4,1,4,4,3,1,1,2,1,3,1,4,2,1,3,1,1,1,5,1,4,1,5,1,10,1,1,5,1,1,1,1,1,1,1,1,1,4,5,5,5,5,5,5,1,4,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,4,1,2,3,3,3,3,3,3,1,1,1,1,1,5,100,50,0,50,0,0,0,50,NA,NA,NA,NA,NA,NA,NA,NA,50,0,50,100,5,1,5,5,1,2,1,2,2,2,1,4,48,3,1,64,NA,12,2,3,3,NA,4,3,NA,2,2,483,15,1,1,1,1
"76",76,1,5,4,13,4,1,1,1,4,1,1,1,1,1,4,2,1,3,4,1,2,6,6,7,5,7,1,1,2,8,7,3,8,8,6,8,6,7,9,6,6,2,1,5,1,1,2,1,2,1,NA,2,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,3,2,3,1,2,1,2,3,1,2,2,1,2,6,100,90,80,60,80,60,70,40,NA,NA,NA,NA,NA,NA,NA,NA,90,40,60,90,2,4,1,4,9,2,9,1,1,4,1,2,26,2,6,NA,NA,12,1,2,2,5,5,3,NA,1,2,583,13,1,1,1,1
"77",77,1,4,3,1,3,2,2,2,2,2,2,2,2,2,3,3,2,1,2,3,4,2,8,1,5,1,4,9,3,1,8,1,1,5,1,1,5,1,1,5,1,1,1,3,3,3,2,2,2,3,3,2,2,2,1,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,1,2,2,2,4,2,2,3,2,1,1,1,1,1,2,100,50,20,30,20,40,80,30,NA,NA,NA,NA,NA,NA,NA,NA,100,50,0,50,5,2,2,4,8,2,8,5,5,98,1,4,18,3,6,NA,NA,12,2,4,5,4,4,3,NA,3,2,483,13,1,1,1,1
"78",78,1,4,3,13,4,2,3,3,2,3,3,2,3,2,2,3,1,4,3,1,2,7,6,5,6,5,5,6,7,6,5,6,6,5,5,5,6,5,5,6,6,4,4,3,3,3,2,3,4,3,1,2,3,3,2,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,3,3,3,3,2,3,3,2,2,2,1,3,2,3,4,60,50,30,45,60,25,60,66,NA,NA,NA,NA,NA,NA,NA,NA,70,50,80,60,2,5,1,5,NA,5,NA,2,1,NA,1,4,38,2,3,72,NA,10,NA,NA,2,5,4,3,NA,1,2,631,13,1,1,1,1
"79",79,1,4,3,1,3,1,3,2,3,2,2,2,2,2,2,2,2,1,2,4,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,3,3,3,3,3,3,3,1,3,3,2,3,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,4,2,2,2,1,2,2,1,4,4,4,4,4,4,60,80,20,20,10,20,30,30,NA,NA,NA,NA,NA,NA,NA,NA,20,20,20,80,3,3,3,4,98,5,98,4,4,97,1,7,28,2,12,NA,NA,12,2,3,4,4,5,2,NA,2,2,9,13,1,1,1,1
"80",80,1,5,4,1,5,4,2,2,4,3,3,2,2,2,4,4,1,1,2,4,3,2,6,1,5,1,4,3,1,3,7,1,2,7,1,7,2,2,1,7,1,2,1,2,2,3,3,1,1,1,3,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,1,4,2,1,4,4,2,3,2,1,4,1,1,1,4,65,50,20,30,70,30,30,30,NA,NA,NA,NA,NA,NA,NA,NA,50,20,30,80,4,1,1,4,9,2,9,2,2,2,3,4,27,2,12,NA,NA,15,1,4,3,3,4,3,NA,2,2,483,13,1,1,1,1
"81",81,1,5,3,13,4,2,3,2,2,2,3,3,2,2,1,2,1,2,1,4,3,4,5,6,6,5,6,6,5,5,6,3,6,6,5,6,7,5,4,5,5,2,2,4,2,3,3,2,3,2,1,2,2,2,3,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,1,2,3,1,1,1,2,3,2,1,2,2,2,3,60,60,40,60,80,20,60,60,NA,NA,NA,NA,NA,NA,NA,NA,40,60,60,60,2,3,2,2,2,1,2,1,1,1,1,1,66,2,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,2,631,13,1,1,1,1
"82",82,1,5,4,1,4,1,1,1,2,2,1,4,4,1,2,1,1,4,3,1,2,10,1,9,1,5,1,1,1,10,1,10,10,1,3,9,1,1,10,1,1,2,2,7,2,2,2,2,1,1,3,4,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,4,3,1,1,1,1,1,2,1,2,2,2,2,2,6,100,0,0,100,50,100,100,100,NA,NA,NA,NA,NA,NA,NA,NA,100,50,100,50,1,1,5,1,2,1,2,1,1,1,2,1,43,1,13,NA,NA,11,NA,1,1,7,4,2,NA,1,2,5,13,1,1,1,1
"83",84,1,5,3,10,4,3,3,3,3,3,2,3,3,NA,3,3,1,4,1,2,3,3,8,1,1,1,8,1,5,1,10,1,3,7,1,3,7,1,3,9,1,1,1,3,1,1,2,2,1,1,3,1,1,3,3,3,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,3,1,2,3,4,4,4,3,4,1,4,1,1,4,1,100,100,0,0,0,80,30,50,NA,NA,NA,NA,NA,NA,NA,NA,20,80,20,80,3,2,2,4,97,2,97,2,2,2,1,4,55,1,3,89,1,14,2,3,3,4,4,3,NA,1,2,548,13,1,5,1,1
"84",85,1,4,3,2,3,3,3,2,3,2,1,3,1,2,3,4,1,4,3,2,1,4,9,1,1,8,7,1,3,3,8,1,3,9,4,3,8,3,3,8,3,1,1,2,3,3,3,4,2,2,1,2,1,2,3,1,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,4,1,2,2,2,2,2,3,4,1,1,1,1,1,2,100,100,10,10,50,50,30,50,NA,NA,NA,NA,NA,NA,NA,NA,80,80,20,80,4,3,2,5,1,2,1,2,2,2,1,4,60,2,3,90,1,15,2,3,2,3,5,3,NA,1,2,483,13,1,5,1,1
"85",86,1,5,4,18,4,3,2,1,3,2,3,3,3,1,3,4,1,4,3,2,1,3,10,1,1,1,1,1,8,3,10,1,2,10,1,3,9,1,3,8,1,1,1,2,1,1,2,4,4,4,3,3,1,1,4,1,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,3,1,2,2,2,4,4,3,4,1,1,1,1,1,5,100,100,30,30,10,10,60,60,NA,NA,NA,NA,NA,NA,NA,NA,60,60,10,90,4,3,1,4,1,2,1,1,2,2,1,4,78,1,3,92,1,14,2,5,1,2,2,1,NA,1,2,577,13,1,5,1,1
"86",87,1,4,3,1,3,3,3,3,3,3,2,3,3,2,3,3,1,4,2,3,1,2,5,1,1,5,4,1,6,2,8,1,2,8,5,2,2,2,3,6,3,4,4,2,2,1,3,3,1,3,3,2,1,2,4,1,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,3,1,2,2,4,4,4,3,4,1,4,1,1,1,2,100,100,40,40,40,40,40,50,NA,NA,NA,NA,NA,NA,NA,NA,50,60,10,80,4,3,1,4,5,2,5,1,2,2,1,4,52,1,3,91,1,15,2,3,3,3,3,3,NA,1,2,211,13,1,5,1,1
"87",88,1,5,4,1,5,2,3,2,2,3,2,2,2,NA,4,4,1,4,3,2,1,1,1,1,1,10,1,1,1,1,1,1,1,1,10,1,1,10,1,1,10,4,4,3,3,3,3,3,3,3,3,3,1,3,3,1,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,3,1,4,4,4,4,4,3,4,4,4,4,4,4,5,100,100,10,10,100,10,10,10,NA,NA,NA,NA,NA,NA,NA,NA,50,50,10,100,3,4,1,4,3,3,3,1,1,1,1,7,45,1,3,90,1,15,2,5,3,3,3,4,NA,1,2,32,13,1,5,1,1
"88",89,1,5,4,1,5,3,2,2,2,2,3,3,3,NA,3,4,1,4,2,3,1,1,8,1,1,2,1,1,2,1,8,1,2,8,2,4,4,4,4,4,4,1,1,2,1,1,1,4,1,1,3,3,1,3,3,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,3,1,2,2,4,4,4,3,4,1,1,1,1,1,1,100,100,20,20,20,20,20,50,NA,NA,NA,NA,NA,NA,NA,NA,50,50,0,80,4,4,2,4,97,2,97,2,5,98,1,4,28,2,3,98,1,12,2,5,3,3,3,3,NA,1,2,9,13,1,5,1,1
