"","c6","c7","c8","c10","c11","c13","c14","c15","c16","c17","c18","c19","c20","c21","c23","c24","c25","c26","c27","c28","c29","c30","c31","c32","c34","c35","c36","c38","c39","c40","c41","c42","c43","c44","c45","c46","c47","c48","c49","c50","c51","c52","c53","c58","c59","c60","c61","c62","c63","c64","c65","c66","c67","c68","c69","c70","c71","c72","c73","c74","c75","c76","cc6","cc7","cc8","cc9","cc10","cc11","cc12","cc13","cc14","cc15","cc16","cc17","cc19","cc20","cc21","cc22","cc23","cc24","cc25","cc27","cc28","cc29","cc30","cc31","cc32","cc33","cc34","cc35","cc36","cc37","cc38","cc39","cc40","cc41","cc44","cc45","cc46","cc48","cc49","cc50","cc51","cc52","cc53","cc54","cc55","cc56","cc57","cc58","cc59","cc60","cc61","cc62","cc63","cc64","cc65","cc66","cc67","cc68","cc69","cc70","cc71","cc72","cc73","cc74","cc76","ccc6","ccc7","ccc8","ccc9","ccc10","ccc11","ccc12","ccc14","ccc15","ccc16","ccc17","ccc19","ccc20","ccc21","ccc22","ccc23","ccc27","ccc28","ccc29","ccc30","ccc31","ccc32","ccc33","ccc35","ccc36","ccc37","ccc39","ccc41","ccc42","ccc44","ccc45","ccc46","ccc47","ccc48","ccc49","ccc50","ccc55","ccc56","ccc57","ccc59","ccc61","ccc63","ccc65","ccc67","ccc69","ccc70","ccc71","ccc72","ccc73","ccc74","cccc6","cccc8","cccc10","cccc12","cccc14","cccc16","cccc18","cccc20","cccc22","cccc24","cccc26","cccc28","cccc41","sephashk"
"368",3,2,9,2,2,5,3,7,2,3,5,2,1,97,1,2,1,3,2,2,2,2,2,3,3,1,97,1,3,3,1,3,1,2,1,1,1,3,4,1,2,2,3,8,1,1,5,4,5,1,5,10,6,10,5,2,4,2,5,3,1,1,1,1,1,1,4,2,1,1,1,1,4,2,1,1,1,1,1,1,1,1,1,1,2,3,3,3,2,2,1,1,1,1,3,5,2,2,1,3,4,3,1,3,1,1,1,1,3,1,1,1,6,6,6,1,1,1,1,1,1,1,1,1,2,5,3,3,3,4,5,4,2,1,2,1,1,1,3,1,3,1,2,NA,2,NA,NA,NA,NA,2,2,1,2,1,2,1,3,1,2,1,2,3,4,1,2,75,4,38,12,5,1,3,3,2,NA,3,4,2,7,NA,NA,2,7,NA,6,1,NA,13,20,1,2
"369",3,2,1,2,2,7,5,8,3,4,5,1,1,30,1,4,1,3,2,3,3,2,2,2,2,1,35,1,4,2,1,3,1,2,1,3,1,3,4,1,2,6,4,10,4,4,6,3,3,1,2,10,4,8,5,2,3,2,4,3,2,1,1,2,1,1,1,3,1,2,1,1,1,3,1,1,1,1,1,1,1,2,1,1,2,1,1,2,1,2,1,1,1,1,4,5,2,1,2,3,4,3,1,1,3,3,3,1,3,1,1,3,8,8,8,1,1,1,1,1,1,1,1,1,2,3,2,3,3,4,3,4,1,97,1,4,1,2,3,1,3,1,2,NA,2,NA,NA,NA,NA,2,2,1,2,1,2,1,2,1,2,1,2,3,4,2,1,60,8,NA,13,5,5,1,3,1,2,3,3,2,NA,NA,NA,2,3,NA,1,6,NA,13,20,1,1
"370",2,2,1,2,2,7,6,8,2,3,7,4,1,50,1,3,1,2,1,3,3,2,2,2,2,2,30,1,4,2,1,3,1,1,1,3,1,3,4,1,2,7,3,8,5,2,9,6,6,6,6,8,6,7,6,2,4,2,3,5,1,1,2,1,1,1,4,4,2,1,1,1,4,4,1,1,1,1,1,1,1,2,3,3,2,3,3,3,3,2,3,3,1,3,4,5,2,1,4,3,3,3,2,1,1,1,3,1,3,1,1,3,8,7,9,1,3,3,1,3,1,1,3,3,2,5,1,2,2,4,2,4,1,50,1,3,1,1,3,2,3,1,3,NA,2,NA,NA,NA,NA,3,2,1,3,5,6,1,4,1,1,2,1,3,4,1,1,26,6,NA,16,6,6,2,1,1,3,2,2,2,3,3,2,NA,NA,NA,6,4,NA,13,20,1,NA
"371",1,1,1,2,2,8,4,8,2,2,7,1,5,65,1,2,1,1,1,2,2,2,3,1,2,1,70,1,4,2,1,3,1,1,1,3,1,3,4,1,2,7,4,10,1,1,7,6,6,4,8,10,1,10,6,2,4,2,5,5,1,5,2,1,1,2,1,4,2,1,1,2,1,4,1,1,1,1,1,1,1,2,3,1,3,3,3,3,3,2,1,3,1,1,5,5,2,1,1,3,4,1,1,1,1,1,1,1,3,1,1,1,8,4,8,1,1,1,1,1,1,1,1,1,2,6,1,2,3,4,2,4,1,60,1,4,2,2,1,2,2,3,2,NA,2,NA,NA,NA,NA,2,2,1,2,1,5,2,2,1,2,1,2,3,4,3,1,62,9,NA,17,5,2,1,4,1,3,2,2,2,3,NA,NA,2,3,NA,1,6,4,13,20,1,2
"372",2,2,9,2,2,7,5,8,1,4,6,7,6,60,1,2,1,2,2,2,2,1,2,4,1,1,60,2,1,3,2,2,1,2,2,3,1,4,3,2,1,3,2,10,5,3,3,2,1,1,1,10,5,10,5,1,1,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,2,1,1,3,3,3,2,1,1,2,5,5,1,2,2,3,4,1,1,1,1,3,3,1,2,1,1,1,6,7,9,1,1,1,1,1,1,1,1,1,2,5,3,3,3,3,2,3,1,40,2,3,1,1,3,2,3,1,2,NA,2,NA,NA,NA,NA,2,2,1,16,17,6,1,1,1,1,1,2,4,3,2,1,28,6,NA,12,4,5,1,4,1,1,2,3,18,NA,NA,NA,2,18,NA,8,12,13,9,16,1,NA
"373",2,2,20,NA,21,6,NA,NA,1,1,4,1,1,50,1,2,1,4,2,2,4,1,2,2,3,1,50,1,3,2,2,3,1,2,2,3,2,1,4,3,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,2,2,1,2,2,2,1,2,1,1,3,2,1,2,1,1,3,2,NA,NA,NA,NA,1,NA,1,2,3,3,2,1,2,1,3,3,3,1,1,4,3,5,1,2,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5,3,2,3,3,6,3,1,30,NA,1,1,1,1,3,1,1,21,NA,6,NA,NA,NA,NA,21,NA,NA,18,18,6,1,5,1,NA,2,1,4,3,NA,1,33,6,NA,14,2,2,1,4,1,3,3,3,21,NA,NA,NA,21,NA,NA,21,NA,NA,7,16,1,NA
"374",1,2,1,2,2,6,3,8,2,4,7,3,1,60,2,4,1,2,2,2,2,2,3,2,2,1,50,1,4,1,1,2,1,2,2,2,1,1,4,3,2,7,4,10,5,1,3,6,2,1,5,10,7,10,6,4,3,1,5,5,2,3,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,2,1,1,3,3,3,3,1,1,2,3,5,1,2,3,2,4,1,1,1,1,1,1,3,2,1,1,1,7,6,9,1,1,1,1,1,1,1,1,1,2,4,1,2,2,4,6,4,1,50,1,4,1,1,1,2,1,1,2,NA,2,NA,NA,NA,NA,2,2,1,2,1,1,1,5,1,1,1,2,3,4,2,1,63,6,NA,8,3,3,1,3,1,1,3,3,2,3,8,NA,2,8,18,1,12,11,7,16,1,NA
"375",3,2,19,2,2,3,2,5,1,2,5,3,5,70,1,1,1,2,2,3,2,2,3,2,2,2,50,1,2,4,NA,2,1,2,2,3,1,4,3,1,2,3,4,9,5,2,2,1,1,1,1,10,5,9,6,1,2,1,2,2,2,3,2,2,2,2,1,3,2,2,2,2,1,3,1,1,1,1,1,1,1,2,1,1,2,1,1,2,2,3,3,1,1,3,5,5,1,2,2,3,4,1,1,1,1,1,1,3,2,1,3,3,7,6,8,1,1,1,3,3,1,1,3,1,2,4,1,2,3,2,3,3,1,30,2,3,1,1,NA,2,3,1,19,NA,2,NA,NA,NA,NA,19,2,3,17,17,6,1,5,1,2,1,2,4,3,2,2,20,7,NA,12,4,4,2,3,2,NA,3,3,1,2,NA,NA,2,1,18,12,10,6,9,16,1,1
"376",3,2,1,3,1,5,7,NA,2,4,4,6,1,50,NA,2,1,4,2,3,NA,1,1,2,1,4,50,NA,1,2,1,2,2,2,2,1,2,4,3,2,1,3,4,3,9,2,2,2,2,2,2,8,9,5,3,1,1,1,2,1,1,1,1,1,1,1,3,2,1,1,1,1,3,2,2,2,2,2,2,2,2,2,1,3,2,1,1,1,3,3,2,1,1,2,5,5,1,2,1,3,4,2,2,3,2,2,3,2,1,2,2,2,6,5,8,2,2,2,2,2,1,2,2,2,2,5,3,3,3,3,3,3,2,25,2,3,1,1,1,3,3,1,1,1,1,NA,NA,NA,NA,1,1,2,1,2,3,1,4,1,5,2,1,3,4,3,1,39,6,NA,14,4,5,1,3,1,3,2,3,18,NA,NA,NA,1,7,4,10,12,13,9,16,1,NA
"377",2,4,2,3,1,7,9,NA,4,4,1,4,1,30,2,2,1,4,2,4,3,2,3,2,3,2,50,NA,3,2,1,2,2,2,2,1,2,4,3,1,2,3,4,2,9,1,1,1,1,1,1,7,9,5,2,1,1,1,2,1,1,1,1,1,1,1,3,2,1,1,1,1,3,2,2,2,2,2,2,2,3,2,1,3,2,1,1,3,3,2,2,1,1,2,5,5,1,2,1,3,4,2,2,2,2,2,2,2,1,2,2,2,7,7,9,2,2,2,2,2,1,2,2,2,2,5,3,3,3,3,3,3,2,30,2,3,1,1,3,3,3,1,1,1,1,NA,NA,NA,NA,1,1,2,1,2,6,2,2,1,4,2,1,4,3,1,1,30,6,NA,14,4,3,1,4,1,5,2,1,1,NA,NA,NA,1,NA,NA,3,6,2,9,16,1,NA
"378",4,4,1,1,1,2,NA,9,4,1,1,NA,7,50,2,1,1,4,4,4,3,1,1,4,4,4,50,2,1,4,2,2,NA,2,2,1,2,4,3,1,2,2,3,1,10,3,3,3,3,3,1,8,10,1,2,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,3,1,1,1,3,3,2,2,1,1,2,5,5,1,2,1,3,4,2,2,2,2,2,2,2,1,2,2,2,7,7,8,2,2,2,2,2,2,2,2,2,1,5,3,3,3,3,3,3,2,30,2,4,1,1,3,1,3,1,1,1,1,NA,NA,NA,NA,1,1,2,17,17,6,1,1,1,4,4,2,1,3,2,2,18,7,NA,11,3,4,3,1,2,NA,3,3,8,NA,NA,NA,8,1,NA,2,12,13,9,16,1,1
"379",5,4,1,1,1,1,7,9,4,2,1,4,7,20,NA,NA,1,4,4,4,3,1,1,4,3,4,20,NA,2,3,2,2,2,2,2,1,2,4,2,3,1,2,4,4,9,3,3,3,2,1,2,10,10,6,3,1,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,1,1,3,3,3,3,1,1,2,5,5,1,2,1,2,4,2,2,2,2,2,2,2,1,3,2,2,6,6,8,2,2,2,2,2,2,2,2,2,2,5,3,3,3,3,3,4,2,30,2,3,1,1,3,3,3,1,1,2,1,NA,NA,NA,NA,1,3,2,4,17,5,1,1,1,5,2,1,3,4,2,1,23,8,NA,12,3,7,1,3,1,2,2,3,6,NA,NA,NA,1,6,NA,3,2,8,9,16,1,1
"380",2,1,NA,2,2,6,3,9,1,4,7,4,1,97,1,1,1,3,1,2,2,2,3,2,2,1,97,1,3,1,1,2,1,1,1,4,1,4,1,3,2,3,2,8,1,1,1,1,1,1,1,10,1,10,4,2,4,2,3,5,1,1,3,2,1,1,1,1,3,2,1,1,1,1,1,1,1,1,1,1,1,2,3,3,2,1,1,3,3,2,3,1,1,1,5,5,2,1,4,3,4,1,1,1,1,1,1,1,2,NA,1,1,9,6,9,1,1,1,1,1,1,1,1,1,1,5,2,2,1,4,5,4,1,70,1,4,1,1,3,4,2,1,2,NA,2,NA,NA,NA,NA,2,2,1,2,1,6,1,4,1,1,1,2,3,4,1,2,46,9,NA,12,7,5,2,4,2,NA,1,1,2,NA,NA,NA,2,NA,NA,1,6,NA,13,20,1,2
"381",2,2,1,2,3,7,4,8,1,3,7,1,1,60,1,3,1,2,2,2,2,2,3,2,2,1,50,1,4,1,1,3,1,1,1,4,1,4,3,1,2,3,4,10,1,1,10,2,3,1,5,10,2,10,7,4,4,3,5,3,2,3,4,2,1,1,4,4,4,2,1,1,4,4,1,1,1,1,1,1,3,1,1,1,3,1,3,3,3,2,1,1,1,1,3,5,2,2,1,2,3,1,3,1,1,1,1,1,2,1,1,1,7,6,9,1,1,1,1,1,1,1,1,1,2,5,1,3,4,4,3,4,1,50,1,4,2,NA,1,1,1,1,3,NA,2,NA,NA,NA,NA,2,2,1,3,1,2,2,1,1,1,1,2,3,4,1,2,38,9,NA,16,4.5,4,2,4,1,3,2,2,2,3,NA,NA,3,2,NA,4,6,NA,15,12,1,2
"382",3,2,4,3,1,6,5,7,2,2,2,1,2,50,NA,4,1,3,NA,2,3,2,2,3,3,3,30,NA,3,2,2,2,2,4,4,1,2,3,1,4,2,2,4,5,7,4,7,5,4,4,4,7,7,7,3,3,1,3,5,3,2,5,1,4,1,2,4,4,1,4,1,2,4,4,2,2,2,2,2,2,3,1,1,1,2,3,3,3,2,2,3,1,1,1,5,5,3,4,4,4,4,3,3,3,4,3,3,2,3,1,1,3,6,6,8,3,3,2,3,4,1,3,3,3,2,5,4,4,2,3,3,4,2,45,NA,4,1,1,3,2,3,1,19,NA,5,NA,NA,NA,NA,19,2,1,18,17,6,1,2,1,7,1,2,4,3,NA,1,23,6,NA,12,3,2,1,3,1,2,3,NA,1,3,NA,NA,1,3,NA,10,11,5,15,12,1,NA
"383",3,3,1,NA,20,6,5,7,4,1,5,2,3,50,1,3,1,3,2,3,3,1,2,3,3,3,1,2,2,2,2,1,1,4,4,1,2,4,1,2,3,4,4,6,6,4,2,4,2,1,1,10,6,4,3,1,2,4,3,4,3,3,2,2,2,2,2,4,2,2,2,2,2,4,2,1,2,2,1,2,4,1,1,3,3,1,1,2,1,3,3,1,1,1,2,3,1,3,5,4,2,2,2,2,2,2,2,1,1,1,1,2,6,4,7,2,2,2,2,2,1,2,2,2,1,5,2,4,4,3,5,4,2,40,1,1,1,1,3,3,2,1,19,NA,1,NA,NA,NA,NA,19,1,2,7,18,6,1,3,1,4,2,1,4,3,2,NA,35,9,NA,12,2.5,4,2,2,1,2,3,NA,1,4,NA,NA,4,1,NA,10,11,3,15,12,1,2
"384",2,2,1,2,2,7,6,8,2,2,1,6,2,57,1,3,2,3,NA,NA,3,2,1,2,2,3,97,NA,2,2,2,2,1,7,3,1,1,3,4,1,2,3,4,8,7,2,5,6,4,1,1,10,8,9,4,4,4,1,5,4,2,2,2,2,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,3,2,1,1,2,1,1,1,1,2,1,1,1,1,2,5,2,3,1,4,3,2,1,3,1,4,1,2,2,1,1,1,4,8,6,1,3,1,1,1,1,1,3,1,2,5,1,1,4,3,3,4,2,1,2,1,2,1,1,3,2,1,2,NA,2,NA,NA,NA,NA,2,2,1,17,17,6,2,3,1,3,1,2,3,4,NA,2,20,4,81,12,2,5,2,4,2,NA,2,3,1,2,NA,NA,2,1,NA,8,4,5,15,12,1,2
"385",3,3,1,NA,20,6,5,7,2,4,7,4,5,75,2,3,1,2,2,2,3,2,2,1,3,1,60,1,2,2,1,3,1,1,1,3,1,4,3,1,2,3,4,5,5,1,3,5,1,1,1,6,6,6,4,4,1,3,4,3,2,2,4,2,2,2,4,2,4,2,2,2,4,2,1,1,1,1,1,1,3,1,1,3,2,1,3,3,2,2,3,1,1,1,2,3,2,1,4,1,3,2,2,1,1,2,1,1,3,1,1,1,6,9,8,2,2,3,2,3,1,3,3,3,2,5,4,2,3,3,2,1,1,75,1,1,1,1,1,2,1,1,19,NA,5,NA,NA,NA,NA,19,2,1,1,2,6,1,3,1,3,1,2,4,3,1,1,26,9,NA,12,2.5,2,1,4,1,4,4,3,1,2,NA,NA,1,2,NA,10,11,NA,15,12,1,2
"386",3,2,1,NA,20,7,7,8,2,1,5,3,2,97,1,3,1,3,2,2,NA,2,3,2,2,2,50,1,3,2,2,2,1,1,1,3,1,4,3,1,2,3,4,10,1,1,6,2,3,NA,1,10,1,9,5,NA,3,3,5,3,2,3,4,2,1,2,2,4,4,2,1,2,2,4,1,1,1,1,1,1,3,1,1,3,2,1,1,3,3,2,3,1,1,1,4,5,2,1,1,3,2,2,1,1,1,3,1,3,2,1,1,1,7,6,8,1,1,1,1,1,1,1,1,1,2,5,2,4,2,3,3,4,1,1,1,4,1,1,3,2,1,1,2,NA,2,NA,NA,NA,NA,2,3,3,2,1,6,1,3,1,2,2,1,3,4,2,2,34,8,NA,12,2,4,2,4,1,2,3,NA,2,7,NA,NA,2,7,NA,6,1,NA,15,12,1,1
"387",2,2,20,2,2,7,6,8,1,4,7,1,1,50,1,2,1,2,1,1,1,2,3,1,NA,2,1,1,2,1,1,3,1,4,NA,3,1,4,3,1,2,3,4,9,7,5,8,3,7,2,6,10,5,9,6,1,4,3,3,4,2,3,4,4,2,4,4,4,4,4,2,4,4,4,1,1,1,1,1,1,3,1,1,1,2,1,2,1,3,2,1,1,1,1,5,5,3,3,5,4,3,2,3,1,1,3,1,1,2,1,1,1,8,6,9,1,1,1,1,1,1,1,1,1,2,1,4,4,2,3,4,4,1,50,1,4,1,1,NA,2,NA,1,2,NA,2,NA,NA,NA,NA,2,2,1,2,1,6,1,3,1,1,1,4,2,3,1,2,32,9,NA,16,2,1,1,4,1,NA,2,NA,2,3,NA,NA,2,3,NA,5,4,NA,15,12,1,2
"388",4,3,30,2,3,5,7,3,4,2,6,1,1,50,1,4,1,4,2,2,3,2,2,4,4,1,30,2,1,3,2,4,1,4,1,3,1,4,1,3,2,7,3,6,1,3,10,2,1,1,1,8,1,6,5,3,3,2,3,4,1,5,4,1,1,4,4,4,4,1,1,1,4,4,1,1,1,1,1,1,1,2,1,1,2,3,3,1,1,2,3,1,1,1,5,5,2,1,1,3,4,1,1,1,1,2,1,1,2,1,1,1,7,7,5,1,1,4,4,3,1,3,4,4,2,5,1,1,4,4,5,4,1,50,1,4,2,1,3,4,1,1,3,NA,2,NA,NA,NA,NA,3,2,1,3,3,5,1,4,1,1,1,2,4,3,1,NA,45,9,NA,20,3,2,1,4,1,4,3,4,2,3,NA,NA,2,3,NA,12,11,13,13,12,1,2
"389",2,1,3,2,3,8,5,9,1,4,7,1,1,55,1,4,1,1,1,2,2,2,1,1,1,1,97,1,1,1,2,3,1,2,2,2,1,3,2,4,1,1,4,10,5,1,10,3,3,1,5,10,1,10,7,4,3,3,5,2,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,NA,1,1,2,1,1,3,2,2,1,1,1,3,5,5,1,3,2,2,4,1,1,1,1,1,1,1,2,1,1,1,9,7,9,1,1,1,1,1,1,1,1,1,2,3,1,2,3,3,6,4,2,30,1,1,2,2,2,2,1,1,21,NA,2,NA,NA,NA,NA,3,2,1,3,3,2,1,1,1,2,1,2,4,3,3,1,72,3,48,8,4,2,1,4,2,NA,3,4,2,3,NA,NA,2,3,18,6,7,1,7,16,1,2
"390",5,2,9,3,21,8,8,9,3,3,5,4,6,1,1,2,1,2,2,NA,2,2,2,2,2,2,50,NA,2,1,1,2,2,2,2,2,2,4,3,2,1,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,1,2,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,3,3,2,2,1,3,2,1,1,3,3,3,2,1,1,3,5,5,1,2,1,4,4,3,3,3,3,3,3,3,3,3,3,3,7,8,9,1,1,1,1,1,1,1,1,1,2,4,3,3,3,4,6,4,1,40,1,3,1,1,3,3,3,1,21,NA,5,NA,NA,NA,NA,21,3,3,18,18,5,1,NA,1,7,2,1,3,4,2,2,80,2,48,5,2,3,3,1,2,NA,3,4,21,NA,NA,NA,21,NA,NA,21,NA,NA,7,16,1,1
"391",2,2,3,1,2,6,7,8,2,2,5,6,7,30,1,2,1,2,2,2,2,2,3,2,2,2,30,1,2,2,1,3,2,2,2,3,1,4,3,2,1,3,4,10,6,3,3,3,3,1,3,10,6,10,5,1,2,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,3,1,2,2,1,1,3,5,5,1,3,5,4,4,1,1,1,1,1,3,1,2,1,1,1,6,5,8,1,1,1,1,1,1,1,1,1,2,3,4,3,3,4,6,3,1,1,1,3,1,1,3,2,3,1,2,NA,2,NA,NA,NA,NA,2,2,1,2,1,6,1,5,1,1,2,1,3,4,2,2,78,3,49,8,2,1,3,4,2,NA,3,5,2,3,NA,NA,2,3,18,8,12,13,7,16,1,2
"392",2,2,3,2,2,7,7,9,1,4,7,NA,1,60,1,1,1,1,1,2,2,2,3,1,1,1,50,1,2,2,1,2,1,2,2,2,NA,2,1,3,4,1,3,10,5,5,4,4,3,1,3,10,4,10,6,2,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,4,4,1,1,1,2,1,1,3,2,2,2,2,2,1,2,2,2,2,1,1,3,1,5,1,3,1,4,4,2,2,1,1,2,1,1,2,1,1,1,7,7,9,1,1,1,1,1,1,1,1,1,2,5,3,3,3,3,6,3,1,40,1,3,1,1,1,2,3,1,2,NA,2,NA,NA,NA,NA,2,2,1,16,4,5,3,2,1,3,2,1,3,4,1,1,27,9,NA,12,3,3,2,3,1,4,3,3,2,3,NA,NA,2,3,6,10,12,13,7,16,1,2
"393",3,3,1,4,20,7,7,NA,2,2,3,4,1,30,NA,3,3,4,2,2,NA,2,3,2,2,3,40,NA,2,2,NA,1,1,2,2,2,NA,4,3,1,2,3,3,10,6,3,3,3,1,1,4,9,6,9,4,1,1,1,2,2,2,1,2,2,2,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1,1,3,3,2,2,1,1,3,5,5,1,2,2,3,4,1,1,1,1,1,1,1,2,1,1,1,7,8,8,1,1,1,1,1,1,1,1,1,2,5,3,3,3,4,6,4,1,50,1,3,1,1,3,2,3,1,2,NA,2,NA,NA,NA,NA,2,2,1,2,17,6,1,2,1,1,1,2,3,4,1,2,25,6,NA,12,3,3,2,4,1,2,2,3,2,3,NA,NA,2,3,NA,8,12,13,7,16,1,NA
"394",2,1,1,2,2,7,7,7,2,2,7,5,7,60,2,4,3,4,2,3,3,2,3,3,3,4,20,2,4,3,1,2,2,2,2,1,2,4,3,1,2,3,3,10,4,2,6,1,1,1,1,10,4,10,6,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,3,3,2,2,1,1,3,5,5,1,1,2,3,4,1,1,1,1,1,1,2,2,1,1,1,7,5,8,1,1,1,1,1,1,1,1,1,2,5,3,3,3,3,3,3,1,60,1,3,1,1,3,3,3,1,2,NA,2,NA,NA,NA,NA,2,2,1,2,1,6,1,2,1,2,2,1,4,3,2,2,46,8,NA,12,5,3,3,3,1,2,2,3,19,NA,NA,NA,3,2,NA,1,8,9,NA,16,1,1
"395",4,3,20,1,1,2,3,8,NA,3,1,6,7,60,2,4,2,4,2,3,3,1,1,4,2,4,50,2,2,4,2,2,2,6,8,1,2,2,3,4,1,1,2,2,10,4,6,2,1,1,1,8,10,8,1,1,1,3,5,5,1,1,3,3,1,1,1,2,3,3,1,1,1,2,2,2,2,2,2,2,3,1,1,1,1,1,1,2,1,2,3,1,1,2,3,5,1,1,4,1,3,2,2,2,2,2,2,2,1,2,2,2,5,5,8,2,2,2,2,2,2,2,2,2,1,5,1,2,2,3,6,2,1,50,2,2,1,3,3,4,3,1,1,1,1,NA,NA,NA,NA,1,1,2,3,1,2,3,1,1,5,1,2,4,3,2,2,21,6,NA,12,3.5,3,2,3,1,2,2,3,1,NA,NA,NA,1,18,18,3,2,8,7,16,1,NA
"396",1,1,3,2,2,9,1,9,1,4,7,5,7,65,1,2,2,1,1,1,1,2,2,1,1,1,60,1,3,1,1,2,1,2,2,1,2,4,3,1,2,3,3,9,3,1,6,1,1,1,1,10,3,9,6,1,2,1,2,2,2,2,1,1,1,1,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1,2,1,3,2,1,1,3,3,2,2,1,1,3,5,5,1,1,1,3,4,1,1,1,1,1,1,1,2,1,1,1,7,6,8,1,1,1,1,1,1,1,1,1,2,5,3,3,3,3,3,3,1,50,1,2,1,1,3,3,3,1,2,NA,2,NA,NA,NA,NA,2,2,1,2,1,6,4,1,1,2,1,2,4,3,3,1,65,6,NA,16,5,2,2,3,1,4,3,NA,2,3,NA,NA,2,3,NA,1,8,10,NA,16,1,NA
"397",2,2,23,2,2,6,3,8,2,4,4,2,4,45,1,2,1,4,2,2,2,1,2,2,3,2,30,1,4,3,1,2,1,2,2,2,2,1,2,3,4,1,3,8,4,1,2,2,2,1,2,10,2,8,4,3,3,3,5,3,3,2,2,2,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,3,1,1,3,3,2,2,1,1,2,4,5,1,2,1,3,4,1,1,1,1,1,1,1,2,1,1,1,7,7,8,1,1,1,1,1,1,1,1,1,2,5,2,3,2,2,6,4,2,30,NA,2,1,1,1,2,1,1,2,NA,2,NA,NA,NA,NA,2,2,1,2,1,5,1,3,1,1,1,2,3,4,2,2,46,3,NA,16,3,4,3,3,1,2,2,2,4,NA,NA,NA,2,7,4,6,5,9,7,16,1,2
"398",2,1,31,2,2,7,6,8,2,2,5,6,6,50,1,3,2,2,2,2,2,1,2,2,2,3,40,NA,2,2,2,3,2,2,2,1,2,4,3,1,2,3,3,9,5,2,4,1,1,1,1,10,5,9,6,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,3,1,1,3,3,2,2,1,1,2,5,5,1,3,2,3,4,1,1,1,1,1,1,2,2,1,1,1,6,6,7,1,1,1,1,1,1,1,1,1,2,4,3,3,3,3,4,3,1,50,1,3,1,1,3,4,3,1,2,NA,2,NA,NA,NA,NA,2,2,1,2,1,1,4,1,1,3,1,2,3,4,2,1,60,1,50,16,3,3,2,3,2,NA,3,3,7,NA,NA,NA,2,7,18,1,10,11,NA,16,1,1
"399",3,3,1,1,1,1,5,NA,2,3,2,1,3,50,2,1,1,4,3,3,3,1,1,4,4,4,30,2,4,2,2,2,1,4,1,1,2,3,4,1,2,4,4,4,8,8,2,4,2,1,2,8,7,6,3,2,4,2,1,5,1,1,1,4,1,1,4,4,1,4,1,1,4,4,2,2,2,2,2,2,1,2,3,1,2,1,1,1,1,1,3,1,1,3,5,5,2,2,2,3,1,2,2,3,2,2,4,3,3,3,1,3,7,5,8,3,3,3,3,3,1,3,3,3,2,5,2,1,1,4,4,4,2,15,2,2,1,1,1,4,3,1,1,1,1,NA,NA,NA,NA,1,2,3,4,4,6,2,4,1,4,1,2,3,4,3,1,26,6,NA,12,2,2,1,3,1,1,3,4,1,4,7,NA,1,4,5,11,10,12,15,12,1,NA
"400",2,2,1,2,2,6,6,6,2,4,5,1,1,40,1,4,1,2,2,2,3,2,3,2,2,1,20,1,4,2,2,2,1,1,1,1,1,3,4,1,2,2,4,8,1,1,10,6,6,5,7,10,1,8,7,3,1,2,3,3,1,5,4,2,1,1,3,4,4,2,1,1,3,4,1,1,1,1,1,1,1,2,3,3,2,1,1,3,1,2,1,1,1,1,5,5,2,1,3,3,4,3,3,1,1,3,3,1,3,1,1,1,8,8,8,1,1,1,1,1,1,1,1,1,2,5,1,1,1,4,2,4,1,70,2,4,2,1,1,1,1,1,3,NA,2,NA,NA,NA,NA,3,2,1,2,1,6,1,2,1,1,1,2,3,4,1,1,28,6,NA,12,2,2,1,3,1,1,3,4,2,3,NA,NA,3,2,7,6,1,11,15,12,1,NA
