"","c6","c7","c8","c10","c11","c13","c14","c15","c16","c17","c18","c19","c20","c21","c23","c24","c25","c26","c27","c28","c29","c30","c31","c32","c34","c35","c36","c38","c39","c40","c41","c42","c43","c44","c45","c46","c47","c48","c49","c50","c51","c52","c53","c58","c59","c60","c61","c62","c63","c64","c65","c66","c67","c68","c69","c70","c71","c72","c73","c74","c75","c76","cc6","cc7","cc8","cc9","cc10","cc11","cc12","cc13","cc14","cc15","cc16","cc17","cc19","cc20","cc21","cc22","cc23","cc24","cc25","cc27","cc28","cc29","cc30","cc31","cc32","cc33","cc34","cc35","cc36","cc37","cc38","cc39","cc40","cc41","cc44","cc45","cc46","cc48","cc49","cc50","cc51","cc52","cc53","cc54","cc55","cc56","cc57","cc58","cc59","cc60","cc61","cc62","cc63","cc64","cc65","cc66","cc67","cc68","cc69","cc70","cc71","cc72","cc73","cc74","cc76","ccc6","ccc7","ccc8","ccc9","ccc10","ccc11","ccc12","ccc14","ccc15","ccc16","ccc17","ccc19","ccc20","ccc21","ccc22","ccc23","ccc27","ccc28","ccc29","ccc30","ccc31","ccc32","ccc33","ccc35","ccc36","ccc37","ccc39","ccc41","ccc42","ccc44","ccc45","ccc46","ccc47","ccc48","ccc49","ccc50","ccc55","ccc56","ccc57","ccc59","ccc61","ccc63","ccc65","ccc67","ccc69","ccc70","ccc71","ccc72","ccc73","ccc74","cccc6","cccc8","cccc10","cccc12","cccc14","cccc16","cccc18","cccc20","cccc22","cccc24","cccc26","cccc28","cccc41","sephashk"
"645",3,NA,3,2,10,4,2,7,2,2,7,1,1,60,1,4,3,2,1,1,1,2,3,2,2,1,50,1,4,2,NA,2,1,1,1,4,1,4,3,2,1,7,4,9,1,1,8,NA,NA,4,6,8,1,9,7,4,NA,3,4,4,3,3,1,1,1,1,4,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,3,1,2,3,1,2,1,1,1,1,3,5,NA,1,2,1,4,2,3,1,1,4,4,2,2,1,1,4,7,8,8,1,1,4,1,1,1,1,1,4,1,2,2,2,4,4,3,4,1,47,1,4,2,2,2,1,2,1,10,NA,2,NA,NA,NA,NA,10,1,2,10,10,4,4,2,2,1,1,4,3,2,1,1,37,9,NA,25,6,5,2,NA,1,4,2,2,10,NA,NA,NA,10,NA,NA,6,1,4,13,10,1,2
"646",1,1,10,2,2,NA,NA,NA,1,3,7,1,1,60,1,4,3,2,1,1,1,2,3,1,2,1,50,1,4,2,1,2,1,1,1,4,1,3,4,1,2,6,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,2,4,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,NA,1,1,2,1,2,1,2,2,1,1,1,2,4,5,2,1,2,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,4,8,1,1,1,1,1,1,1,1,1,1,4,3,2,2,4,3,4,1,50,1,4,3,3,1,1,1,1,3,NA,2,NA,NA,NA,NA,3,2,1,3,17,2,NA,5,2,1,1,4,2,3,1,1,24,6,NA,12,3.5,3,1,4,1,3,3,3,2,3,10,NA,5,1,10,6,1,8,13,10,1,NA
"647",1,2,3,2,2,9,3,9,1,2,6,3,1,97,2,2,1,2,1,2,2,2,2,1,2,3,1,1,3,4,1,3,2,2,2,3,NA,4,3,1,2,3,4,10,1,2,5,5,7,2,2,7,1,10,6,1,4,1,4,1,3,3,2,1,1,1,4,4,2,1,2,3,2,2,1,1,1,1,1,1,3,2,1,1,1,1,1,1,1,1,1,1,1,2,4,5,2,1,3,3,1,1,1,1,1,1,1,1,1,1,1,1,7,9,9,1,1,1,1,1,1,1,1,1,2,5,2,2,2,2,3,4,1,92,NA,4,1,1,1,4,1,3,2,NA,2,NA,NA,NA,NA,2,2,1,2,16,6,3,1,3,2,1,2,NA,NA,2,1,22,7,NA,13,2,2,2,3,1,1,3,5,2,3,NA,NA,2,3,1,18,18,18,14,10,1,1
"648",3,3,1,1,1,5,3,2,3,1,5,1,5,97,2,1,1,3,4,4,4,2,2,2,4,4,50,2,4,4,1,1,1,4,1,1,NA,1,2,3,4,4,4,6,6,8,3,8,5,1,4,8,9,9,4,1,1,NA,3,2,2,3,2,3,2,3,4,3,1,1,2,1,1,1,2,2,2,2,2,3,2,1,1,1,3,1,1,3,3,1,1,1,1,2,NA,5,1,1,2,3,1,3,3,2,2,3,3,2,2,2,2,3,5,5,6,3,4,4,3,3,3,3,3,3,1,5,2,2,3,2,2,4,2,1,2,2,1,1,1,1,2,1,19,NA,5,NA,NA,NA,NA,19,3,3,7,5,6,3,3,1,3,2,1,3,4,1,2,51,4,48,9,2,2,3,3,2,NA,3,5,19,NA,NA,NA,19,19,19,19,19,19,15,10,1,2
"649",2,2,1,2,2,7,3,7,1,2,5,3,2,50,1,2,1,2,2,2,3,2,3,2,2,2,50,1,3,2,1,2,NA,4,1,1,NA,1,2,3,4,4,2,9,2,2,NA,5,3,1,1,10,3,9,4,2,4,2,3,4,5,4,3,1,2,3,4,2,1,1,2,1,2,3,1,1,1,1,1,1,2,2,1,1,1,1,1,2,1,2,3,1,1,1,3,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,7,7,7,1,1,1,1,1,1,1,1,1,1,5,2,2,3,2,2,4,2,1,2,4,1,1,1,4,2,3,2,5,2,NA,NA,NA,NA,2,2,1,2,1,2,NA,4,2,3,1,2,4,3,1,1,24,4,48,4,2,2,2,3,1,1,3,5,2,NA,NA,NA,1,18,18,18,18,18,14,10,1,2
"650",3,3,9,3,19,2,2,1,4,2,5,6,5,20,2,2,1,3,3,4,4,2,1,2,4,3,50,2,2,4,2,1,2,7,8,1,NA,1,2,3,4,2,2,1,9,9,1,5,6,1,1,9,6,4,3,1,1,2,2,4,3,4,1,2,1,1,4,4,1,1,2,2,4,4,2,2,2,2,3,2,3,2,1,1,1,1,1,1,2,2,2,1,1,2,2,5,1,1,2,3,1,2,2,2,2,2,2,2,1,1,2,2,7,7,7,2,2,2,2,2,2,2,2,2,2,5,2,2,2,1,3,4,NA,1,2,2,2,2,2,4,2,2,1,1,1,NA,NA,NA,NA,1,3,3,7,5,2,1,1,1,4,1,4,2,3,3,1,38,7,NA,11,3,5,1,1,1,1,3,5,1,4,5,7,1,4,5,7,18,18,14,10,1,1
"651",3,4,9,3,19,1,NA,NA,4,1,1,NA,6,60,NA,3,1,4,2,3,4,NA,2,4,4,4,20,1,1,4,2,1,NA,7,8,1,NA,1,3,4,2,2,2,1,10,8,1,1,1,1,1,10,10,10,4,1,1,1,2,NA,5,5,1,4,1,1,4,4,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2,2,1,1,1,1,1,2,1,3,3,1,1,1,2,2,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,7,7,NA,2,2,2,2,2,2,2,2,2,1,5,1,3,4,1,2,4,NA,10,2,3,1,2,2,1,1,1,1,3,1,NA,NA,NA,NA,1,1,2,16,16,6,NA,5,1,4,1,2,3,4,2,1,22,7,NA,12,2,5,1,3,1,1,3,4,1,NA,NA,NA,1,18,18,18,18,18,14,10,1,1
"652",2,2,9,3,19,2,5,7,3,2,2,5,3,NA,NA,2,1,2,2,2,3,2,2,2,4,NA,NA,NA,3,4,1,2,NA,NA,NA,1,2,1,2,3,4,4,3,4,8,NA,5,6,1,1,1,6,8,6,3,2,1,2,3,4,3,4,1,2,3,2,1,2,1,2,3,2,NA,3,2,2,2,2,2,2,2,2,1,1,3,1,1,2,1,1,2,3,3,3,2,1,2,3,5,4,1,3,3,4,3,3,4,4,3,3,4,3,5,5,5,4,4,4,4,4,4,4,4,4,2,1,4,3,4,NA,5,4,1,1,1,1,1,1,NA,2,2,1,19,NA,5,NA,NA,NA,NA,19,2,3,1,2,5,1,5,1,7,1,2,4,3,2,2,66,1,50,8,3,1,3,3,2,NA,4,5,19,NA,NA,NA,19,19,19,19,19,19,16,10,1,1
"653",2,2,9,2,2,7,8,8,2,3,6,NA,2,50,2,1,1,2,2,2,NA,2,2,2,2,1,50,1,4,2,1,3,1,1,1,3,1,3,4,1,2,2,4,8,1,1,1,3,3,1,4,10,1,10,6,4,4,NA,5,2,2,2,4,1,1,1,4,4,1,2,3,2,1,1,1,1,1,1,1,1,1,2,1,1,3,NA,1,3,1,3,3,1,1,3,5,5,2,3,2,3,2,3,1,1,1,1,1,1,3,1,1,1,9,9,9,1,1,1,1,1,1,1,1,1,2,3,3,2,2,NA,3,4,1,50,2,4,1,1,2,2,3,1,2,3,2,NA,NA,NA,NA,2,2,1,2,1,6,NA,2,1,2,1,2,4,3,2,1,26,8,NA,12,2,2,2,3,1,1,3,5,2,NA,NA,NA,2,18,18,18,18,18,16,10,1,1
"654",4,3,1,3,1,1,1,NA,3,1,7,2,6,1,1,2,1,4,4,4,4,1,1,4,3,NA,NA,NA,2,4,2,1,2,4,4,1,NA,1,2,3,4,4,2,2,10,9,5,7,1,1,1,10,5,3,2,1,4,1,2,3,4,3,2,3,2,4,3,4,2,NA,1,1,4,4,2,2,2,2,2,2,1,2,1,1,3,1,1,3,1,3,2,1,1,1,4,5,3,2,1,3,1,2,2,2,2,2,2,2,2,2,2,2,6,6,9,4,1,4,4,4,4,4,4,4,1,3,2,2,2,3,3,4,2,1,2,2,1,1,2,2,1,1,1,1,1,5,NA,NA,NA,1,1,2,4,2,5,1,4,1,4,2,1,4,3,2,2,33,6,NA,11,3,5,3,3,2,NA,3,3,1,6,NA,NA,1,6,18,18,18,18,16,10,1,NA
"655",4,3,9,1,20,7,7,NA,2,2,6,3,2,50,2,2,1,3,3,3,3,2,2,NA,3,2,50,NA,4,3,2,2,1,7,8,2,1,1,3,2,4,4,2,7,9,NA,NA,5,1,1,1,9,7,6,5,2,1,1,NA,2,2,2,NA,NA,NA,NA,NA,NA,1,2,3,2,3,3,3,3,2,2,4,4,2,2,1,1,1,1,1,3,1,2,3,1,1,2,3,5,2,4,2,4,1,2,2,2,2,2,2,2,2,2,2,2,5,7,NA,1,2,4,NA,NA,1,1,NA,NA,2,3,2,2,4,3,3,4,2,1,2,2,1,1,NA,4,NA,1,1,1,1,NA,NA,NA,NA,1,3,3,1,2,6,2,1,1,3,1,2,3,4,3,2,42,7,NA,11,3,6,3,3,2,NA,3,3,1,NA,NA,NA,18,18,18,18,18,18,16,10,1,1
"656",4,3,18,3,19,6,5,NA,2,2,4,4,3,45,NA,2,1,2,2,2,3,NA,2,2,3,2,45,NA,NA,4,2,2,1,1,1,2,1,1,3,2,4,2,4,5,2,1,1,5,5,1,4,7,3,6,5,2,1,1,4,3,1,1,1,2,1,1,2,4,1,1,1,2,2,3,2,1,1,1,3,3,1,2,1,1,3,1,3,3,1,3,1,1,1,1,2,5,2,2,3,3,1,4,3,3,3,3,4,4,3,1,3,3,5,3,NA,1,1,4,1,1,1,1,3,2,1,4,4,2,4,2,3,4,2,1,NA,3,1,1,1,2,3,1,21,NA,6,NA,NA,NA,NA,21,3,3,18,18,6,4,5,1,7,1,2,4,3,2,1,26,6,NA,12,2,2,1,4,1,1,4,5,18,21,NA,NA,18,18,18,18,18,18,16,10,1,NA
"657",4,2,1,2,2,6,4,4,4,2,4,1,1,60,1,4,1,2,2,2,2,2,2,3,4,1,60,1,1,4,2,1,1,2,1,3,1,3,4,1,2,1,4,6,4,1,1,4,2,1,1,8,4,6,5,2,4,2,1,1,1,1,1,1,2,1,2,4,1,1,2,1,2,4,2,1,1,1,1,1,1,2,1,3,2,1,3,3,1,2,1,1,1,1,2,2,2,3,5,3,4,3,1,1,4,1,4,1,3,1,1,1,8,8,8,1,1,1,1,1,1,1,1,1,2,5,3,3,4,4,5,4,1,97,1,1,1,1,1,1,1,1,17,NA,2,NA,NA,NA,NA,17,2,1,15,1,1,2,5,1,2,2,1,4,3,2,1,74,2,43,12,2.5,2,2,2,2,NA,3,3,2,17,NA,NA,NA,2,NA,10,11,12,19,12,1,1
"658",3,2,1,2,2,7,5,8,1,2,5,1,2,50,1,3,1,3,1,1,2,2,2,NA,3,2,50,1,2,1,1,1,1,2,1,3,1,4,3,1,2,3,4,9,2,1,4,1,4,4,1,NA,1,10,5,1,1,3,5,4,2,5,4,2,1,4,4,4,4,2,1,4,4,4,1,NA,1,1,4,1,3,2,1,1,2,1,1,2,2,2,3,1,1,1,4,5,2,2,2,4,2,2,1,3,1,4,4,1,2,1,1,4,6,3,9,1,1,1,1,1,1,1,1,1,2,3,4,4,4,3,5,4,1,50,NA,4,1,1,2,2,1,1,2,NA,2,NA,NA,NA,NA,2,2,1,2,1,6,4,2,2,2,1,2,4,3,1,2,30,9,NA,12,3,4,2,3,2,NA,3,2,18,NA,NA,NA,2,NA,NA,8,5,1,19,12,1,2
"659",2,3,1,2,6,7,6,7,1,3,3,6,4,70,2,3,1,3,3,3,3,2,1,3,2,4,50,2,2,2,2,2,1,4,4,1,1,4,1,3,2,3,4,7,8,7,1,9,5,1,1,9,7,7,4,4,2,3,3,3,2,5,4,4,2,4,4,4,4,4,2,4,4,4,3,3,3,3,3,3,3,1,3,1,3,1,1,1,3,1,1,3,1,1,4,5,2,2,1,4,1,3,2,3,2,3,2,1,3,1,1,2,7,5,8,1,1,1,1,1,1,1,2,1,1,4,2,2,1,3,3,2,2,50,NA,1,2,1,2,1,2,1,4,4,2,NA,NA,NA,NA,4,2,1,17,17,6,1,3,1,4,1,2,4,3,1,1,20,9,NA,12,3.5,2,2,1,NA,NA,2,NA,18,NA,NA,NA,4,7,NA,3,12,13,19,12,1,2
"660",2,2,8,2,2,7,7,8,2,2,4,1,1,97,1,3,1,2,1,2,2,2,2,3,2,1,97,1,3,1,1,2,1,2,1,4,1,4,3,1,2,3,4,8,2,1,5,1,1,1,1,10,2,9,4,1,3,3,5,3,1,5,4,3,2,3,1,2,4,3,2,3,1,2,1,1,1,1,1,1,1,1,1,1,2,3,3,3,3,2,3,3,1,2,4,5,1,2,2,4,2,1,3,1,1,1,4,1,3,1,1,1,8,9,8,1,1,1,1,3,1,1,1,1,2,4,2,4,4,3,5,4,1,97,1,4,1,1,NA,2,2,1,2,NA,2,NA,NA,NA,NA,2,3,3,2,1,6,1,3,2,3,1,2,4,3,1,1,75,3,50,12,3,2,2,3,NA,NA,3,4,2,18,NA,NA,2,NA,NA,5,6,12,19,12,1,2
"661",5,4,1,NA,20,4,5,5,4,2,2,3,3,1,NA,3,1,3,2,NA,3,1,2,3,3,2,97,1,2,4,2,1,1,4,4,1,1,1,3,4,2,4,4,3,4,6,1,6,1,1,1,10,6,2,3,2,2,4,2,5,2,2,1,4,2,2,2,4,1,4,2,2,2,4,NA,NA,NA,NA,4,4,4,2,3,3,3,3,3,1,1,2,2,1,1,1,5,5,1,4,5,4,2,2,2,2,2,2,2,2,3,3,3,2,5,4,5,4,4,4,4,4,1,4,4,4,2,5,2,4,4,2,5,4,2,1,2,1,1,1,1,2,3,1,21,4,6,NA,NA,NA,NA,20,3,3,14,2,6,1,4,1,7,1,NA,4,3,2,2,71,2,36,8,3,1,2,2,2,NA,3,NA,20,NA,NA,NA,21,NA,NA,21,NA,NA,19,12,1,1
"662",5,4,1,1,1,4,5,5,4,2,2,3,3,1,NA,3,1,3,2,3,3,1,2,4,3,2,97,NA,2,4,2,1,1,4,5,1,1,1,3,4,2,4,4,3,5,6,1,6,1,1,1,9,6,2,3,2,2,4,2,5,2,2,1,4,2,2,2,4,1,4,2,2,2,4,2,2,2,2,2,2,4,2,3,3,3,3,3,1,1,2,2,1,1,1,5,4,1,4,5,4,2,2,2,2,2,2,2,2,3,3,3,2,5,4,5,4,4,4,4,4,1,4,2,2,2,5,2,4,4,3,4,4,2,1,NA,2,1,1,1,2,3,1,1,1,1,NA,NA,NA,NA,1,3,3,1,2,6,1,4,1,4,1,NA,4,3,1,2,72,3,33,8,2,1,2,2,2,NA,3,4,18,NA,NA,NA,1,NA,NA,2,NA,NA,19,12,1,2
"663",5,2,1,2,2,4,4,7,3,2,6,1,1,30,2,3,1,2,2,2,3,2,2,2,2,1,25,1,2,2,1,2,1,1,4,3,1,4,3,1,2,4,2,5,1,1,6,2,1,1,2,6,1,4,6,2,4,3,4,5,1,2,3,4,2,2,4,3,3,4,2,2,4,3,1,1,1,1,1,1,3,2,1,3,2,1,3,3,3,2,1,1,1,1,3,5,2,3,1,4,3,1,3,1,1,4,1,1,3,1,1,1,7,6,7,4,1,1,1,4,1,1,1,1,2,5,4,3,3,3,4,4,1,1,NA,3,1,1,1,1,2,1,2,4,2,NA,NA,NA,NA,2,3,3,2,3,6,1,4,1,7,1,NA,4,3,3,2,40,9,NA,17,3.5,5,2,3,2,NA,3,NA,2,3,NA,NA,2,3,NA,6,12,5,19,12,1,2
"664",3,2,3,2,2,6,8,7,2,2,5,1,1,50,1,1,1,3,1,1,3,2,NA,2,3,1,50,NA,3,4,NA,1,1,1,1,3,NA,4,3,1,2,5,2,9,1,5,8,1,2,1,1,9,2,10,7,2,4,3,1,4,1,4,3,4,1,1,2,2,2,3,1,1,1,1,NA,NA,1,1,1,1,2,2,3,3,2,3,1,3,3,3,3,1,3,1,2,3,1,2,2,4,4,4,1,1,1,1,4,1,3,1,3,1,5,5,5,1,1,4,1,1,1,1,1,1,2,5,4,2,4,4,5,4,1,50,NA,4,3,3,1,4,1,1,2,NA,2,NA,NA,NA,NA,2,NA,NA,2,17,6,1,1,2,2,2,1,NA,NA,1,2,53,2,91,16,3,4,3,3,1,1,4,5,2,3,9,NA,2,9,3,NA,NA,NA,17,10,1,1
"665",5,4,1,1,1,3,6,NA,3,3,1,4,4,50,2,1,2,4,4,4,4,2,1,2,3,4,50,2,3,1,2,1,2,4,4,1,2,1,4,2,3,4,4,3,10,7,1,5,2,1,1,6,10,4,3,1,2,3,1,4,1,2,1,2,1,1,3,4,1,1,1,1,4,4,2,2,2,2,2,2,1,2,3,2,2,3,1,2,1,3,2,1,1,1,3,5,1,2,3,3,2,2,2,3,2,2,2,1,1,3,3,2,7,7,9,3,3,2,2,2,1,3,2,2,2,5,4,4,4,4,4,4,2,50,2,3,1,1,1,3,3,1,1,NA,1,NA,NA,NA,NA,1,1,2,4,4,6,1,2,2,5,2,1,3,4,1,1,27,5,70,12,4,3,1,3,1,3,3,3,1,7,NA,NA,1,7,4,3,10,2,15,10,1,2
"666",5,2,9,3,6,2,2,NA,1,1,1,1,4,50,NA,2,1,4,4,3,4,1,1,4,4,4,50,1,1,3,1,4,2,6,4,2,2,1,2,4,3,1,4,5,5,5,5,2,2,3,1,9,6,6,4,3,2,3,2,5,2,5,1,2,1,1,1,1,1,1,1,1,4,3,2,NA,2,3,3,3,3,1,1,3,2,3,1,1,1,3,3,1,1,1,4,5,2,3,5,3,4,2,2,3,3,4,2,4,3,3,3,2,9,7,9,4,3,3,3,3,1,3,2,3,1,2,2,3,4,3,4,4,2,20,2,4,1,1,1,3,1,1,19,NA,5,NA,NA,NA,NA,19,3,1,5,17,5,3,3,1,4,1,2,4,3,2,1,24,7,NA,12,3,2,3,4,1,1,4,4,6,NA,NA,NA,NA,NA,NA,12,13,10,20,10,1,1
"667",5,4,1,NA,20,5,5,9,1,3,1,1,3,40,2,4,1,2,NA,3,3,1,2,4,2,3,40,2,2,2,2,2,1,6,1,2,2,4,3,2,1,2,4,5,7,3,5,3,1,1,1,4,5,3,3,4,2,2,2,5,1,1,2,2,1,1,4,2,2,1,1,1,4,2,2,2,2,2,4,3,1,1,3,3,2,1,1,2,1,3,2,1,1,3,4,5,1,3,5,3,4,4,2,2,2,2,3,2,3,3,3,3,5,5,7,1,2,2,2,3,1,2,2,2,1,5,1,2,2,4,2,4,2,40,2,3,1,1,1,3,1,1,1,NA,1,NA,NA,NA,NA,1,2,1,1,17,6,1,4,1,4,1,2,4,3,2,2,24,8,NA,12,3,4,2,4,1,1,3,2,1,7,NA,NA,1,7,3,10,12,13,20,10,1,1
"668",2,2,2,2,2,7,2,NA,2,2,7,1,1,65,NA,2,1,2,1,2,2,2,2,2,2,1,50,NA,4,2,1,4,1,1,1,3,1,3,4,1,2,5,4,10,1,1,10,1,3,1,2,10,1,8,6,2,4,1,5,2,1,5,4,1,1,4,4,4,3,1,1,4,NA,4,1,1,1,1,1,1,3,1,1,1,2,1,3,1,2,2,1,1,1,1,5,5,1,1,3,3,4,2,1,3,1,1,4,1,3,1,1,3,5,4,5,1,4,1,1,4,1,1,1,1,2,4,1,4,4,4,1,4,1,40,NA,4,1,3,2,1,2,1,3,NA,2,NA,NA,NA,NA,3,2,2,3,3,6,3,3,3,1,1,4,NA,NA,3,2,44,9,NA,10,2,1,1,4,1,1,3,3,2,3,NA,NA,3,2,NA,6,1,8,20,10,1,2
"669",3,2,1,2,2,6,6,NA,2,3,7,1,1,60,NA,4,1,2,2,2,2,2,2,2,3,2,60,NA,4,3,NA,3,1,1,1,3,1,4,3,1,2,7,4,8,2,1,8,1,3,1,3,4,3,5,7,2,4,3,4,2,2,5,4,3,1,3,4,3,4,3,1,3,4,3,1,1,1,1,3,1,3,2,1,3,2,3,3,3,3,2,1,3,1,2,4,5,3,2,2,2,4,1,3,1,1,3,4,1,3,1,3,4,8,8,8,1,1,1,1,1,1,1,1,1,2,5,4,3,4,3,5,4,1,50,NA,4,1,1,3,1,3,1,3,NA,2,NA,NA,NA,NA,3,2,1,3,3,5,1,4,1,2,1,4,2,3,1,2,57,10,NA,16,4,3,2,4,1,4,2,1,2,3,NA,NA,3,2,NA,6,5,8,19,10,1,2
"670",5,4,9,3,19,5,9,1,3,1,6,1,1,50,1,4,1,4,3,2,3,2,2,4,4,4,80,1,2,4,1,1,1,3,1,2,2,3,1,4,2,2,1,5,5,5,7,3,1,1,1,5,5,5,4,3,2,3,5,4,2,2,4,2,1,1,4,4,2,2,2,2,4,3,1,1,2,2,4,3,4,2,1,1,2,1,3,3,1,1,2,1,3,1,1,1,1,3,2,4,4,2,4,1,4,2,1,2,3,4,2,4,5,5,5,2,2,4,4,2,1,2,2,2,2,5,2,2,1,2,4,4,1,50,NA,2,1,1,3,3,2,1,18,NA,4,1,5,NA,NA,18,2,1,17,17,6,2,4,1,2,1,4,3,2,2,2,25,7,NA,12,1,2,2,3,1,1,3,1,1,2,3,NA,3,2,1,8,5,4,17,10,1,1
"671",2,3,9,1,1,7,7,NA,3,2,1,7,1,50,NA,1,1,2,3,2,3,2,1,4,2,4,40,NA,3,4,2,1,1,3,2,3,1,1,3,4,2,1,4,5,10,8,1,9,1,1,3,10,10,5,3,3,1,2,2,5,5,5,1,1,2,1,2,4,1,1,2,1,1,4,2,2,2,2,NA,2,1,2,1,3,3,3,1,3,2,3,3,1,1,1,3,4,1,4,2,4,1,2,2,3,4,2,2,2,3,1,1,2,5,5,5,2,2,4,3,2,1,2,1,2,2,4,2,2,4,4,1,4,2,50,NA,1,1,1,3,2,2,1,1,NA,1,NA,NA,NA,NA,1,2,1,1,2,2,2,2,1,4,1,2,4,3,1,1,72,3,47,12,3,2,2,2,2,NA,3,3,1,4,NA,NA,1,4,5,3,11,12,17,10,1,2
"672",3,3,1,1,6,7,8,7,4,3,1,1,3,50,NA,1,3,3,4,4,4,1,1,4,4,4,50,2,2,3,2,1,1,3,1,2,1,2,3,4,1,1,4,4,7,7,1,4,1,1,1,4,6,3,3,3,1,3,1,5,1,5,2,2,2,1,4,4,2,2,2,3,4,4,2,1,2,2,1,2,3,2,3,3,2,1,1,3,3,1,2,3,1,3,5,5,1,3,2,3,4,2,2,3,4,2,2,2,3,1,1,2,6,6,8,3,3,3,2,2,1,1,3,3,1,1,4,2,4,4,4,4,2,70,NA,3,1,1,1,3,2,1,6,NA,1,NA,NA,NA,NA,1,2,1,4,17,6,1,4,1,4,2,1,4,3,1,1,25,9,NA,17,2,2,2,3,1,1,3,2,1,6,NA,NA,6,1,7,3,10,12,17,10,1,2
"673",4,4,3,1,1,2,5,NA,2,3,4,4,2,30,NA,1,1,4,2,3,4,2,2,1,3,4,30,NA,2,4,2,1,1,2,2,1,1,3,1,2,4,4,2,1,8,1,1,1,1,1,1,5,8,1,1,4,1,NA,1,1,1,1,1,1,1,1,4,3,1,1,1,1,4,3,2,2,2,2,3,3,3,2,1,1,2,1,1,1,2,2,2,1,1,1,1,5,1,4,3,4,4,2,3,2,2,2,3,3,3,3,1,2,4,6,NA,2,2,2,2,3,1,2,1,2,2,1,4,2,1,4,3,4,2,NA,NA,2,1,1,3,4,2,1,21,NA,1,NA,NA,NA,NA,21,NA,NA,1,2,5,1,1,1,5,1,2,4,3,2,2,80,3,35,NA,2,1,3,3,2,NA,NA,5,1,NA,NA,NA,1,6,7,5,10,11,17,10,1,2
"674",5,4,1,3,19,1,1,1,4,4,7,1,1,70,1,4,3,4,2,2,3,NA,2,2,2,2,70,2,2,4,1,1,1,1,1,3,1,4,1,2,3,6,1,5,5,5,5,5,5,1,5,2,2,2,4,1,4,2,1,5,5,3,4,1,2,1,4,1,4,1,1,1,4,1,2,3,3,3,4,4,2,2,1,2,2,2,1,2,1,3,2,1,1,1,1,1,3,4,3,4,4,3,3,2,4,4,4,4,3,4,3,4,1,9,5,4,4,4,4,4,4,4,3,3,2,1,1,4,4,4,3,4,1,70,NA,1,1,1,2,1,2,1,7,NA,1,NA,NA,NA,NA,7,2,1,1,2,3,1,2,1,7,2,1,NA,NA,2,1,58,2,51,13,3,3,1,3,2,NA,4,5,1,7,NA,NA,7,1,NA,8,NA,NA,12,10,1,1
"675",3,2,1,2,3,5,4,8,2,4,7,2,1,50,1,2,1,2,2,2,2,2,2,2,3,2,30,1,3,2,2,2,2,2,8,3,1,3,4,1,2,4,4,9,2,2,9,2,8,4,4,9,1,9,6,3,4,3,3,5,2,5,2,1,1,1,2,2,2,1,1,1,2,2,1,1,1,2,1,1,3,2,3,1,2,3,1,3,3,2,1,1,1,2,4,5,1,2,2,2,3,1,2,1,1,1,2,1,2,1,1,4,7,7,9,3,1,1,1,1,1,2,3,1,2,5,1,2,4,4,2,4,1,50,1,4,3,3,2,1,2,1,3,NA,2,NA,NA,NA,NA,2,2,1,17,17,6,1,4,2,1,1,4,1,3,1,2,19,9,NA,12,4,4,3,4,2,NA,3,3,2,3,10,NA,3,2,10,6,4,8,10,10,1,2
"676",1,1,3,2,2,7,3,9,2,3,7,1,NA,60,1,3,1,2,1,2,2,2,2,1,3,2,30,2,4,1,NA,1,1,2,1,3,1,3,4,1,2,6,3,8,2,1,9,4,8,1,7,10,1,9,7,3,4,3,4,4,2,2,4,4,1,2,4,4,4,3,1,2,3,4,1,1,1,1,1,1,3,1,1,1,3,1,3,3,3,2,1,1,3,2,4,5,2,1,2,3,2,3,3,3,1,3,3,1,2,1,1,3,8,5,8,1,1,1,1,3,1,1,1,3,2,6,1,2,3,3,2,4,1,30,1,4,3,3,1,1,3,1,3,NA,2,NA,NA,NA,NA,3,2,1,3,3,6,1,4,2,1,1,4,2,4,1,2,42,9,NA,16,5,4,2,4,2,NA,NA,NA,2,3,10,NA,3,2,10,6,5,1,15,10,1,2
"677",3,2,2,1,1,7,5,7,1,3,5,1,1,70,1,3,1,2,1,1,1,2,3,1,2,1,40,1,2,2,2,3,1,2,1,3,1,1,3,4,2,5,4,6,4,1,9,1,1,1,3,10,6,6,6,2,2,3,5,3,3,5,4,4,1,4,1,4,4,4,1,4,1,4,1,2,1,1,2,1,3,2,1,3,2,2,3,1,3,2,3,1,1,1,5,5,3,3,2,4,4,2,3,3,1,3,3,1,3,3,1,3,6,9,6,4,2,4,3,4,1,1,4,1,2,6,4,2,4,2,4,4,NA,50,1,4,3,3,1,2,1,1,3,NA,2,NA,NA,NA,NA,3,2,1,3,3,6,1,2,1,2,1,4,2,3,1,1,40,9,NA,17,4.5,4,1,4,1,3,2,1,1,3,9,12,3,NA,NA,4,8,5,15,10,1,2
