"","date","id","version","age","age_group","sex","v5","v6","v7","v8","v9","v10","v13","v14","v15","v16","v17","v18","v19","v20","v21","v22","v23","v24","v25","v26","v27","v29","v30","v31","v32","v33","v34","v35","v36","v37","v38","v39","v40","v41","v42","v43","v44","v45A","v45B","v45C","v45D","v45E","v45F","v45G","v45H","v45I","v45J","v46A","v46B","v46C","v46D","v46E","v46F","v46G","v46H","v46I","v46J","v46K","v48","v49","v50","v51","v52","v53","v54","v55","v56","v57","v59","v60","v61","v62","v63","v64","v65","v66","v103","v67","v69","v71","v72","v73","v74","v75","v76","v77","v78","v79","v80","v81","v82","v83","v84","v86","v87","v89","v90","v91","v92","v93","v98_B","v100","v101","v102","v88","v104","v113","v114","v115","v116","v117","v118","v119","v120","v121","v122","v123","v124","v125","v126","v127","v128","v129_B","v130","v131","v132","v133","v134","v135","v136","v137","v138","v139","v140","v141","v142","v143","v144","v145","v146","v147","v148","v149","v150","v151","v152","v153","v156","week","a_date","a_age","a_agegroup","a_sex","a_religion","a_educ","a_v1","a_v2","a_v3","a_v4","a_v5A","a_v6","a_v7A","a_v8","a_v9","a_v10","a_v11","a_v12","a_v13","a_v14","a_v5B","a_v7B","a_v15","a_v16","a_v20","a_v22"
"21","23/12/2012",2986,1,29,2,1,1,1,3,1,2,1,4,4,2,3,3,2,1,4,3,3,2,9,1,4,4,1,2,9,NA,3,1,4,1,3,3,9,3,1,3,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,5,1,1,1,9,1,9,9,9,1,1,9,1,1,NA,NA,NA,1,3,1,NA,NA,2,1,10,9,4,3,9,9,3,2,3,4,1,9,9,3,1,3,1,1,2,2,2,1,NA,4,4,NA,NA,15,6,1,1,1,16,1,1,97,5,3,4,2,1,4,7400,1,1,77,1,"11/02/2013",29,2,1,1,15,1,5,1,99,4,3,3,3,2,4,2,2,4,4,2,4,4,5,1,77
"22","23/12/2012",2413,2,36,3,1,1,5,4,51,4,3,NA,9,9,4,2,NA,NA,NA,NA,NA,1,NA,NA,9,NA,NA,4,4,1,1,1,NA,NA,4,NA,NA,NA,NA,3,3,4,3,8,8,2,2,9,9,NA,NA,NA,2,2,7,4,2,8,3,2,NA,NA,NA,3,1,2,3,3,1,1,5,3,9,1,1,1,1,1,3,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,5,6,4,4,1,1,2,97,1,7,3,1,4,9,4,4,1,2,4,1,1,1,2,1,6,1,1,NA,NA,NA,1,5,NA,NA,14,6,1,1,2,12,2,1,3,7,1,1,4,1,1,2800,1,1,52,1,"28/01/2013",37,3,1,1,14,1,4,3,100,3,4,4,4,2,4,3,3,4,4,4,4,5,6,1,52
"23","23/12/2012",2819,2,99,2,2,1,3,3,30,4,3,NA,4,2,3,9,NA,NA,NA,NA,NA,2,NA,NA,3,NA,NA,4,3,3,3,2,NA,NA,3,NA,NA,NA,NA,2,2,3,6,7,5,2,2,7,3,NA,NA,NA,4,3,7,1,6,7,5,99,NA,NA,NA,9,1,2,2,2,3,2,2,4,4,1,1,2,3,2,3,2,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,5,5,5,4,1,3,2,2,2,3,3,4,3,1,2,3,1,1,3,4,2,8,8,1,9,1,1,NA,NA,NA,2,7,NA,NA,12,4,1,1,1,99,2,1,97,9,99,99,3,1,1,70,1,1,50,1,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","23/12/2012",2609,2,35,3,1,1,3,3,35,3,2,NA,3,1,2,2,NA,NA,NA,NA,NA,1,NA,NA,2,NA,NA,3,9,2,3,3,NA,NA,3,NA,NA,NA,NA,2,3,3,3,3,3,3,2,5,4,NA,NA,NA,7,2,4,3,6,4,2,2,NA,NA,NA,2,3,2,3,3,2,2,4,4,3,1,2,1,1,1,1,1,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,3,2,5,3,4,1,1,2,97,1,3,3,4,1,2,4,2,1,9,1,4,1,8,3,1,1,2,2,2,1,99,2,4,NA,NA,17,7,2,9,NA,NA,2,9,97,9,99,99,1,1,1,6400,1,1,9,1,"04/02/2013",35,3,1,1,17,1,99,2,99,3,3,3,3,5,3,5,5,5,5,1,3,4,8,1,9
"25","23/12/2012",3020,1,29,2,1,1,3,3,27,2,1,3,4,1,3,3,4,3,1,2,2,1,1,2,2,2,2,3,3,NA,4,4,3,4,3,3,2,2,2,2,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,2,3,2,3,3,3,3,1,1,3,3,1,1,NA,NA,NA,4,5,4,NA,NA,3,2,12,2,4,3,3,1,2,4,4,3,2,3,2,1,1,2,1,1,1,1,3,1,NA,2,6,NA,NA,12,4,1,1,2,17,2,1,7,3,2,2,2,1,1,8600,1,1,54,1,"29/01/2013",29,2,1,1,12,1,12,6,4,3,4,4,4,2,3,2,3,4,4,3,4,4,6,1,54
"26","23/12/2012",2390,1,37,3,1,1,3,4,25,5,3,1,2,1,4,2,4,3,1,2,1,1,1,2,1,1,3,4,4,NA,4,3,2,3,3,2,2,2,4,3,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,1,2,1,1,2,3,1,3,2,1,1,1,NA,NA,NA,5,5,2,NA,NA,3,1,8,3,6,2,1,4,2,3,3,1,1,4,2,1,1,2,1,1,2,2,1,1,NA,1,5,NA,NA,16,7,1,1,1,40,2,1,10,3,4,4,9,1,1,5000,1,1,3,1,"29/01/2013",37,3,1,1,17,1,8,4,8,2,4,3,4,2,4,2,4,4,4,4,4,6,6,1,3
"27","23/12/2012",2958,1,30,3,2,1,2,3,27,5,3,4,4,9,3,3,4,1,3,2,3,1,3,1,3,4,1,1,3,NA,3,4,9,1,1,3,2,3,1,9,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,9,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,5,2,1,1,1,3,3,1,1,1,3,2,1,1,NA,NA,NA,4,1,1,NA,NA,2,1,6,6,2,1,9,1,1,2,1,4,3,1,1,4,2,3,8,1,2,2,1,2,NA,4,4,NA,NA,18,7,2,1,1,16,1,1,4,6,3.5,6,3,1,4,2034,1,1,4,1,"28/01/2013",30,3,2,1,18,1,6,6,6,3,4,2,3,2,2,2,2,2,2,2,2,3,1,1,4
"28","23/12/2012",2912,1,30,3,1,1,2,3,18,4,3,1,2,1,4,2,3,1,4,2,1,2,3,3,1,1,2,4,3,NA,2,1,2,4,3,2,3,1,4,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,2,1,2,1,3,3,1,1,2,2,1,1,1,NA,NA,NA,5,6,5,NA,NA,3,1,3,1,5,3,1,1,1,3,3,1,1,4,2,1,2,2,1,1,1,9,2,1,NA,1,4,NA,NA,15,6,1,1,1,41,2,1,7,4,3.5,2,3,1,1,6900,1,1,54,1,"28/01/2013",30,3,1,1,15,1,4,3,4,3,4,5,5,1,4,1,1,4,5,5,5,4,6,1,54
"29","23/12/2012",3979,2,18,1,1,1,3,3,18,5,2,NA,1,1,3,2,NA,NA,NA,NA,NA,1,NA,NA,4,NA,NA,2,2,3,4,3,NA,NA,1,NA,NA,NA,NA,1,3,3,4,6,1,7,9,9,3,NA,NA,NA,1,3,3,7,5,8,2,3,NA,NA,NA,1,3,2,1,2,3,5,4,1,5,1,1,3,1,1,3,1,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,5,5,5,4,4,2,2,1,7,98,1,1,3,1,1,4,1,1,4,4,3,2,2,3,8,6,1,1,NA,NA,NA,2,4,NA,NA,12,4,2,5,NA,93,1,1,7,2,6,6,1,1,2,7400,1,1,9,1,"28/01/2013",18,1,1,1,12,1,7,1,100,2,4,4,5,2,2,2,2,4,2,4,2,4,6,1,50
"30","23/12/2012",2756,2,32,3,1,1,3,4,34,5,1,NA,4,2,2,2,NA,NA,NA,NA,NA,1,NA,NA,4,NA,NA,2,1,9,9,9,NA,NA,3,NA,NA,NA,NA,2,4,4,99,0,0,10,3,3,0,NA,NA,NA,8,5,0,2,8,2,10,5,NA,NA,NA,2,2,2,2,3,3,3,2,2,3,4,3,1,4,1,1,1,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,5,6,6,3,4,1,3,2,1,2,1,3,1,3,3,2,4,1,2,4,3,9,8,8,8,1,2,2,2,1,1,4,2,1996,NA,9999,2,2,2,1,22,2,1,10,6,6,4,1,1,2,3000,1,1,54,1,"07/02/2013",32,3,1,1,12,1,5,6,5,4,4,4,4,3,4,4,4,4,4,3,2,3,2,1,54
"31","23/12/2012",2330,1,37,3,2,1,5,4,53,5,2,4,4,2,2,2,3,2,4,1,2,1,3,3,4,4,1,3,2,NA,4,4,4,4,2,3,2,9,2,2,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,9,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,8,2,1,3,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,1,1,1,NA,NA,2,1,97,99,4,3,1,3,1,4,4,2,1,4,2,1,2,2,8,3,2,2,NA,NA,NA,2,3,1995,1,15,5,1,2,1,11,2,1,4,7,3,3,3,1,2,1139,1,1,54,1,"30/01/2013",37,3,2,1,16,1,1,2,100,3,2,4,4,3,4,2,4,4,2,2,2,4,1,1,54
"32","23/12/2012",2922,1,30,3,2,1,5,4,18,5,3,2,1,1,3,2,3,4,1,2,2,1,1,2,2,3,2,2,4,NA,4,3,9,3,3,2,2,3,3,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,2,1,2,1,3,2,3,1,1,2,2,1,1,NA,NA,NA,1,1,1,NA,NA,3,1,99,1,4,3,4,2,2,3,4,1,1,4,4,1,2,3,1,6,1,9,NA,NA,NA,3,7,NA,NA,9999,6,1,1,2,42,2,1,1,7,4,4,4,1,2,4000,1,1,54,1,"28/01/2013",30,3,2,1,13,1,99,1,96,3,5,3,3,3,5,4,3,5,5,4,4,4,6,1,54
"33","23/12/2012",2983,1,29,2,1,1,3,2,21,3,2,2,4,1,3,3,4,3,1,2,2,2,3,3,2,9,2,3,2,NA,3,2,9,3,3,2,3,3,4,1,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,2,1,2,1,1,3,3,1,3,3,3,1,9,NA,NA,NA,2,6,6,NA,NA,2,1,97,97,3,3,9,3,9,9,3,3,1,4,3,2,8,2,1,2,1,1,3,9,NA,2,4,NA,NA,12,3,1,2,1,41,1,1,97,5,3,2,3,1,1,5000,1,1,77,1,"05/02/2013",29,2,1,1,12,1,2,1,98,4,5,4,4,2,4,2,2,4,4,2,4,4,6,1,77
"34","23/12/2012",2264,2,39,3,1,1,3,3,18,5,3,NA,2,1,3,2,NA,NA,NA,NA,NA,1,NA,NA,2,NA,NA,3,3,2,2,2,NA,NA,3,NA,NA,NA,NA,2,2,2,7,6,0,6,3,4,3,NA,NA,NA,7,5,2,3,4,4,6,3,NA,NA,NA,5,3,2,4,4,3,3,3,3,3,2,1,2,2,1,2,1,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,3,3,6,4,4,1,3,1,97,2,3,3,4,2,2,1,3,1,1,4,4,2,1,2,1,1,2,2,3,1,97,3,6,NA,NA,12,4,1,1,1,41,2,1,97,6,3,5,3,1,2,2640,1,1,3,1,"13/02/2013",39,3,1,1,12,1,9,3,1,4,4,5,4,1,5,3,3,4,4,2,4,4,5,1,3
"35","23/12/2012",3071,1,28,2,2,1,3,2,6,5,2,4,4,9,3,2,4,1,3,2,3,2,3,1,4,4,1,1,3,NA,3,2,3,2,2,4,4,3,2,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99,0,2,1,1,1,3,3,3,3,1,2,2,1,1,NA,NA,NA,1,2,1,NA,NA,2,1,6,6,1,3,4,2,1,2,3,4,4,1,3,2,8,8,1,1,2,2,1,1,NA,4,4,NA,NA,14,5,2,1,2,16,2,1,5,4,3,5,3,1,4,3797,1,1,8,1,"28/01/2013",28,2,2,1,15,1,6,6,6,2,2,4,3,2,2,2,2,2,4,2,3,5,1,1,8
"36","23/12/2012",2760,2,31,3,1,1,2,4,11,1,3,NA,4,2,3,2,NA,NA,NA,NA,NA,2,NA,NA,4,NA,NA,1,1,1,4,3,NA,NA,2,NA,NA,NA,NA,2,2,4,0,0,0,0,0,0,0,NA,NA,NA,9,0,0,0,0,0,99,0,NA,NA,NA,2,2,2,2,3,5,2,1,9,5,4,4,1,2,4,4,4,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,3,1,6,2,4,1,1,4,98,97,1,1,4,1,2,3,3,4,1,1,1,4,1,1,1,1,2,2,3,2,6,4,6,NA,NA,9999,5,2,2,1,40,2,1,8,6,3,6,3,1,4,3000,1,1,2,1,"28/01/2013",31,3,1,1,14,1,6,1,6,5,1,4,1,1,1,2,2,2,4,1,9,6,1,1,52
"37","23/12/2012",3969,2,18,1,1,1,3,3,21,4,2,NA,3,2,3,3,NA,NA,NA,NA,NA,1,NA,NA,3,NA,NA,3,4,3,1,4,NA,NA,1,NA,NA,NA,NA,1,1,3,7,4,5,3,3,99,4,NA,NA,NA,9,4,5,3,6,7,99,3,NA,NA,NA,3,3,2,3,2,1,4,2,2,3,4,3,2,3,4,4,3,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,4,5,4,4,3,1,1,1,98,2,3,3,2,4,2,1,1,2,4,3,1,1,4,8,6,1,1,NA,NA,NA,2,5,NA,NA,9999,2,1,5,NA,44,1,1,5,2,5,5,4,1,1,6800,1,1,52,1,"10/02/2013",18,1,1,1,11,1,5,2,100,5,1,4,4,4,4,5,5,2,2,3,3,1,2,1,54
"38","23/12/2012",3107,1,28,2,1,1,5,4,16,5,2,2,1,1,3,2,3,4,1,2,1,1,2,3,1,1,3,1,3,NA,2,1,2,4,3,3,3,1,4,4,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,1,1,2,1,1,2,1,1,3,2,1,1,1,NA,NA,NA,1,5,4,NA,NA,2,1,8,1,5,2,2,3,2,4,4,1,1,4,4,2,8,3,1,1,1,1,2,1,NA,2,4,NA,NA,17,7,1,1,1,2,2,1,8,5,4,2,3,1,1,9600,1,1,52,1,"28/01/2013",29,2,1,1,17,1,8,4,2,4,4,3,4,2,4,2,3,4,4,3,4,4,6,1,52
"39","23/12/2012",2560,1,35,3,2,1,2,3,25,4,3,2,1,1,2,2,1,4,3,2,2,2,2,2,2,2,2,2,3,NA,2,2,2,2,9,3,2,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,2,1,2,1,3,3,2,1,3,2,3,1,1,NA,NA,NA,5,6,1,NA,NA,2,1,2,3,5,3,3,1,2,1,2,2,2,3,2,2,8,2,1,1,2,2,1,1,NA,3,6,NA,NA,16,7,2,1,1,3,1,1,7,3,6,6,3,1,3,1146,1,1,54,1,"11/02/2013",35,3,2,1,16,1,2,6,5,4,4,4,4,2,4,2,2,4,4,3,4,4,6,1,54
"40","23/12/2012",2764,2,32,3,2,1,1,3,21,5,2,NA,2,1,4,1,NA,NA,NA,NA,NA,2,NA,NA,2,NA,NA,3,4,4,3,3,NA,NA,1,NA,NA,NA,NA,3,3,4,0,6,6,0,0,5,2,NA,NA,NA,0,2,7,0,0,5,0,0,NA,NA,NA,1,1,1,2,2,2,2,3,3,2,1,1,4,1,1,3,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5,2,3,6,5,4,1,2,2,97,97,5,2,4,1,4,1,4,1,1,4,3,1,8,8,8,1,2,2,2,2,3,1,6,NA,NA,12,3,1,1,2,37,2,1,9,2,4,4,3,1,1,5000,1,1,3,1,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","24/12/2012",2889,1,30,3,1,1,3,3,25,3,3,3,3,2,1,2,4,1,3,2,2,2,2,2,3,4,1,1,3,NA,4,2,4,2,9,9,3,9,2,1,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,3,2,1,3,1,9,1,3,1,1,3,3,1,1,NA,NA,NA,3,4,3,NA,NA,1,1,6,6,3,3,3,3,1,4,9,9,2,1,3,3,8,8,1,1,2,2,3,1,NA,4,6,NA,NA,14,5,2,1,1,42,1,1,3,5,4,5,3,1,4,70,1,1,8,1,"28/01/2013",30,3,1,1,14,1,6,6,6,4,4,3,4,1,4,1,1,3,5,1,3,6,5,1,8
"42","24/12/2012",2265,2,38,3,1,1,1,3,30,3,2,NA,4,2,4,2,NA,NA,NA,NA,NA,3,NA,NA,4,NA,NA,4,3,1,4,4,NA,NA,2,NA,NA,NA,NA,3,3,4,10,7,3,6,3,7,3,NA,NA,NA,10,4,2,0,7,8,6,0,NA,NA,NA,2,2,2,5,4,2,1,4,3,4,1,1,1,2,1,3,4,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,5,5,6,4,1,1,1,1,2,1,3,1,1,1,2,2,1,1,4,4,1,1,2,1,1,2,2,3,1,4,1,4,NA,NA,12,3,1,1,1,44,2,1,9,7,4,6,3,1,1,8300,1,1,3,1,"28/01/2013",38,3,1,1,12,1,4,6,1,4,5,4,4,2,4,2,2,4,4,4,4,5,6,1,50
"43","24/12/2012",1033,2,56,5,1,1,2,3,11,5,5,NA,2,1,3,2,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,4,4,3,4,2,NA,NA,2,NA,NA,NA,NA,4,1,4,5,8,3,3,1,3,0,NA,NA,NA,5,6,2,0,1,3,3,0,NA,NA,NA,3,3,2,1,4,4,1,5,3,4,1,1,3,1,1,1,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,3,5,6,6,9,1,2,1,2,3,4,3,3,3,9,9,4,1,1,4,3,1,1,2,1,3,2,2,NA,NA,NA,1,2,1965,NA,13,4,1,6,NA,40,1,9,97,9,5,4,3,1,1,6600,1,1,3,1,"03/02/2013",57,5,1,1,13,1,9,1,4,4,2,5,5,2,4,4,2,4,4,3,4,5,6,1,3
"44","24/12/2012",2568,2,32,3,2,1,1,3,1,3,1,NA,4,2,2,3,NA,NA,NA,NA,NA,2,NA,NA,4,NA,NA,2,2,2,3,1,NA,NA,4,NA,NA,NA,NA,3,2,3,3,3,1,7,4,1,6,NA,NA,NA,4,7,1,5,6,2,7,2,NA,NA,NA,3,3,2,1,1,1,1,5,4,4,1,1,1,1,1,1,4,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,3,3,6,1,4,4,1,1,5,99,4,3,9,2,9,9,3,3,1,4,2,1,2,2,1,1,2,2,1,2,5,4,5,NA,NA,18,8,1,1,1,3,1,1,10,3,4,4,3,1,3,3000,1,1,52,1,"03/02/2013",35,3,2,1,18,1,5,3,100,3,5,4,3,2,4,2,2,4,4,3,3,4,2,1,52
"45","24/12/2012",1026,1,58,5,2,1,4,3,25,3,3,3,2,1,3,2,3,4,1,2,1,3,1,3,2,1,3,4,4,NA,3,3,2,4,4,4,9,2,4,2,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,2,1,2,1,1,1,2,1,3,2,2,1,1,NA,NA,NA,5,6,5,NA,NA,2,1,97,1,4,2,3,2,1,2,3,1,3,4,3,1,8,2,1,1,2,1,2,1,NA,2,6,NA,NA,12,4,1,1,1,36,2,1,9,5,5,2,3,1,1,7400,1,1,54,1,"30/01/2013",58,5,2,1,12,1,3,1,4,2,4,3,5,2,4,2,2,4,4,4,4,5,2,1,54
"46","24/12/2012",2469,1,36,3,2,1,2,4,27,4,2,4,4,2,4,1,4,1,2,3,3,1,3,1,3,4,1,1,4,NA,1,3,3,1,1,4,3,3,4,1,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,5,2,1,3,1,1,1,1,1,1,3,2,1,1,NA,NA,NA,1,3,1,NA,NA,2,3,5,7,2,3,1,3,2,3,3,3,1,1,4,3,8,8,1,1,2,2,1,2,NA,3,5,NA,NA,14,5,2,1,2,45,1,1,5,3,4,5,3,1,2,2800,1,1,4,1,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","24/12/2012",2729,1,33,3,2,1,9,9,21,5,4,4,4,9,2,9,1,9,9,9,3,1,9,2,3,9,1,1,9,NA,9,2,9,1,3,9,9,9,1,2,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,9,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99,99,2,1,1,1,9,9,1,9,1,9,9,1,1,NA,NA,NA,5,1,1,NA,NA,9,1,6,6,9,1,4,9,4,9,9,4,9,1,2,4,9,8,8,1,2,2,9,2,NA,4,4,NA,NA,14,5,2,4,NA,NA,9,3,98,1,6,6,9,1,4,70,1,1,8,1,"28/01/2013",33,3,2,1,14,1,6,6,6,9,3,9,9,9,9,9,9,9,3,3,9,9,9,1,8
"48","24/12/2012",2271,2,38,3,1,1,2,2,36,2,4,NA,3,2,4,3,NA,NA,NA,NA,NA,1,NA,NA,4,NA,NA,2,2,2,2,2,NA,NA,3,NA,NA,NA,NA,1,1,4,7,5,4,10,5,3,1,NA,NA,NA,7,5,5,4,5,3,9,2,NA,NA,NA,3,3,2,2,2,3,2,4,3,4,3,2,2,3,3,2,2,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,3,1,5,1,4,1,1,1,5,5,1,3,4,1,2,4,3,3,2,2,2,3,1,2,1,1,2,2,3,1,5,4,4,NA,NA,25,5,2,1,1,8,1,1,4,6,4,8,2,1,3,3650,1,1,2,1,"28/01/2013",38,3,1,1,25,1,5,6,5,4,5,3,4,2,4,2,2,3,3,2,3,4,5,1,2
"49","24/12/2012",2828,2,31,3,1,1,3,3,23,4,4,NA,3,1,2,3,NA,NA,NA,NA,NA,1,NA,NA,2,NA,NA,4,3,3,3,2,NA,NA,2,NA,NA,NA,NA,4,2,3,99,99,99,99,99,99,99,NA,NA,NA,99,99,99,99,99,99,99,99,NA,NA,NA,5,3,5,5,4,3,5,5,5,5,4,4,4,4,4,4,4,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,5,3,5,1,4,1,3,4,96,97,4,3,2,2,1,3,3,1,1,4,4,2,8,2,8,6,1,1,NA,NA,NA,2,6,NA,NA,12,4,1,1,1,91,2,1,3,7,1.5,1,3,1,1,9700,1,1,52,1,"10/02/2013",31,3,1,1,12,2,98,3,4,3,5,3,3,2,4,3,3,4,4,3,4,4,6,1,52
"50","24/12/2012",2731,1,32,3,2,1,2,9,21,9,3,4,4,2,2,2,1,2,3,4,2,2,3,2,4,3,2,3,2,NA,3,3,3,3,2,9,2,9,3,2,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,9,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,5,1,3,2,3,1,3,3,1,1,1,3,1,1,NA,NA,NA,3,4,2,NA,NA,2,1,97,4,2,1,9,2,1,2,3,2,3,3,2,2,8,8,1,1,2,2,2,1,NA,3,3,1995,1,16,7,1,1,2,79,2,1,8,3,6,4,3,1,2,812,1,1,4,1,"07/02/2013",32,3,2,1,16,1,1,1,91,4,4,3,4,3,4,3,3,4,4,3,3,1,2,1,4
"51","24/12/2012",1052,1,56,5,1,1,2,3,2,3,3,2,2,9,2,2,4,3,1,2,1,2,3,3,1,2,2,4,4,NA,2,1,2,3,3,2,2,2,2,3,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,1,3,2,1,3,2,1,1,3,2,1,1,1,NA,NA,NA,4,2,3,NA,NA,2,1,2,3,6,3,2,2,1,2,3,1,2,3,3,2,1,2,1,3,2,1,NA,NA,NA,1,5,NA,NA,16,5,2,2,1,84,1,1,3,5,6,4,4,1,1,8400,1,1,8,1,"29/01/2013",57,5,1,1,16,1,8,2,100,3,4,3,3,2,2,2,2,4,4,2,3,4,6,1,57
