"","v1","v2","v3","v4","v5","v6","v7","v8","v9","v10","v11","v12","v13","v14","v15","v16","v17","v18","v19","v20","v21","v22","v23","v24","v25","v26","v27","v28","v29","v30","v31","v32","v33","v34","v35","v36","v37","v38","v39","v40","v41","v42","v43","v44","v45","v46","v47","v48","v49","v50","v51","v52","v53","v54","v55","v56","v57","v58","v59","v60","v61","v62","v63","v64","v65","v66","v67","v68","v69","v70","v71","v72","v73","v74","v75","v76","v77","v78","i2","i3","i4","i5","i6","i7","i8","i9","i10","i11","i12","i13","i14","i15","i16","i17","i18","i19","i20","i21","i22","i23","i24","i25","i26","i27","i28","i29","i30","i31","i32","i33","i34","i35","i36","i37","i38","i39","i40","i41","i42","i43","i44","i45","i46","i47","i48","i49","i50","i51","i52","i53","i54","i55","i56","i57","i58","i59","i60","i61","i62","i63","i64","i65","i66","i67","i68","i69","i70","i71","i72","i73","i74","i75","i76","i77","i78","i79","i80","i81","i82","i83","i84","i85","i86","i87","i88","i89","i90","i91","c2","c3","c4","c5","c6","c7","c8","c9","c10","c11","c12","c13","c14","c15","c16","c17","c18","c19","c20","c21","c22","c23","c24","c25","c26","c27","c28","c29","c30","c31","c32","c33","c34","c35","c36","c37","c38","c39","c40","c41","c42"
"879",675,1,3,3,8,1,3,3,1,1,2,3,7,1,1,2,2,3,2,50,2,1,4,2,1,1,1,1,2,1,3,3,1,3,3,3,4,2,1,5,7,4,4,2,1,4,1,5,1,8,8,5,5,1,1,1,1,1,2,1,2,4,4,4,4,4,4,4,8,5,4,10,2,7,5,4,7,1,2,1,5,1,5,1,2,2,2,1,2,2,2,2,2,2,2,2,NA,3,3,4,4,4,4,3,4,4,4,1,4,3,3,5,5,4,2,3,2,1,1,2,1,1,3,3,1,2,1,1,2,3,3,2,2,4,4,2,2,2,4,2,4,3,3,3,4,4,1,2,1,2,5,NA,5,NA,5,NA,4,NA,4,NA,4,NA,5,NA,4,NA,5,NA,3,4,3,4,4,3,4,3,1,4,3,1,1,1,1,14,1,1,45,4,4,3,2,1,3,90,11,NA,2,1,2,3,3,2,2,3,1,2,35,5,3
"880",676,1,3,3,1,1,2,3,3,3,3,6,4,1,3,2,2,2,2,0,1,2,2,1,2,1,1,3,3,1,2,2,1,2,2,4,1,2,3,5,5,6,9,7,2,7,4,7,1,9,8,1,7,1,1,2,3,4,2,1,2,4,4,3,3,4,4,4,8,6,5,6,2,7,6,5,6,2,2,1,4,1,4,1,1,2,2,1,2,2,2,1,2,2,2,4,3,NA,2,4,4,4,3,3,4,4,4,3,4,3,3,5,5,5,2,3,2,1,1,2,1,3,3,1,1,2,1,1,1,3,4,2,4,4,3,2,2,2,1,2,4,2,3,3,2,4,1,3,1,3,5,NA,5,NA,4,NA,4,NA,1,3,1,3,1,2,1,3,5,NA,3,3,3,3,3,3,3,3,3,3,2,1,1,1,2,1,1,3,25,3,2,1,3,4,2,92,11,NA,3,1,2,2,3,3,3,3,2,1,35,5,3
"881",677,1,4,2,8,1,8,2,3,2,2,1,7,1,1,1,2,2,2,0,1,3,3,1,2,1,2,1,3,2,2,2,1,2,2,4,3,2,1,5,5,2,5,4,1,7,1,7,1,9,5,1,7,1,3,2,3,1,1,1,2,4,4,4,4,4,4,4,9,7,3,6,1,8,6,3,5,1,2,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,3,NA,3,2,4,4,4,4,4,4,4,4,3,2,2,3,4,2,3,2,3,2,1,1,2,1,1,1,1,2,2,1,3,2,2,3,1,2,3,4,2,2,1,1,2,4,2,3,3,4,4,1,3,1,3,5,NA,5,NA,4,NA,4,NA,4,NA,1,3,1,3,1,3,5,NA,3,6,2,2,4,2,4,3,2,3,8,1,1,1,1,5,1,3,84,4,2,1,3,4,3,93,16,1,4,2,NA,5,3,3,2,3,1,2,35,5,3
"882",678,1,4,3,8,1,8,4,3,3,3,5,6,2,1,NA,2,3,3,0,2,3,2,2,3,1,1,1,2,3,3,4,2,3,3,2,3,1,4,3,4,2,7,4,4,2,1,2,1,7,5,2,3,2,2,2,2,4,1,1,2,4,3,3,4,4,3,3,5,2,2,2,2,4,5,3,3,3,2,5,NA,1,3,1,2,1,1,1,1,2,1,1,1,2,2,4,3,NA,2,4,3,4,3,4,4,3,3,2,2,4,3,4,5,4,2,3,2,1,1,2,1,3,3,3,2,2,1,1,1,3,5,2,3,4,4,4,2,2,4,2,4,3,3,2,1,4,1,3,1,3,5,NA,5,NA,1,3,4,NA,1,2,1,3,5,NA,4,NA,2,3,3,3,3,2,3,2,2,2,2,3,14,0,1,1,5,13,1,7,20,4,1,2,3,4,3,90,12,NA,4,1,2,1,4,4,2,2,1,1,15,5,6
"883",679,1,3,2,37,2,1,3,3,2,2,2,7,1,1,2,2,2,4,0,1,3,3,1,2,2,1,3,3,3,4,4,3,2,3,4,3,2,1,5,10,2,2,6,2,5,2,10,2,3,10,1,10,1,1,2,3,4,1,1,2,4,4,4,3,4,4,4,2,10,6,1,1,3,9,5,2,2,2,2,3,2,3,1,1,2,2,2,2,1,1,2,2,2,2,6,NA,4,3,4,4,4,4,3,4,4,3,2,2,3,3,4,4,4,3,3,2,1,1,2,1,1,3,3,2,2,1,1,2,3,4,2,3,4,3,1,1,1,1,1,4,3,2,3,1,4,2,3,1,3,2,1,2,1,4,NA,4,NA,2,1,4,NA,2,1,2,3,5,NA,3,3,3,3,3,3,3,2,2,2,1,2,2,2,2,5,1,2,46,3,2,1,3,4,3,89,15,1,2,1,2,1,3,3,3,NA,1,1,17,5,6
"884",680,1,3,4,8,2,8,4,3,2,2,3,7,1,1,1,2,2,2,25,1,3,2,1,2,1,1,2,3,3,3,4,2,2,3,4,3,1,2,5,9,2,3,4,1,5,2,10,1,5,7,1,9,1,1,2,3,4,1,1,2,3,4,4,3,3,4,4,4,9,5,2,1,6,9,4,2,1,2,2,1,2,3,1,1,2,2,1,2,1,1,2,2,2,1,6,NA,3,2,3,4,4,4,3,3,4,4,2,2,4,4,4,3,5,2,3,2,1,3,2,1,1,3,3,2,2,1,1,1,2,3,2,3,4,4,1,1,1,4,2,4,3,3,1,1,4,4,NA,1,3,5,NA,5,NA,2,1,4,NA,2,1,2,3,2,3,2,1,2,1,3,3,2,3,4,3,4,2,2,2,8,2,2,NA,2,1,1,2,61,3,3,4,1,2,3,90,12,NA,3,2,NA,NA,3,4,2,3,1,2,36,5,6
"885",681,1,3,3,37,3,9,4,3,2,2,4,6,1,1,2,2,2,1,50,1,3,2,1,3,1,1,2,3,2,3,4,2,2,3,4,3,1,2,6,6,3,4,5,2,8,3,7,1,4,5,1,7,1,1,2,3,4,1,1,2,3,4,4,4,4,4,4,3,6,8,2,1,5,5,8,3,1,2,3,2,3,4,1,1,2,2,1,2,2,1,2,2,1,1,5,NA,2,2,3,4,4,4,3,4,4,4,1,2,4,4,5,5,5,2,3,2,1,1,2,1,3,3,3,2,2,1,3,1,2,4,1,3,4,4,1,1,1,1,2,4,4,3,3,1,4,4,NA,1,3,5,NA,5,NA,2,1,3,1,3,1,4,NA,3,1,2,1,2,1,3,3,3,3,2,3,3,2,2,2,9,3,2,1,2,5,1,2,43,4,2,3,1,4,3,90,15,1,3,1,2,1,4,4,2,2,1,2,17,5,6
"886",682,1,2,2,8,2,1,3,2,3,3,2,5,1,3,2,2,2,2,50,1,3,2,1,3,1,1,3,3,2,4,4,2,2,3,4,3,2,1,7,8,2,2,6,6,8,3,6,2,1,7,1,7,1,4,2,3,4,1,1,2,4,4,4,3,4,4,4,1,7,8,2,1,2,7,8,2,1,2,2,3,3,2,1,1,2,2,2,2,1,1,2,2,2,1,6,NA,3,3,4,4,4,4,3,4,4,4,2,3,3,4,3,4,5,2,3,2,1,1,2,1,1,1,1,2,2,1,1,2,2,4,2,3,3,4,1,1,1,1,1,4,3,2,3,1,1,2,1,2,3,3,1,3,1,2,1,4,NA,3,1,4,NA,2,1,2,1,2,1,3,4,3,3,3,3,3,2,1,2,1,0,2,1,5,13,1,1,21,4,1,2,4,3,6,NA,12,NA,3,2,NA,NA,7,3,2,2,1,1,17,5,6
"887",683,1,2,1,37,1,2,1,2,3,3,2,2,2,3,1,2,2,4,50,1,3,4,1,1,1,1,3,4,3,3,3,3,2,2,3,4,2,1,5,2,4,8,1,6,5,4,4,1,9,6,2,3,2,1,3,2,4,2,1,2,4,4,4,3,4,4,4,9,4,6,6,1,9,5,5,6,1,2,1,2,1,3,2,2,1,1,2,1,2,2,1,2,2,2,1,NA,4,2,4,4,4,3,3,4,4,4,3,4,3,3,3,5,5,1,3,2,1,3,2,1,1,3,1,1,2,1,1,1,2,3,3,3,3,1,2,2,2,2,2,3,3,4,3,3,2,4,NA,4,NA,1,3,1,2,4,NA,1,2,4,NA,4,NA,5,NA,1,2,1,2,3,4,2,2,2,3,4,1,1,2,2,1,1,1,5,13,2,5,20,2,2,1,4,3,6,NA,12,NA,2,2,NA,NA,3,4,2,2,2,1,15,5,7
"888",684,1,4,4,2,2,1,5,4,3,2,3,7,1,1,2,3,3,4,30,2,3,3,2,2,2,1,1,2,2,3,4,3,2,3,1,3,4,2,6,6,7,6,4,4,7,1,6,4,5,6,1,6,3,2,2,2,1,2,1,2,4,4,4,4,4,4,4,6,6,6,8,1,5,8,6,6,3,2,2,3,2,1,1,2,2,2,2,2,2,1,2,2,2,2,3,NA,2,2,3,4,4,4,4,4,3,3,3,3,5,4,3,4,4,2,3,2,1,1,2,1,1,3,3,3,3,1,3,2,3,5,3,3,3,3,2,2,1,4,4,4,2,3,3,1,4,2,3,1,3,5,NA,5,NA,2,1,5,NA,4,NA,2,3,2,3,4,NA,5,NA,3,4,2,3,4,3,4,3,2,3,99,2,2,2,5,12,1,4,19,4,1,2,3,4,3,81,12,NA,1,2,NA,NA,6,5,2,1,1,1,15,5,6
"889",685,1,3,3,20,2,1,4,3,2,2,5,6,1,1,1,2,2,2,50,1,3,2,1,2,1,1,3,3,2,4,4,2,2,3,4,3,1,2,6,10,3,3,8,1,4,2,10,1,4,5,1,10,1,1,2,3,4,1,1,2,3,4,4,4,3,4,4,3,10,5,2,1,5,9,5,2,1,2,1,4,2,3,1,1,2,2,2,2,1,1,2,2,2,2,5,NA,3,2,4,4,4,3,4,3,4,4,1,2,4,4,4,4,5,2,3,2,1,1,2,1,1,3,3,2,2,1,1,1,3,4,2,3,3,4,2,1,1,1,1,4,4,2,3,1,4,4,NA,1,3,2,1,5,NA,2,1,2,NA,2,3,2,1,2,1,2,3,2,1,3,4,3,3,2,3,3,2,2,3,1,2,2,2,2,1,1,3,42,4,1,2,3,4,3,90,20,1,2,1,1,1,4,4,2,2,1,2,15,5,7
"890",686,1,5,4,37,2,1,5,3,4,1,5,7,1,1,1,1,2,1,45,1,4,2,1,3,1,2,3,3,3,4,4,3,3,3,3,4,1,2,7,9,5,3,9,6,6,5,9,5,2,10,4,9,3,6,4,3,2,2,1,2,2,4,4,4,3,3,3,3,10,7,1,2,3,7,7,3,9,2,2,3,2,3,1,1,2,2,2,2,1,1,1,2,2,1,6,NA,4,2,2,4,4,4,4,3,4,3,2,1,3,4,4,1,4,2,1,2,1,1,2,1,3,3,1,2,1,1,3,1,4,2,2,1,4,4,3,3,1,1,3,3,1,NA,1,1,1,4,NA,2,1,2,1,3,1,2,1,3,1,2,1,2,1,2,1,2,1,3,1,3,3,1,1,2,3,4,4,1,2,1,2,2,2,2,1,2,1,61,3,1,2,4,3,3,90,12,NA,3,1,1,1,5,4,2,2,1,2,50,5,6
"891",687,1,2,3,20,1,8,4,3,2,3,2,6,1,1,2,2,2,3,20,1,3,3,1,2,1,1,2,3,3,4,4,2,2,3,4,3,2,1,5,3,7,9,2,1,5,2,3,1,9,6,1,3,1,1,2,2,2,1,1,2,4,4,4,3,3,4,4,10,4,5,6,1,8,5,4,5,2,2,1,2,1,3,1,2,2,1,1,2,2,2,1,2,2,2,3,NA,3,2,4,4,4,4,3,3,4,3,1,2,3,3,4,4,5,2,3,2,1,1,2,1,3,3,3,2,2,1,1,1,3,4,2,3,4,4,4,2,2,4,2,4,3,3,2,1,4,1,2,1,2,5,NA,5,NA,1,3,4,NA,5,NA,4,NA,1,3,1,3,2,3,3,3,3,3,2,3,4,2,1,2,8,1,1,1,5,13,1,4,20,4,3,4,1,2,3,90,12,NA,3,1,1,2,4,4,2,3,1,1,15,5,5
"892",688,1,3,3,2,1,3,3,3,2,3,1,7,4,1,3,3,2,4,10,2,2,4,2,2,1,1,2,2,1,2,3,2,2,2,1,3,2,4,3,1,3,7,3,1,2,1,1,2,9,1,1,1,1,1,3,1,4,1,1,NA,4,4,3,2,3,3,4,9,3,4,5,4,9,2,4,5,3,2,1,3,5,NA,2,2,1,1,1,1,2,2,1,1,2,2,2,NA,3,3,4,4,4,4,3,4,3,4,2,2,3,3,3,3,4,4,3,2,1,2,2,1,1,1,1,2,2,1,1,2,2,2,2,2,3,1,2,2,3,1,3,3,2,3,3,3,3,5,3,1,3,5,2,5,2,5,2,5,2,1,2,1,3,1,3,4,3,4,2,3,1,3,3,3,2,2,3,3,4,3,1,1,1,1,2,1,4,48,4,2,1,3,4,3,90,16,1,2,1,1,2,3,3,3,1,1,1,15,5,6
"893",689,1,3,3,37,1,2,4,3,3,3,2,6,2,1,2,2,2,3,50,1,2,4,1,2,1,1,2,3,3,4,4,2,2,3,4,3,2,1,5,3,6,9,2,2,5,3,4,1,10,6,1,3,1,1,2,2,4,1,1,2,3,4,4,3,4,4,4,10,4,6,7,1,9,5,6,3,1,2,1,3,1,3,1,2,2,1,1,2,2,2,1,2,2,2,2,NA,4,2,4,4,4,4,3,4,4,4,2,2,3,3,4,4,5,2,3,2,1,1,2,1,3,3,1,2,2,1,1,2,3,4,2,3,4,4,2,2,2,4,2,4,3,3,2,1,4,1,3,1,3,5,NA,5,NA,1,2,1,3,1,2,1,NA,1,2,4,NA,2,3,3,3,3,3,3,3,4,3,1,3,2,1,1,1,1,2,1,5,74,4,2,3,1,4,3,90,12,NA,3,2,NA,NA,4,4,2,3,1,2,36,5,7
"894",690,1,2,2,37,1,2,4,4,3,3,4,7,2,1,3,2,2,2,70,1,2,4,1,3,1,2,2,2,4,4,4,3,2,3,3,4,1,2,7,3,7,9,2,2,9,1,4,2,9,3,4,1,4,3,2,3,4,2,1,2,4,4,4,4,4,4,4,9,6,9,7,1,8,6,8,1,1,2,4,NA,1,3,1,2,1,1,1,2,2,2,2,2,1,1,3,NA,3,2,4,4,4,4,4,4,4,4,1,4,2,2,3,2,4,4,3,1,1,1,2,1,1,3,1,2,2,1,1,1,4,5,2,2,4,4,4,2,3,2,2,3,3,3,3,3,3,1,2,1,3,3,2,3,2,4,NA,1,2,3,2,1,2,3,2,3,NA,3,2,3,4,3,3,3,4,4,1,2,3,2,1,1,1,1,2,2,4,26,3,1,4,2,3,8,NA,15,1,5,1,1,2,4,5,1,3,1,2,15,5,7
"895",691,1,3,3,37,2,1,3,2,2,2,2,7,1,1,1,2,2,4,35,2,2,3,1,2,1,1,2,3,2,4,4,2,2,2,4,3,2,1,5,9,2,2,7,2,4,2,10,1,2,9,1,10,1,1,2,3,4,1,1,2,4,4,4,3,4,4,4,2,10,5,3,1,3,10,4,2,1,2,2,3,2,2,1,2,2,2,2,2,1,1,2,2,2,2,6,NA,3,2,4,4,4,4,3,4,4,4,1,2,3,4,4,4,5,3,3,2,1,3,2,1,1,3,1,2,2,1,1,1,2,4,2,3,4,4,1,1,1,1,1,4,3,2,3,1,4,4,NA,2,3,2,1,2,3,4,NA,4,NA,2,1,1,3,2,3,2,1,5,NA,3,3,3,3,3,3,4,2,2,2,1,2,2,1,1,5,1,2,43,3,2,3,1,4,3,91,15,1,4,1,1,3,4,4,2,3,1,2,17,5,3
"896",692,1,3,3,16,2,1,3,2,3,3,2,6,1,1,2,2,2,3,30,1,2,3,1,2,1,1,2,3,3,4,4,3,2,3,4,3,2,1,6,9,2,2,7,2,6,2,10,2,3,9,1,10,1,1,2,2,4,1,1,2,3,4,4,3,4,4,4,2,10,6,2,1,4,10,4,2,1,2,2,4,2,3,1,1,2,2,2,2,1,1,2,2,2,2,5,NA,3,2,4,4,4,4,3,4,4,4,3,2,3,3,3,4,4,3,3,2,1,1,2,1,1,3,3,2,2,1,1,2,3,4,2,3,4,4,1,1,1,1,1,4,3,2,3,1,1,2,3,1,3,2,1,2,1,4,NA,4,NA,2,1,4,NA,2,3,4,NA,2,1,3,3,3,3,3,3,3,2,2,2,1,2,2,2,2,5,1,2,46,4,1,3,2,4,3,90,15,1,4,1,2,2,3,2,3,2,1,1,17,5,7
"897",693,1,5,3,4,7,2,5,4,2,2,1,4,6,2,3,3,3,4,50,2,2,4,2,1,1,1,2,2,3,3,4,1,4,2,4,1,3,2,5,5,7,6,4,1,5,3,5,1,5,2,1,5,1,1,2,1,4,1,1,2,4,4,4,3,4,4,4,7,5,6,3,1,5,6,4,5,1,2,2,1,1,3,2,2,2,1,2,2,2,2,2,2,2,2,2,NA,4,2,4,4,4,3,3,4,4,4,1,2,3,3,4,4,5,2,3,2,1,1,2,3,3,3,1,1,2,3,1,1,2,4,2,4,4,4,4,4,4,4,2,1,4,3,3,3,1,5,NA,1,3,5,NA,1,2,5,NA,4,NA,5,NA,1,3,1,3,4,NA,2,1,3,4,3,2,3,4,4,3,1,4,8,0,5,2,5,13,1,4,20,4,2,3,1,4,3,89,12,NA,2,2,NA,NA,4,4,2,3,1,2,35,5,8
"898",694,1,3,3,8,8,26,4,3,2,3,5,7,1,1,2,2,2,3,40,1,2,2,1,2,1,2,2,3,2,4,4,1,2,3,3,4,2,1,3,7,4,5,6,3,4,2,7,1,6,5,1,8,1,1,3,2,4,2,1,2,3,4,4,4,4,4,4,6,7,4,4,1,6,7,5,3,1,2,2,1,2,1,1,1,2,2,1,2,1,1,2,2,2,2,4,3,NA,2,3,4,4,3,3,4,4,4,1,2,4,3,5,5,5,2,3,2,1,1,2,1,1,1,1,2,2,1,3,2,2,3,2,4,4,3,2,1,2,1,2,4,3,3,3,4,4,4,NA,1,3,2,3,2,1,4,NA,4,NA,2,3,1,3,1,3,4,NA,5,NA,3,4,3,3,3,3,3,2,3,3,99,0,2,2,1,2,1,3,80,3,2,1,3,4,3,89,14,1,5,2,NA,5,2,2,3,4,1,1,35,5,5
"899",695,1,2,3,7,1,8,2,3,3,3,3,7,1,1,2,2,2,2,40,1,1,4,1,1,1,2,2,3,3,4,4,2,3,3,4,2,3,1,5,3,5,7,5,1,5,1,6,1,10,9,1,3,1,1,3,2,4,2,1,2,3,4,4,3,4,4,4,10,6,5,5,1,9,6,6,5,1,2,1,4,1,2,1,2,2,1,1,2,1,2,2,2,2,2,2,NA,3,2,4,4,4,3,4,4,4,4,2,2,4,4,5,4,5,2,3,2,1,1,2,1,1,1,3,2,2,1,1,2,2,2,1,3,4,4,2,2,2,1,2,4,3,3,3,2,4,1,3,1,3,5,NA,1,3,1,2,4,NA,4,NA,1,3,1,2,1,3,1,3,3,3,4,4,3,3,3,2,2,4,2,1,1,1,1,5,1,4,61,3,2,1,3,4,3,91,14,1,4,1,1,2,2,2,3,3,1,2,35,5,6
"900",696,1,3,4,9,2,1,5,3,3,2,6,7,1,1,2,2,3,1,60,1,2,4,2,1,1,2,2,3,3,4,4,2,3,3,2,1,4,3,5,10,5,1,10,1,5,3,10,1,1,6,1,10,1,1,2,1,4,1,1,2,4,4,4,4,4,4,4,1,10,5,5,1,2,10,5,4,2,2,2,3,2,3,1,2,2,2,2,2,1,1,2,2,2,2,6,NA,4,3,4,4,3,4,4,4,4,4,2,3,4,4,4,5,5,2,3,2,1,1,2,1,1,1,1,2,2,1,1,2,2,4,1,3,3,4,1,1,1,1,2,1,3,2,3,4,4,2,1,2,3,2,1,2,3,4,NA,4,NA,2,1,1,3,2,1,2,1,5,NA,3,3,3,3,4,3,4,3,1,4,1,2,2,2,5,13,1,1,20,4,1,3,2,4,3,90,12,NA,3,2,NA,NA,4,4,2,2,1,1,35,5,5
"901",697,1,2,2,2,1,2,3,3,3,3,2,4,3,2,3,2,2,4,30,1,1,3,2,2,1,1,2,2,2,3,4,3,2,2,1,3,2,4,3,3,10,7,1,1,1,1,8,1,6,3,3,3,1,2,2,2,4,1,1,2,3,4,3,3,4,4,4,8,3,1,10,1,10,8,2,8,1,2,1,2,1,5,1,2,1,2,2,2,2,2,1,2,2,2,2,NA,4,2,4,4,4,3,3,4,4,4,1,2,3,3,5,5,4,2,3,1,1,1,2,1,1,1,3,2,2,1,1,2,3,4,1,1,3,4,2,3,3,1,2,4,2,3,3,4,4,1,3,1,3,1,3,5,NA,1,3,4,NA,1,3,1,3,1,3,1,3,5,NA,3,5,2,2,4,4,4,4,2,4,2,1,1,1,1,2,1,4,46,3,1,2,3,4,3,89,15,1,3,1,2,2,4,3,2,3,1,2,35,5,5
"902",698,1,3,3,2,1,9,4,4,3,3,2,7,1,1,2,2,2,3,40,1,3,3,1,2,1,1,3,3,2,4,4,2,2,3,3,4,2,1,5,4,6,9,2,2,5,2,5,1,10,7,1,3,1,1,2,2,4,2,1,2,4,4,4,3,3,4,4,9,4,5,6,1,9,5,5,4,1,2,1,4,1,2,1,2,1,2,1,2,2,2,2,2,2,2,2,NA,3,2,4,4,4,3,3,3,4,4,2,3,4,4,4,5,5,2,3,2,1,1,2,1,1,1,1,2,2,1,1,1,2,3,1,2,3,3,2,2,2,4,2,4,3,3,2,4,4,1,3,1,3,5,NA,5,NA,1,2,1,3,4,NA,1,3,1,2,1,3,5,NA,3,4,3,3,2,3,3,2,3,3,99,1,1,1,1,5,1,4,53,4,2,3,1,4,3,96,12,2,5,1,1,2,4,5,2,NA,1,2,35,5,3
"903",699,1,3,3,19,2,5,2,2,3,3,5,7,1,1,2,2,2,1,30,1,3,2,1,1,1,2,2,3,2,4,3,2,2,3,4,3,2,1,7,8,3,4,9,2,4,2,8,2,5,8,1,8,1,1,2,3,4,2,1,2,4,4,4,3,4,4,4,5,8,6,2,1,5,8,6,2,1,2,2,1,2,1,1,2,2,1,2,2,1,1,2,2,2,2,6,NA,2,2,4,4,4,4,3,4,4,4,2,4,4,3,4,5,5,2,3,2,1,1,2,1,1,3,1,2,2,1,1,2,4,3,2,2,3,4,1,1,1,1,2,4,3,3,3,4,4,2,3,1,3,5,NA,5,NA,2,3,4,NA,2,1,4,NA,5,NA,4,NA,5,NA,3,1,4,4,2,4,1,1,1,2,5,2,2,1,5,13,1,2,20,4,4,3,1,2,3,90,14,2,1,2,NA,NA,4,3,2,2,1,1,35,5,8
"904",5178,1,4,3,8,8,7,4,1,3,3,5,5,3,2,2,2,2,2,75,1,3,1,1,2,1,2,3,2,2,3,4,2,2,3,4,3,2,1,7,7,5,5,8,4,7,4,4,5,3,5,4,6,3,5,3,3,4,2,1,2,3,3,3,3,3,3,3,5,5,5,5,5,5,7,6,4,4,2,4,NA,4,NA,1,2,2,2,2,2,2,1,2,2,2,1,5,NA,3,3,2,3,3,3,3,3,3,3,3,2,3,3,4,3,3,2,3,2,1,1,2,1,3,3,3,3,3,1,1,3,4,5,1,1,3,2,2,3,1,1,3,3,1,3,4,4,4,4,NA,1,3,2,1,4,NA,4,NA,4,NA,4,NA,4,NA,4,NA,4,NA,3,2,3,6,3,3,3,4,3,2,2,2,99,0,5,2,1,2,1,3,22,3,1,2,4,3,9,NA,12,2,2,1,2,3,6,6,1,2,1,1,3,5,13
"905",5176,1,5,4,2,2,2,5,4,2,2,7,7,1,5,2,2,2,2,40,1,2,1,1,2,1,2,2,2,2,4,4,3,2,2,4,3,1,2,6,5,4,7,5,5,5,3,6,1,2,5,4,5,2,2,3,3,4,1,1,2,4,4,4,3,4,3,4,5,7,NA,3,3,6,6,6,5,5,2,4,NA,2,3,1,1,2,2,2,2,2,1,2,2,2,2,5,NA,2,2,4,4,4,3,2,4,3,4,2,1,2,NA,3,2,4,4,3,2,1,3,2,1,3,2,3,2,2,1,1,NA,5,5,1,2,3,3,4,3,1,3,3,4,1,3,1,1,1,5,NA,5,NA,3,NA,NA,NA,2,NA,3,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,3,3,3,4,3,1,2,3,2,2,2,2,1,2,1,2,35,3,2,1,3,4,7,NA,14,2,1,1,2,1,4,4,2,3,2,1,3,5,12
"906",5175,1,3,3,4,2,1,4,3,3,3,7,7,1,1,2,2,3,2,40,1,3,1,1,2,1,2,2,1,2,3,4,4,2,2,4,3,1,2,7,9,2,1,7,2,7,4,9,2,2,8,1,9,2,4,3,3,2,1,1,2,1,2,3,3,2,2,3,2,9,7,2,2,2,9,7,2,2,2,2,3,2,3,1,1,2,2,2,2,1,1,2,2,2,2,6,NA,4,4,1,3,2,2,3,3,3,3,2,1,2,3,3,2,3,3,3,2,1,1,2,3,3,3,1,1,3,1,1,2,5,5,1,2,1,3,3,3,3,3,3,3,3,3,3,3,3,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,3,5,3,3,3,4,3,2,3,2,1,2,2,2,2,1,1,2,50,4,2,1,4,3,3,NA,12,2,3,1,2,NA,6,6,1,3,1,2,30,4,27
"907",5174,1,3,3,35,2,1,3,3,3,3,7,7,1,1,2,2,3,2,40,1,3,1,1,2,1,2,1,1,2,3,4,4,2,2,4,3,1,2,5,9,3,3,5,5,5,4,10,3,3,9,4,9,4,2,3,3,1,1,1,2,1,2,3,3,3,3,3,2,9,5,3,2,2,9,5,3,2,2,2,3,2,3,1,1,2,2,2,2,1,1,1,1,2,2,6,NA,4,4,1,2,3,3,3,3,2,2,1,1,2,3,3,2,2,NA,3,2,1,1,2,3,1,1,1,1,2,1,1,3,5,5,1,3,3,3,1,1,1,1,1,1,2,2,1,1,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,3,4,4,4,4,5,4,2,3,3,1,2,2,2,2,1,1,7,44,4,1,4,2,3,9,NA,13,2,3,1,2,1,6,5,NA,NA,NA,1,30,4,27
"908",5173,1,3,2,37,1,2,2,3,3,3,4,3,5,4,3,2,2,3,30,2,2,3,2,2,1,1,1,3,2,3,4,4,2,2,3,1,4,2,2,3,9,9,5,6,4,3,4,2,10,4,6,5,5,4,3,2,2,1,1,2,1,2,3,3,3,3,3,10,3,3,9,4,10,3,3,9,4,2,1,5,1,5,2,2,1,1,1,1,2,2,1,1,2,2,2,NA,4,4,1,2,3,3,3,3,3,3,1,1,2,3,3,2,3,3,3,2,1,1,1,1,1,3,3,1,3,1,1,3,5,5,1,3,3,2,2,2,2,2,2,2,2,1,2,2,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,3,NA,4,4,4,5,4,2,3,3,2,1,1,1,1,2,1,4,43,4,1,2,4,3,1,69,15,1,4,1,2,1,3,3,3,3,NA,1,16,4,26
"909",5172,1,3,2,9,1,2,2,3,2,3,3,3,5,5,3,2,2,3,30,2,2,3,2,2,1,1,3,3,3,3,4,4,2,2,1,3,4,2,2,3,9,9,5,5,4,4,2,3,9,3,3,2,4,2,3,2,2,1,1,2,1,3,2,2,3,3,3,9,3,3,8,4,9,3,3,8,4,2,1,3,1,3,2,2,1,1,1,1,2,2,2,2,2,2,2,NA,4,4,1,3,2,2,3,3,3,3,2,1,3,3,3,3,3,2,1,2,1,1,3,1,1,3,1,3,2,1,1,3,5,5,1,3,3,3,2,2,2,2,2,2,2,1,2,2,2,1,2,1,3,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,3,4,4,4,4,5,4,2,3,3,2,1,1,1,1,2,2,4,46,3,2,1,4,3,1,69,12,NA,3,1,NA,NA,4,5,1,3,1,2,16,4,28
