"","a1","a6","a7","a8","a10","a11","a12","a13","a14","a15","a16","a17","a18","a20","a21","a22","a23","a24","a25","a26","a27","a28","a29","a30","a32","a33","a34","a35","a36","a37","a39","a40","a41","a42","a43","a44","a45","a46","a47","a48","a49","a50","a51","a52","a53","a54","a55","a56","a57","a58","a59","a60","a61","a62","a63","a64","a65","a66","a67","a68","a69","a70","a71","a72","a73","a74","a75","a76","a77","a78","a79","a80","a81","a82","a83","a84","b6","b7","b8","b9","b10","b11","b12","b13","b14","b16","b17","b19","b20","b21","b23","b24","b26","b27","b28","b29","b30","b31","b32","b33","b35","b37","b38","b40","b41","b42","b44","b46","b47","b48","b51","b52","b55","b56","b64","b65","b66","b67","b68","b69","b70","b71","b72","b73","b74","b75","b76","b77","b79","b81","b83","b85"
"48",9291,1,1,12,2,1,3,1,1,1,1,1,0,2,NA,NA,4,2,1,1,1,3,1,28,3,2,2,2,3,32,2,NA,NA,NA,NA,NA,1,4,4,5,1,1,4,1,1,1,3,1,1,1,1,4,4,1,4,4,1,3,5,5,5,5,5,5,3,1,3,1,1,1,4,4,1,1,4,1,1,5,1,3,3,1,2,1,6,5,NA,1,1,6,1,48,4,4,NA,2,4,1,3,6,NA,NA,14,2,4,4,10,2,2,171,1,21,1,2,2,3,2,2,2,2,1,2,2,2,1,2,2,2,NA,NA,NA,NA
"49",9301,1,2,12,2,1,1,1,3,1,2,1,40,2,NA,NA,2,4,3,2,2,3,2,25,3,3,3,2,2,33,3,NA,NA,NA,NA,NA,5,7,5,4,1,3,3,4,1,1,3,1,1,4,4,4,3,4,4,4,4,4,3,2,2,1,3,4,4,3,4,1,1,3,4,3,4,1,4,4,4,5,5,4,2,1,2,1,2,1,NA,1,1,2,1,37,1,1,NA,1,2,4,3,8,NA,NA,18,1,3,4,5,2,2,370,1,21,1,7,2,2,2,2,2,2,1,1,2,1,1,2,1,2,NA,NA,NA,NA
"50",9311,1,1,1,2,2,3,2,2,2,2,2,0,2,NA,NA,4,4,3,2,2,2,2,25,3,3,3,2,4,36,2,NA,NA,NA,NA,NA,2,8,8,5,1,2,6,2,2,1,3,2,4,4,4,3,3,4,4,3,1,2,5,3,2,2,5,5,2,2,4,3,1,1,1,4,1,1,4,1,3,4,4,2,3,1,3,2,20,1,NA,1,1,2,1,20,2,2,NA,1,2,3,4,7,NA,2,12,2,5,5,5,1,2,38,1,21,1,7,2,2,2,2,2,1,1,1,2,2,2,1,2,2,NA,NA,NA,NA
"51",9321,1,1,1,1,1,1,1,1,1,1,1,30,2,NA,NA,4,4,4,1,1,1,1,25,4,4,4,1,4,32,1,NA,NA,NA,NA,NA,1,10,6,10,1,1,9,1,10,1,NA,1,1,4,4,4,4,4,4,4,1,1,5,1,5,5,5,5,4,1,5,1,1,1,NA,1,1,1,4,4,2,5,1,3,3,1,3,1,6,1,NA,1,1,6,1,21,4,4,NA,2,4,1,3,9,NA,NA,12,2,NA,3,4,2,2,354,1,21,1,6,2,2,2,2,2,1,1,1,2,2,1,1,2,2,NA,NA,NA,NA
"52",9331,2,2,2,2,2,NA,2,2,2,2,3,0,2,NA,NA,3,3,3,3,3,2,2,25,3,3,2,2,4,36,3,NA,NA,NA,NA,NA,2,5,5,10,1,2,2,2,5,1,3,3,4,1,1,1,1,1,1,4,4,1,5,5,5,5,5,5,3,2,4,1,1,1,1,1,1,1,1,1,2,1,1,2,3,0,3,2,6,4,NA,1,4,6,1,37,4,4,NA,4,2,1,3,10,NA,NA,12,NA,5,4,12,2,2,171,1,21,1,2,2,4,1,2,2,2,1,2,2,2,2,2,2,2,NA,NA,NA,NA
"53",9341,1,1,10,2,NA,3,3,2,2,3,2,0,1,NA,NA,4,3,2,1,1,2,1,NA,3,4,3,3,3,33,NA,NA,NA,NA,NA,NA,4,7,4,5,1,8,6,4,5,1,3,2,2,3,4,3,3,3,3,4,4,NA,4,5,4,3,4,4,3,2,3,3,2,2,2,2,1,1,2,1,3,2,2,2,3,3,1,2,23,2,NA,1,2,1,1,76,3,2,NA,2,1,4,3,3,37,NA,8,2,2,4,1,2,2,134,1,21,1,6,2,1,2,2,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA
"54",9351,1,1,12,1,NA,NA,NA,NA,NA,2,1,40,2,NA,NA,4,4,1,1,2,3,2,28,4,3,3,3,3,32,1,NA,NA,NA,NA,NA,5,6,4,5,5,6,4,3,4,2,1,2,4,4,3,3,3,3,3,4,4,NA,4,4,3,3,3,3,4,1,4,1,4,4,4,4,3,3,4,4,2,5,5,1,1,1,2,3,23,5,NA,1,NA,99,1,37,1,1,NA,3,1,2,4,6,NA,NA,13,2,3,NA,NA,1,2,447,1,21,1,3,2,5,2,2,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA
"55",9361,2,1,13,1,1,1,1,1,1,1,1,45,2,NA,NA,4,2,1,1,4,4,1,28,4,4,4,1,4,33,1,NA,NA,NA,NA,NA,1,3,8,10,1,1,4,4,10,3,3,3,4,4,4,3,4,4,4,2,1,1,5,1,1,5,5,5,4,4,5,1,1,1,2,3,1,1,4,4,4,1,2,2,1,1,3,4,9,1,NA,1,1,3,1,29,4,4,NA,2,4,1,3,6,NA,NA,14,2,1,3,10,2,2,466,1,21,1,2,2,2,2,2,2,2,1,1,2,2,2,2,1,1,NA,NA,NA,NA
"56",9371,3,2,1,3,4,4,4,2,1,3,2,20,2,NA,NA,2,4,4,4,4,4,3,25,1,2,1,4,3,35,2,NA,NA,NA,NA,NA,8,1,1,1,4,NA,1,8,1,2,1,1,4,3,3,4,4,4,4,1,3,7,3,3,4,5,3,4,4,2,5,4,2,2,2,2,2,2,2,2,3,6,6,4,3,1,2,3,1,2,NA,1,2,1,1,36,1,1,NA,1,2,4,3,10,NA,NA,12,1,2,4,4,1,2,447,1,21,1,6,2,1,1,1,2,2,1,2,1,1,2,2,1,NA,NA,NA,NA,NA
"57",9381,1,1,22,1,1,1,1,1,1,1,1,0,2,NA,NA,4,4,1,2,4,4,2,28,2,4,4,2,4,36,1,NA,NA,NA,NA,NA,1,1,1,1,1,6,7,7,5,1,3,4,4,1,1,1,1,1,1,4,1,4,1,1,1,3,2,3,3,1,1,2,1,3,2,3,1,1,1,1,3,4,5,3,1,1,2,2,23,3,NA,1,1,2,1,40,2,1,NA,1,2,3,4,7,NA,NA,12,2,1,4,2,2,2,171,1,21,1,2,2,2,2,2,1,2,1,1,2,2,2,2,1,1,NA,NA,NA,NA
"58",9391,1,1,1,2,1,1,1,1,1,1,1,50,2,NA,NA,4,3,2,1,1,1,2,29,4,4,4,4,4,34,2,NA,NA,NA,NA,NA,1,8,9,8,1,1,9,1,6,1,2,1,5,4,4,4,4,4,4,1,1,2,3,2,2,4,5,5,2,3,5,2,1,1,1,3,1,1,4,1,5,6,5,1,2,0,2,1,2,1,NA,1,1,1,3,63,3,2,NA,2,1,4,3,4,50,NA,15,1,2,5,1,2,2,139,1,21,1,4,2,2,1,2,1,1,1,2,2,2,1,2,2,2,NA,NA,NA,NA
"59",9401,1,1,11,1,1,1,1,1,1,1,1,10,2,NA,NA,3,4,3,3,3,3,3,25,3,3,3,3,3,33,2,NA,NA,NA,NA,NA,5,7,7,7,1,5,6,7,7,5,1,1,4,4,4,4,4,3,4,4,1,2,4,1,4,5,5,5,3,2,1,2,1,1,1,1,1,1,1,1,2,5,5,2,1,2,2,1,2,1,NA,1,1,6,1,44,3,2,NA,1,4,3,2,7,NA,NA,12,NA,3,3,4,3,2,79,1,21,1,3,2,2,2,1,2,1,1,1,2,2,2,2,2,2,NA,NA,NA,NA
"60",9411,2,2,1,1,2,1,1,2,2,1,1,45,2,NA,NA,3,4,1,1,3,4,1,28,4,4,4,4,4,32,3,NA,NA,NA,NA,NA,6,5,7,3,5,3,6,7,4,1,4,2,4,3,3,3,3,3,3,2,1,4,4,3,2,2,2,2,3,3,4,2,2,1,2,1,1,1,2,2,4,5,5,4,2,1,2,3,8,5,NA,1,2,4,1,23,2,1,NA,2,1,3,4,6,NA,NA,12,2,3,3,2,2,2,447,1,21,1,3,1,2,2,2,2,1,1,1,2,2,2,2,2,2,NA,NA,NA,NA
"61",9421,4,3,1,3,3,3,3,2,3,3,3,35,2,NA,NA,1,2,3,4,3,4,2,27,1,2,2,2,2,NA,3,NA,NA,NA,NA,NA,8,5,5,4,1,8,1,6,7,1,4,3,4,1,4,2,1,3,2,3,3,6,1,3,1,1,3,2,3,3,3,3,2,3,3,2,3,3,2,3,5,1,2,3,3,2,1,3,1,2,NA,2,2,3,1,55,2,1,NA,2,1,3,4,2,62,NA,18,1,3,5,3,NA,2,374,1,21,1,4,2,1,1,2,1,1,2,2,1,1,2,2,1,1,NA,NA,NA,NA
"62",9431,3,2,4,1,2,1,1,1,1,1,1,0,2,NA,NA,4,4,1,1,2,1,1,27,4,4,4,4,4,36,1,NA,NA,NA,NA,NA,1,8,8,5,1,4,5,2,10,1,3,1,1,4,2,2,3,2,2,1,1,2,5,1,1,2,3,4,2,2,4,1,1,3,1,4,4,1,4,4,3,1,1,1,2,0,3,1,23,1,NA,1,1,22,2,63,2,2,NA,2,1,4,3,1,63,NA,10,NA,3,3,3,2,2,65,1,21,1,3,2,2,2,2,2,2,1,2,2,2,2,2,2,2,NA,NA,NA,NA
"63",9441,4,2,13,2,1,1,1,1,1,1,2,30,2,NA,NA,4,3,3,1,2,1,1,25,4,4,4,4,4,36,2,NA,NA,NA,NA,NA,5,6,7,10,1,4,7,5,10,1,3,1,4,4,3,3,4,3,4,1,1,1,5,1,5,5,5,5,2,1,5,1,1,1,1,1,1,1,1,1,2,1,1,3,2,1,3,3,3,1,NA,1,1,3,2,22,4,4,NA,4,2,1,3,6,NA,NA,16,2,4,2,4,2,2,171,1,21,1,2,1,2,2,2,2,1,1,1,2,1,2,2,2,2,NA,NA,NA,NA
"64",9451,1,1,1,1,2,1,2,1,1,1,1,99,2,NA,NA,4,4,1,1,2,2,1,29,4,4,4,4,4,36,1,NA,NA,NA,NA,NA,1,10,8,5,1,1,6,4,2,3,3,1,4,4,4,4,4,4,4,1,1,2,5,5,5,5,5,5,4,3,5,3,1,1,1,1,1,1,1,1,5,5,5,4,3,1,2,2,2,1,NA,1,2,1,1,65,2,2,NA,1,2,3,4,6,NA,NA,12,NA,5,3,2,2,2,371,1,21,1,4,1,2,2,2,2,1,1,1,2,2,1,2,2,2,NA,NA,NA,NA
"65",9461,1,1,1,2,1,1,1,1,1,1,1,30,2,NA,NA,4,4,1,1,1,3,1,28,4,4,4,4,4,36,3,NA,NA,NA,NA,NA,1,10,10,10,1,1,9,1,5,1,3,1,4,4,2,3,4,4,4,1,1,1,5,2,2,5,5,5,3,1,5,1,1,1,1,1,1,1,1,1,1,4,1,2,3,2,3,1,6,1,NA,1,1,6,1,48,4,4,NA,2,4,1,3,2,62,NA,17,1,5,3,3,2,2,171,1,21,1,2,NA,2,2,2,1,1,1,1,2,2,1,1,2,2,NA,NA,NA,NA
"66",9471,1,1,1,1,NA,1,4,1,3,2,1,50,2,NA,NA,2,4,2,3,4,4,1,28,2,4,2,4,4,33,2,NA,NA,NA,NA,NA,2,6,6,4,1,4,1,1,1,1,4,1,1,4,3,3,3,3,3,4,4,2,4,1,3,5,4,4,3,1,5,2,1,3,1,3,1,1,1,4,3,3,5,1,3,0,1,2,23,5,NA,1,3,5,1,38,2,1,NA,2,1,4,3,7,NA,NA,10,NA,5,3,3,2,2,65,1,21,1,3,2,4,2,2,1,2,1,1,2,2,1,1,2,2,NA,NA,NA,NA
"67",9481,2,2,2,2,2,2,2,2,2,2,2,0,2,NA,NA,4,4,2,2,2,2,2,28,4,3,4,4,4,36,NA,NA,NA,NA,NA,NA,7,7,1,3,1,1,1,4,1,1,2,2,4,4,4,4,4,4,4,1,1,3,5,4,4,4,5,5,3,2,4,3,1,1,1,1,1,1,1,1,4,5,5,2,2,1,2,2,20,1,NA,1,2,3,1,36,2,2,NA,1,2,4,3,7,NA,2,12,2,1,4,5,2,2,38,1,21,1,7,2,1,2,1,1,1,2,1,2,2,2,1,1,1,NA,NA,NA,NA
"68",9491,4,2,1,1,1,1,1,1,1,1,1,30,2,NA,NA,4,4,4,4,1,4,1,25,1,4,4,2,4,33,2,NA,NA,NA,NA,NA,4,7,8,8,1,2,8,2,9,1,4,1,4,4,3,4,4,4,4,2,1,1,5,1,3,5,5,5,4,1,5,1,1,1,1,1,1,1,1,4,5,3,5,2,3,1,2,1,5,1,NA,1,1,3,1,28,3,3,NA,2,1,4,3,7,NA,NA,15,1,5,2,2,1,2,475,1,21,1,2,1,2,2,2,1,1,1,1,2,2,1,1,2,2,NA,NA,NA,NA
"69",9501,2,2,2,2,1,1,1,1,1,1,1,40,2,NA,NA,3,2,1,4,4,4,2,28,1,3,2,4,3,35,3,NA,NA,NA,NA,NA,5,5,5,5,1,5,5,5,5,5,1,3,4,4,4,4,3,4,4,1,1,5,5,3,4,2,5,5,4,1,5,4,4,3,2,1,1,1,3,1,4,3,5,4,3,3,2,1,23,2,NA,1,2,1,1,55,2,1,NA,1,4,2,3,2,49,NA,12,2,4,6,3,NA,2,79,1,21,1,3,1,2,2,1,2,2,2,2,2,2,1,1,2,2,NA,NA,NA,NA
"70",9511,1,1,1,2,NA,2,2,3,NA,2,2,0,2,NA,NA,3,2,3,2,2,2,2,25,2,2,2,3,3,36,3,NA,NA,NA,NA,NA,5,1,3,1,2,3,3,8,1,1,NA,3,4,1,1,4,4,4,1,2,4,7,4,4,5,5,5,4,2,1,5,2,4,3,3,3,1,3,4,3,1,3,2,2,1,0,2,3,4,5,NA,1,2,4,1,31,1,1,NA,1,4,2,3,6,NA,NA,17,1,3,3,3,1,2,171,1,21,1,2,1,1,2,2,2,2,2,2,2,2,2,2,1,1,NA,NA,NA,NA
"71",9521,1,2,1,2,2,1,3,1,1,1,2,0,2,NA,NA,4,4,2,3,2,2,1,26,4,2,2,3,4,36,3,NA,NA,NA,NA,NA,3,8,9,8,1,2,7,8,5,1,3,1,4,4,3,4,4,3,3,1,1,2,5,3,2,4,4,3,2,2,3,4,1,1,1,1,4,1,1,4,4,3,5,2,2,1,3,3,23,5,NA,1,1,5,1,45,3,3,NA,2,1,3,4,7,NA,NA,12,2,2,4,7,NA,2,NA,1,21,1,6,1,2,2,2,1,1,1,2,2,2,2,2,2,1,NA,NA,NA,NA
"72",9531,1,2,1,2,2,2,2,2,2,2,2,0,2,NA,NA,3,3,3,2,3,3,3,27,3,3,2,2,3,32,2,NA,NA,NA,NA,NA,1,10,9,1,1,2,8,8,2,2,3,2,2,3,3,2,2,3,3,4,4,4,4,4,4,4,4,4,2,2,2,3,1,1,1,1,1,1,1,1,2,3,5,2,2,2,1,3,2,1,NA,1,2,1,1,69,2,1,NA,2,1,3,4,4,48,2,4,2,5,3,2,NA,2,139,1,21,1,4,2,2,1,2,2,1,2,1,2,1,2,2,2,2,NA,NA,NA,NA
"73",9541,2,2,16,2,2,2,2,2,2,2,1,0,2,NA,NA,2,2,3,3,3,2,2,25,3,3,3,2,2,33,2,NA,NA,NA,NA,NA,5,3,1,2,1,8,6,10,1,7,3,3,2,3,2,3,3,3,3,2,2,6,3,3,3,4,3,3,2,2,2,3,2,2,2,2,2,2,2,2,4,3,5,2,3,2,2,3,8,2,NA,2,2,4,1,34,1,1,NA,1,3,2,4,5,86,2,18,1,3,4,3,3,2,134,1,21,1,4,2,1,1,1,2,2,2,1,2,2,2,1,2,2,NA,NA,NA,NA
"74",9551,1,1,4,1,2,2,1,1,2,3,1,99,2,NA,NA,3,4,1,1,4,4,1,27,4,4,2,4,4,35,2,NA,NA,NA,NA,NA,4,5,5,2,1,5,2,1,1,5,1,3,4,4,3,3,2,1,4,4,1,4,5,1,4,3,5,5,4,1,5,2,4,3,1,4,1,1,4,1,2,6,5,4,4,0,2,1,23,1,NA,1,2,10,1,60,2,1,NA,2,1,3,4,4,51,2,14,2,3,5,3,3,2,14,1,21,1,4,2,2,2,2,2,1,1,1,2,2,1,1,2,2,NA,NA,NA,NA
"75",9561,1,1,12,1,2,2,2,1,1,1,1,50,2,NA,NA,3,2,1,1,4,4,1,27,2,1,4,4,4,36,4,NA,NA,NA,NA,NA,1,9,8,1,1,1,10,3,1,1,3,3,2,4,4,3,1,4,4,1,1,1,5,5,5,1,2,5,1,1,5,4,1,1,1,1,1,1,1,1,5,2,5,1,2,1,3,2,2,1,NA,1,1,2,1,53,1,1,NA,1,2,4,3,4,71,NA,12,1,5,6,3,3,2,220,1,21,1,6,1,2,2,2,1,1,1,1,2,2,1,1,2,2,NA,NA,NA,NA
"76",9571,1,2,1,2,1,1,1,1,1,1,1,0,2,NA,NA,4,NA,3,2,2,3,3,25,2,2,3,3,3,36,2,NA,NA,NA,NA,NA,4,7,8,5,1,5,8,6,1,1,3,2,1,3,2,2,3,3,3,1,1,4,4,3,4,4,3,3,2,2,3,3,1,1,1,1,1,1,1,1,4,4,5,2,3,3,2,2,2,1,NA,1,1,2,1,71,2,1,NA,2,3,1,4,4,48,2,12,2,5,3,2,3,2,139,1,21,1,4,2,2,1,1,2,2,2,1,1,2,1,2,2,2,NA,NA,NA,NA
"77",9581,1,1,12,2,2,1,1,2,2,1,1,0,2,NA,NA,2,3,2,2,2,2,2,26,2,3,3,3,3,34,2,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,4,NA,1,3,3,3,3,3,3,4,4,4,4,3,3,4,4,4,2,2,2,4,4,4,4,4,4,4,4,4,1,3,1,2,3,3,2,2,22,4,NA,NA,4,22,1,80,3,2,NA,2,1,3,4,2,50,2,14,2,5,2,1,2,2,139,1,21,1,4,2,4,2,2,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA
"78",9591,2,1,1,1,1,1,1,NA,1,1,1,0,2,NA,NA,4,3,1,1,4,4,1,28,4,4,4,2,4,36,3,NA,NA,NA,NA,NA,5,8,8,9,1,5,8,5,10,2,3,2,4,4,4,4,4,4,4,1,1,1,5,5,5,5,5,5,3,2,3,1,4,4,1,3,1,1,4,4,1,1,1,2,2,1,2,3,3,1,NA,1,4,21,1,18,2,1,NA,2,4,1,3,8,NA,NA,11,2,4,4,7,2,2,171,1,21,1,2,NA,2,2,2,2,1,1,1,2,2,2,2,2,2,NA,NA,NA,NA
"79",9601,2,1,1,2,3,3,1,1,1,1,1,50,2,NA,NA,4,4,3,1,3,3,1,28,1,4,1,4,4,36,3,NA,NA,NA,NA,NA,2,5,4,4,1,4,4,6,3,3,4,3,4,4,4,4,3,4,4,4,1,5,3,3,3,4,4,4,2,1,5,1,4,4,1,3,1,1,4,1,2,5,5,2,3,0,2,2,10,6,NA,1,2,5,1,40,3,3,NA,2,1,4,3,8,NA,NA,13,NA,3,6,5,1,2,246,1,21,1,2,1,1,1,2,2,2,1,1,2,2,2,2,1,1,NA,NA,NA,NA
"80",9611,1,2,2,2,2,2,2,2,2,3,2,65,2,NA,NA,3,4,3,2,4,4,1,25,3,3,2,4,3,32,2,NA,NA,NA,NA,NA,8,1,3,2,1,6,4,10,2,1,4,2,1,4,4,3,3,4,4,2,2,4,4,3,3,4,4,4,3,2,5,4,2,2,2,2,2,1,4,1,5,5,5,4,3,1,1,2,1,2,NA,1,2,1,1,60,2,1,NA,1,2,3,4,9,NA,NA,12,2,5,3,NA,NA,2,139,1,21,1,4,2,1,1,1,2,2,1,2,1,1,2,2,1,1,NA,NA,NA,NA
"81",9621,4,3,2,3,4,3,3,4,4,4,3,99,1,NA,NA,4,3,4,3,3,3,3,25,1,1,1,2,2,35,3,NA,NA,NA,NA,NA,10,1,1,1,5,10,1,10,1,8,3,4,4,3,2,2,1,4,4,2,2,7,1,1,3,4,5,5,4,1,4,4,2,2,2,2,2,2,2,2,2,5,6,2,1,3,1,4,1,2,NA,2,2,1,1,54,2,2,NA,2,1,3,4,5,72,NA,23,1,NA,5,2,2,2,476,1,21,1,6,1,1,1,1,2,2,2,2,1,1,1,2,1,1,NA,NA,NA,NA
"82",9631,1,1,1,1,1,1,1,1,1,1,2,99,1,NA,NA,4,4,2,3,3,3,3,28,NA,3,2,2,3,36,1,NA,NA,NA,NA,NA,2,4,6,5,NA,2,7,5,4,1,2,2,2,4,3,3,3,3,2,4,4,NA,4,5,4,4,3,2,2,3,3,1,3,4,4,4,4,4,4,4,4,2,3,2,4,3,1,2,22,5,NA,1,1,1,1,70,3,1,NA,1,3,2,4,4,46,NA,12,2,3,3,2,2,2,134,1,21,1,6,1,6,1,2,1,2,2,1,1,1,2,1,2,2,NA,NA,NA,NA
"83",9641,2,1,11,2,4,4,3,1,3,3,2,50,1,NA,NA,2,4,1,4,4,4,1,28,1,4,1,4,3,33,3,NA,NA,NA,NA,NA,5,8,5,5,1,5,1,10,3,3,3,3,4,3,4,4,4,4,4,1,1,5,3,3,3,3,5,5,3,2,4,4,1,1,1,1,1,1,1,1,4,5,5,4,3,2,2,2,1,1,NA,1,2,1,1,50,2,1,NA,1,4,2,3,8,NA,NA,10,2,3,4,3,NA,2,447,1,21,1,3,2,1,1,2,1,1,1,1,1,2,2,1,1,1,NA,NA,NA,NA
"84",9651,2,1,1,2,3,2,2,2,2,1,1,40,2,NA,NA,3,4,2,2,3,3,1,27,4,4,4,3,4,33,2,NA,NA,NA,NA,NA,4,6,6,7,1,5,7,5,5,3,1,1,4,4,4,4,3,2,3,4,1,4,4,2,4,4,4,5,2,1,5,2,2,1,1,4,1,1,1,3,4,5,5,3,3,1,2,2,2,1,NA,1,2,1,1,45,3,2,NA,1,4,3,2,6,NA,NA,12,2,3,NA,5,2,2,365,1,21,1,3,1,2,2,2,2,2,1,1,2,2,2,2,2,2,NA,NA,NA,NA
"85",9661,1,2,1,3,3,2,2,2,3,3,3,60,1,NA,NA,2,3,2,3,3,3,3,28,2,3,2,2,3,36,2,NA,NA,NA,NA,NA,8,4,4,3,1,7,2,8,2,5,3,4,4,1,4,3,3,4,4,4,2,5,3,1,2,3,2,2,3,1,4,3,2,2,2,2,2,2,2,2,4,3,5,3,3,1,2,3,1,2,NA,1,2,1,1,58,2,1,NA,1,2,4,3,4,68,NA,18,1,2,5,2,2,2,171,1,21,1,2,2,1,1,1,2,2,1,2,2,1,2,2,1,1,NA,NA,NA,NA
"86",9671,3,2,22,3,3,NA,2,3,3,3,2,35,2,NA,NA,2,3,2,3,3,3,1,27,1,2,2,3,4,36,3,NA,NA,NA,NA,NA,6,2,2,2,1,6,4,8,1,3,3,1,2,4,3,3,3,2,4,4,4,5,4,1,3,3,4,3,4,2,4,2,4,3,2,2,1,4,4,4,5,5,5,2,3,1,2,2,1,2,NA,1,2,1,2,51,2,2,NA,1,2,4,3,4,81,NA,14,1,3,4,4,3,2,171,1,21,1,2,1,1,2,1,2,2,1,2,2,1,2,2,1,1,NA,NA,NA,NA
"87",9681,2,2,2,4,1,2,2,2,1,2,2,20,2,NA,NA,3,4,1,2,2,4,2,28,4,3,3,3,3,32,1,NA,NA,NA,NA,NA,8,5,4,3,2,8,6,8,4,2,4,2,4,4,3,3,3,2,1,2,2,7,3,2,2,3,2,1,4,1,5,2,2,2,2,2,2,2,2,2,1,5,5,2,1,1,2,3,1,2,NA,1,2,1,1,70,2,1,NA,2,1,4,3,3,53,NA,17,1,5,3,1,3,2,447,1,21,1,3,2,1,1,1,2,2,1,2,1,1,2,2,1,1,NA,NA,NA,NA
"88",9691,2,2,1,2,2,2,2,2,2,1,2,0,2,NA,NA,4,3,2,2,3,3,2,27,4,4,4,2,4,36,NA,NA,NA,NA,NA,NA,1,5,5,10,1,1,5,2,NA,1,3,2,4,4,4,3,4,4,4,1,1,1,5,3,2,2,5,5,2,2,4,2,1,1,1,1,1,1,4,1,2,4,4,2,2,1,3,2,6,1,NA,1,1,6,2,35,4,4,NA,2,1,4,3,1,61,2,14,1,3,4,10,2,2,7,1,21,1,7,2,2,2,2,2,1,1,1,2,2,1,2,2,2,NA,NA,NA,NA
"89",9701,1,1,12,1,1,1,1,1,1,1,1,30,2,NA,NA,4,4,1,1,4,4,1,27,2,4,4,4,4,36,1,NA,NA,NA,NA,NA,3,1,1,1,1,4,1,5,1,1,4,4,1,4,4,4,2,4,4,4,2,6,5,3,1,5,5,5,4,1,1,4,4,4,4,3,1,1,4,4,5,5,5,2,1,1,2,1,8,3,NA,1,2,8,1,28,1,1,NA,1,4,3,2,7,NA,NA,12,1,3,2,1,2,2,447,1,21,1,3,2,1,2,2,2,2,2,2,2,1,1,2,1,1,NA,NA,NA,NA
"90",9711,1,1,1,2,2,2,1,1,1,1,3,35,2,NA,NA,4,4,1,3,4,3,1,27,4,4,4,4,4,33,2,NA,NA,NA,NA,NA,1,10,10,5,1,3,4,3,8,1,3,1,1,4,4,4,4,4,4,1,1,4,5,5,5,5,5,5,2,3,5,3,1,1,1,1,1,1,1,1,4,3,5,3,3,1,3,1,2,1,NA,1,2,10,1,52,3,2,NA,2,1,4,3,2,51,NA,10,NA,5,4,2,NA,2,447,1,21,1,3,1,2,2,2,1,1,1,1,2,2,1,2,1,2,NA,NA,NA,NA
"91",9721,1,1,1,1,1,1,1,1,1,1,1,0,2,NA,NA,4,3,4,1,1,3,1,25,4,4,4,4,4,32,2,NA,NA,NA,NA,NA,1,9,9,10,1,1,9,1,10,1,2,1,4,4,3,3,4,3,4,3,1,1,5,3,5,2,5,5,3,2,5,1,1,1,1,1,1,1,1,1,2,1,1,3,3,1,3,2,99,1,NA,1,1,2,1,40,2,1,NA,2,4,1,3,7,NA,NA,12,2,4,5,9,2,2,171,1,21,1,2,1,2,2,2,1,1,1,1,2,2,1,1,2,2,NA,NA,NA,NA
"92",9731,1,1,1,1,2,3,2,2,2,1,1,0,2,NA,NA,3,4,3,2,2,2,2,25,3,3,3,2,3,36,3,NA,NA,NA,NA,NA,5,6,6,10,1,5,9,5,10,1,NA,3,4,4,4,4,3,4,2,4,1,1,5,4,4,5,5,4,3,3,5,1,4,1,1,3,1,1,4,4,2,2,5,4,3,1,1,1,3,1,NA,1,1,3,1,60,4,2,NA,2,1,3,4,8,NA,NA,8,NA,5,2,2,3,2,171,1,21,1,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,NA,NA,NA,NA
"93",9741,2,2,2,2,3,3,3,3,3,3,3,50,2,NA,NA,3,3,2,4,4,4,4,29,2,2,2,3,2,35,NA,NA,NA,NA,NA,NA,10,3,3,2,5,6,3,6,6,5,3,3,4,2,3,3,2,3,3,4,2,5,4,3,3,2,5,5,4,2,4,1,2,1,3,3,1,3,2,4,2,5,5,3,2,1,2,3,1,2,NA,1,2,1,2,70,2,1,NA,2,1,4,3,1,54,2,12,2,5,3,2,2,2,NA,1,21,1,7,2,1,1,2,2,2,1,2,1,1,2,2,1,1,NA,NA,NA,NA
"94",9751,3,2,1,1,1,4,1,1,3,2,2,25,2,NA,NA,4,4,1,3,2,2,2,26,4,4,2,4,4,33,2,NA,NA,NA,NA,NA,3,9,10,5,1,2,10,2,1,1,4,1,4,4,4,4,3,3,4,1,1,4,5,5,5,1,5,5,2,3,5,4,1,1,1,1,1,1,1,1,5,5,5,4,3,0,1,3,10,1,NA,NA,1,2,1,60,2,2,NA,2,1,4,3,2,49,NA,12,2,NA,3,2,3,2,477,1,21,1,3,1,2,1,2,2,NA,1,2,2,2,2,2,2,1,NA,NA,NA,NA
