"","a1","a6","a7","a8","a10","a11","a12","a13","a14","a15","a16","a17","a18","a20","a21","a22","a23","a24","a25","a26","a27","a28","a29","a30","a32","a33","a34","a35","a36","a37","a39","a40","a41","a42","a43","a44","a45","a46","a47","a48","a49","a50","a51","a52","a53","a54","a55","a56","a57","a58","a59","a60","a61","a62","a63","a64","a65","a66","a67","a68","a69","a70","a71","a72","a73","a74","a75","a76","a77","a78","a79","a80","a81","a82","a83","a84","b6","b7","b8","b9","b10","b11","b12","b13","b14","b16","b17","b19","b20","b21","b23","b24","b26","b27","b28","b29","b30","b31","b32","b33","b35","b37","b38","b40","b41","b42","b44","b46","b47","b48","b51","b52","b55","b56","b64","b65","b66","b67","b68","b69","b70","b71","b72","b73","b74","b75","b76","b77","b79","b81","b83","b85"
"722",2101,1,1,2,2,NA,NA,NA,NA,NA,2,2,NA,NA,1,1,4,3,3,3,2,2,2,25,4,3,3,4,4,32,NA,3,1,2,4,1,5,8,8,5,1,4,8,6,2,2,3,1,1,3,3,3,3,4,4,1,1,4,4,3,3,3,5,3,4,3,4,4,1,1,1,1,1,3,1,3,4,6,6,4,3,1,1,2,1,1,NA,1,2,1,NA,75,NA,1,NA,2,1,4,3,4,50,NA,7,2,NA,3,2,2,1,300,1,7,1,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"723",2111,1,1,2,2,4,4,4,4,4,4,1,65,1,1,1,4,4,4,1,1,4,1,NA,4,4,4,4,4,36,2,3,4,2,1,1,10,1,5,1,3,7,1,9,1,7,4,3,4,4,4,3,3,4,1,1,2,7,5,5,5,5,5,5,3,4,5,4,2,2,2,2,2,2,2,2,NA,NA,NA,NA,1,1,2,3,4,5,NA,1,2,4,3,54,2,1,NA,2,1,3,4,4,48,NA,15,2,3,4,4,NA,1,459,1,7,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"724",2121,2,1,1,2,4,3,3,1,2,3,3,60,1,2,3,4,2,3,4,2,1,3,26,2,2,2,3,2,35,2,3,4,1,2,1,7,3,3,1,4,5,2,8,1,5,2,3,1,3,4,4,4,4,4,2,2,5,3,4,2,2,3,2,4,2,1,4,2,2,3,2,2,3,2,1,1,5,5,3,3,0,2,3,1,2,NA,1,2,1,1,50,1,1,NA,1,4,2,3,8,NA,NA,12,2,2,5,5,1,1,413,1,7,1,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"725",2131,4,3,2,2,3,4,3,3,4,3,3,60,1,3,4,2,3,4,4,4,4,4,25,1,1,1,3,1,35,4,4,3,1,2,1,2,1,1,1,1,2,1,10,1,2,4,3,4,1,3,4,3,3,1,2,4,6,1,3,1,1,4,1,4,1,1,4,2,2,2,2,2,2,2,2,4,5,5,1,1,1,2,3,23,2,NA,2,2,1,1,49,2,1,NA,1,2,4,3,10,NA,NA,15,1,2,4,5,1,1,460,1,7,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"726",2141,3,2,1,2,3,3,1,1,1,2,1,30,2,2,1,4,3,1,1,3,3,1,27,3,3,2,3,4,36,3,1,3,4,2,1,4,8,8,1,1,4,7,4,3,4,2,1,1,4,3,4,2,3,4,1,1,2,4,3,4,4,4,5,3,3,5,1,3,1,1,3,1,1,1,4,4,5,5,3,3,1,2,2,2,1,NA,1,1,2,1,35,2,1,NA,2,1,4,3,8,NA,NA,12,1,3,5,5,1,1,42,1,7,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"727",2151,3,1,1,3,2,3,4,1,1,2,1,45,2,2,2,4,2,2,1,3,4,2,28,4,4,4,4,4,33,3,1,3,4,2,1,2,10,10,3,1,2,8,6,6,1,3,1,1,4,3,3,2,2,2,1,1,2,4,2,2,2,4,4,3,2,5,4,1,1,1,1,4,1,1,1,5,5,5,4,3,1,2,3,2,1,NA,1,4,22,2,68,1,1,NA,1,2,4,3,8,NA,NA,13,2,3,4,2,1,1,461,1,7,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"728",2161,4,1,1,2,2,3,2,1,2,2,2,50,1,2,2,3,2,2,2,3,4,1,28,3,4,2,4,3,35,3,4,3,1,2,1,5,7,6,5,1,6,7,6,5,4,2,1,4,4,4,3,3,4,4,1,1,2,5,1,2,4,5,2,4,2,4,1,1,1,1,3,1,3,1,1,5,5,5,4,2,1,2,3,2,1,NA,1,1,7,2,58,3,1,NA,1,2,4,3,2,56,NA,13,2,4,3,2,1,1,19,1,7,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"729",2171,1,1,1,1,1,1,1,1,1,1,1,45,2,3,1,4,4,1,2,1,1,1,26,4,4,2,4,4,32,1,1,3,4,2,1,1,10,9,8,1,1,10,2,5,1,4,1,1,4,4,4,3,1,4,1,1,1,5,5,1,3,4,5,4,2,5,4,1,1,1,1,1,1,1,1,5,5,5,4,4,1,2,1,2,1,NA,1,1,19,1,52,2,2,NA,1,4,2,3,10,NA,NA,16,1,2,4,5,1,1,413,1,7,1,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"730",2181,1,1,12,1,3,2,1,1,1,2,1,45,2,1,2,4,3,2,2,3,1,1,27,1,4,2,4,4,35,1,3,1,4,2,1,4,8,7,3,1,2,3,8,6,3,1,1,1,3,4,4,4,3,3,1,1,4,4,1,4,4,5,4,4,3,3,4,1,1,1,2,1,1,1,1,2,4,1,3,3,1,2,1,2,1,NA,1,2,1,1,42,1,1,NA,2,4,1,3,4,82,NA,12,2,3,5,5,1,1,201,1,7,1,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"731",2191,1,1,1,1,1,2,1,1,1,1,1,10,2,4,1,4,4,1,1,1,1,1,28,4,4,4,4,4,36,3,1,2,3,4,3,1,10,10,8,1,1,10,1,5,1,3,1,2,4,3,3,4,4,4,1,1,1,4,1,1,2,5,5,4,3,5,1,1,1,1,1,1,1,1,1,5,5,4,4,3,2,2,1,2,1,NA,1,1,2,5,20,3,3,NA,2,1,4,3,6,NA,NA,12,2,4,4,6,1,1,139,1,7,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"732",2201,1,1,NA,1,1,1,1,1,1,1,1,0,NA,2,1,4,4,1,1,2,2,1,NA,4,4,4,4,4,NA,1,1,2,NA,NA,3,1,10,8,10,1,1,10,9,10,1,NA,1,1,4,4,4,4,4,4,4,1,1,5,NA,5,5,5,5,4,2,5,1,1,1,1,1,1,1,1,1,3,5,2,3,2,1,2,1,99,6,NA,1,1,99,1,50,2,3,NA,2,4,NA,NA,10,NA,NA,25,1,3,4,7,1,1,171,1,7,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"733",2211,2,2,4,1,1,1,1,2,1,1,1,30,2,2,1,3,4,1,2,2,3,1,28,4,4,4,3,4,NA,2,1,4,2,3,2,1,9,9,9,1,1,10,9,NA,1,3,1,4,4,4,4,4,4,4,1,1,2,5,5,5,5,5,5,4,2,5,1,1,1,1,1,1,1,1,1,4,5,5,4,3,2,NA,1,23,1,NA,1,2,1,1,45,2,2,NA,2,4,1,3,10,NA,NA,12,2,2,4,4,1,1,171,1,7,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"734",2221,3,1,1,2,3,2,2,2,2,2,1,40,2,4,2,4,3,1,3,4,4,1,26,4,4,4,3,4,35,2,1,4,3,2,2,3,9,8,6,1,3,8,4,5,1,1,1,4,4,3,3,2,4,4,1,1,3,4,4,2,1,5,5,2,3,5,2,1,1,1,1,1,1,1,1,4,4,5,4,3,1,2,3,2,1,NA,1,1,7,2,77,2,2,NA,1,2,4,3,4,48,NA,12,1,2,3,2,1,1,139,1,7,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"735",2231,2,1,5,2,3,2,2,1,2,2,4,30,2,1,2,2,3,1,1,1,3,3,29,1,1,1,4,4,36,2,3,1,4,2,1,5,6,5,2,2,6,6,8,1,5,2,4,1,3,4,3,4,4,4,NA,1,4,4,3,3,4,4,5,4,2,5,4,1,1,1,4,1,1,1,2,5,4,5,4,3,1,2,4,8,1,NA,1,2,1,1,35,1,1,NA,4,1,2,3,6,NA,NA,14,1,3,3,4,1,1,40,1,7,1,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"736",2241,4,3,2,3,4,4,2,4,NA,3,3,65,1,2,4,1,2,3,4,4,4,2,NA,1,2,1,1,3,32,3,4,1,3,2,1,8,2,1,1,2,9,1,4,1,4,NA,4,1,1,1,1,1,1,1,2,2,4,3,4,4,5,5,5,3,1,5,4,2,2,2,2,2,2,2,2,5,5,5,4,1,1,2,2,1,2,NA,NA,2,1,1,74,2,2,NA,1,4,2,3,4,46,NA,20,1,2,4,2,1,1,139,1,7,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"737",2251,1,1,1,1,3,NA,2,3,2,NA,1,90,2,3,2,4,4,3,2,2,3,4,29,4,4,3,3,4,36,2,4,1,3,2,1,8,6,5,6,2,8,7,7,3,1,4,2,2,2,3,2,2,3,4,1,1,3,2,2,1,2,5,4,3,2,3,NA,1,1,2,1,1,1,2,1,4,5,5,2,3,2,2,2,2,1,NA,NA,2,1,NA,54,2,2,NA,2,1,4,3,2,62,NA,14,1,1,NA,5,1,1,120,1,7,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"738",2261,1,1,5,1,1,1,2,2,2,1,1,40,2,2,2,4,4,3,2,3,2,2,25,3,4,4,4,4,36,3,1,3,4,2,3,1,8,10,5,1,1,10,5,3,1,2,1,3,4,4,4,4,3,4,1,1,1,5,3,3,4,4,4,4,2,5,2,1,1,1,1,1,1,1,1,5,5,5,4,4,1,3,1,2,1,NA,1,1,2,4,50,2,1,NA,1,2,3,4,8,NA,NA,12,2,1,3,3,1,1,201,1,7,1,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"739",2271,1,1,1,1,3,3,3,2,3,3,2,50,2,2,4,4,4,3,3,3,3,3,29,1,2,2,2,3,36,3,4,3,1,2,1,4,9,9,2,8,4,9,10,2,2,3,3,2,4,3,3,2,4,4,1,1,6,4,2,2,2,5,5,4,2,5,4,1,1,1,1,1,1,1,1,4,5,6,4,3,1,2,3,2,1,NA,2,2,2,2,60,1,1,NA,1,4,2,3,2,58,NA,6,2,5,2,2,1,1,447,1,7,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"740",2281,1,1,1,2,1,1,1,1,1,1,1,0,2,4,1,4,4,1,1,1,2,1,28,4,4,4,1,4,32,1,2,1,3,4,3,1,10,8,8,1,1,8,1,10,1,3,1,4,4,3,3,3,1,4,1,1,2,5,2,3,4,5,5,4,1,4,1,1,1,1,1,1,1,1,1,4,1,1,1,3,0,1,2,3,1,NA,1,1,3,2,38,4,4,NA,2,4,1,3,2,68,NA,30,NA,NA,NA,12,3,1,65,1,8,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"741",2291,2,2,1,1,1,4,1,1,4,2,2,0,2,2,2,2,2,1,3,4,4,1,28,1,4,4,4,3,34,1,1,3,4,2,3,1,8,8,10,1,1,7,5,10,1,1,4,4,3,2,1,4,1,3,3,1,2,5,1,1,4,4,4,3,3,5,1,1,1,1,3,1,1,3,1,3,5,1,4,3,0,1,3,6,1,NA,1,1,6,2,33,4,4,NA,2,4,3,1,6,NA,NA,9,NA,3,4,7,3,1,65,1,8,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"742",2301,3,1,22,1,1,1,1,1,1,1,1,NA,2,1,1,2,3,4,2,1,1,1,25,1,4,4,1,4,36,1,2,1,3,4,3,1,10,8,10,1,1,10,1,10,1,1,1,1,4,3,3,4,4,4,1,1,1,5,5,5,5,5,5,2,2,5,1,2,2,1,1,1,1,1,1,5,1,1,1,1,1,2,1,6,1,NA,1,1,6,1,49,4,4,NA,2,4,3,1,3,73,NA,12,2,5,5,5,1,1,464,1,8,1,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"743",2311,2,2,4,2,2,2,2,2,2,2,2,0,2,2,1,2,2,3,3,3,3,1,28,3,4,2,3,2,33,2,4,3,1,2,1,6,7,2,1,1,4,7,10,2,1,3,2,5,1,4,3,1,1,1,3,1,5,5,3,3,5,5,3,3,1,2,4,1,2,1,2,1,3,1,4,4,2,5,2,1,1,2,1,1,1,NA,1,2,1,1,21,1,1,NA,1,2,3,4,3,91,1,12,2,5,3,2,1,1,209,1,8,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"744",2321,1,1,22,1,1,1,1,1,1,1,1,0,2,4,1,4,3,1,1,2,1,1,27,3,4,4,4,4,33,3,2,3,1,4,1,1,10,10,7,1,1,7,3,1,1,1,1,4,4,3,1,3,2,1,1,1,4,4,4,4,1,5,5,1,4,5,1,1,1,1,1,1,1,1,1,5,5,6,3,3,1,3,1,99,1,NA,1,NA,99,3,67,2,2,NA,1,4,2,3,1,46,NA,18,1,3,3,2,2,1,139,1,8,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"745",2331,2,1,13,2,2,2,2,2,1,1,1,0,2,4,1,4,3,1,1,1,3,1,28,4,4,4,4,4,35,3,4,2,1,3,1,4,8,8,5,3,3,10,4,5,3,1,3,1,4,4,4,4,4,4,1,1,3,5,5,5,5,5,5,4,3,5,1,1,1,2,2,3,1,1,1,2,4,6,1,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,90,1,17,1,4,4,3,3,1,79,1,8,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"746",2341,1,1,1,1,1,1,1,1,1,1,2,0,2,1,1,4,4,3,1,1,1,1,25,4,4,4,3,4,32,2,2,3,4,1,1,1,7,7,1,1,1,7,1,1,1,1,1,4,4,4,4,2,4,4,1,1,1,5,5,5,5,5,5,4,3,5,4,1,1,1,1,1,1,1,1,5,3,6,4,2,2,3,1,2,1,NA,1,1,2,2,44,1,1,NA,1,2,4,3,3,91,1,15,1,5,4,5,3,1,36,1,8,1,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"747",2351,1,1,1,1,1,1,2,2,2,NA,2,30,NA,3,NA,4,3,3,2,4,3,1,28,3,2,2,2,4,36,2,1,3,4,2,2,10,3,4,2,10,9,2,9,2,6,4,1,4,4,3,3,3,2,4,1,1,2,4,2,2,3,4,5,3,1,5,1,4,1,1,3,1,1,4,4,4,6,2,3,3,2,3,2,2,1,NA,1,1,6,2,45,1,4,NA,2,3,1,4,9,NA,NA,15,1,NA,5,7,2,1,36,1,8,1,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"748",2361,3,1,1,1,1,2,1,1,1,2,1,NA,NA,4,2,4,4,1,1,3,2,1,27,4,4,2,3,4,32,2,1,3,4,2,3,4,8,8,8,1,2,8,3,6,1,4,1,3,4,4,4,4,4,4,1,1,3,3,3,4,3,4,4,4,2,5,2,1,1,3,3,1,1,4,1,4,3,2,3,1,2,2,2,6,1,NA,1,1,6,1,50,4,4,NA,2,1,3,4,4,64,NA,18,1,4,4,13,1,1,464,1,8,1,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"749",2371,2,1,1,1,2,2,3,1,1,1,2,0,2,1,2,3,4,1,1,1,1,1,29,4,4,3,4,4,32,1,3,2,1,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,4,4,4,3,3,4,NA,NA,2,5,2,2,5,5,5,1,1,4,4,1,1,1,1,1,1,1,4,4,5,4,1,1,3,2,3,10,5,NA,1,2,1,1,65,2,1,NA,1,4,2,3,4,61,NA,10,NA,3,4,3,1,1,134,1,8,1,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"750",2381,1,1,1,2,1,1,1,1,1,1,1,30,2,2,2,4,3,1,1,2,1,1,27,3,3,3,3,3,32,2,NA,NA,NA,NA,1,1,5,3,5,1,1,5,1,5,6,1,3,4,4,2,2,2,3,4,3,1,2,4,2,2,3,4,4,2,2,4,3,1,1,1,3,3,1,4,1,4,1,4,1,2,1,3,4,5,1,NA,1,1,5,1,40,3,3,NA,2,4,1,3,3,79,2,20,1,1,11,10,NA,1,246,1,8,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"751",2391,1,3,1,2,2,2,2,3,2,2,1,50,2,3,1,3,4,3,2,4,2,1,27,3,4,4,3,4,34,2,1,4,3,2,1,5,5,5,5,1,5,5,5,1,5,2,3,NA,4,4,4,1,4,4,1,2,4,1,3,3,3,4,4,1,1,5,2,1,3,1,3,2,3,2,4,5,2,2,1,1,1,3,3,99,2,NA,NA,4,21,1,18,1,1,NA,3,4,1,2,3,91,1,12,NA,NA,4,4,2,1,79,1,8,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"752",2401,2,1,1,2,1,1,1,1,1,1,1,0,2,4,1,3,4,1,1,2,2,1,27,4,4,4,4,4,34,1,1,2,4,3,3,1,5,5,7,1,1,7,5,10,1,2,1,4,4,1,2,4,4,4,3,1,3,5,1,2,3,4,5,2,2,5,1,1,1,1,1,1,1,4,4,1,5,1,1,2,0,1,2,6,1,NA,1,1,6,2,38,4,4,NA,2,4,1,3,10,NA,NA,12,2,4,4,8,3,1,65,1,8,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"753",2411,1,1,1,NA,2,3,1,1,1,1,1,20,2,2,1,3,4,2,3,3,1,1,27,2,2,2,3,3,35,1,2,4,1,3,3,1,10,7,10,1,1,10,4,10,1,4,1,2,4,4,4,4,4,4,1,1,3,5,5,5,5,5,5,4,4,5,1,1,1,1,1,1,1,1,1,4,5,1,4,3,1,3,1,3,1,NA,1,1,3,1,30,4,4,NA,2,4,1,3,7,NA,NA,17,1,3,3,4,3,1,65,1,8,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"754",2421,1,1,4,1,1,1,1,1,1,1,1,30,2,3,1,4,3,1,1,1,1,1,25,2,2,2,2,2,32,1,1,2,3,4,1,2,10,9,2,1,1,10,1,1,1,1,1,2,4,4,4,4,4,4,1,1,4,5,5,5,5,5,5,3,3,5,4,1,1,1,1,1,1,1,1,4,5,6,1,1,1,1,1,2,1,NA,1,2,8,1,26,NA,1,NA,1,2,4,3,3,90,1,15,2,3,3,3,1,1,447,1,8,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"755",2431,3,2,2,3,1,1,1,1,1,2,1,0,2,2,1,4,3,3,3,3,4,1,28,4,4,2,2,2,32,3,1,4,3,2,1,5,5,5,5,2,5,5,7,5,3,1,1,2,4,4,4,4,4,4,3,3,4,3,1,1,3,4,1,4,4,5,4,1,2,3,3,1,3,1,4,4,5,5,4,3,3,2,1,8,5,NA,1,2,8,1,26,2,1,NA,2,1,3,4,3,78,NA,15,1,2,5,3,1,1,300,1,8,1,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"756",2441,3,2,NA,2,2,1,2,3,1,2,2,10,2,2,1,4,3,2,2,1,2,2,28,4,4,2,4,4,36,3,3,4,1,2,2,5,5,8,2,1,7,8,5,2,1,1,3,1,3,4,3,3,3,4,4,2,4,3,3,4,1,1,1,2,2,5,4,4,2,4,2,4,4,2,2,4,3,4,1,3,2,2,1,12,5,NA,NA,2,22,1,18,1,1,NA,1,2,4,3,3,90,1,10,NA,1,4,6,3,1,36,1,8,1,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"757",2451,2,2,1,2,3,3,2,3,2,3,3,99,1,3,2,1,3,3,3,4,4,2,27,2,2,3,2,3,34,3,3,4,1,2,1,7,5,5,2,3,6,5,8,2,3,1,3,5,4,4,4,3,4,4,2,2,5,1,3,3,4,3,1,3,2,4,4,2,2,3,3,3,1,2,4,4,5,5,4,2,1,2,3,1,2,NA,1,2,1,1,74,2,1,NA,1,2,4,3,4,47,2,12,2,3,4,2,2,1,322,1,8,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"758",2461,3,1,2,2,4,4,1,1,1,2,3,60,2,2,1,2,1,4,4,4,4,3,26,3,4,2,4,4,36,3,3,1,4,2,1,3,8,10,5,1,5,10,9,1,5,1,4,4,4,4,4,3,4,4,4,1,4,5,1,1,3,4,5,3,3,4,NA,1,3,3,3,1,1,1,1,1,5,5,3,4,0,2,3,2,1,NA,1,1,2,1,62,2,1,NA,1,2,4,3,9,NA,NA,18,1,3,4,2,2,1,322,1,8,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"759",2471,2,1,2,2,2,2,2,2,2,2,2,0,2,3,1,4,3,3,3,1,1,1,26,3,3,3,2,4,36,2,2,1,4,3,1,3,3,3,3,1,3,3,3,1,1,3,3,4,1,1,1,1,1,1,4,4,4,2,2,2,2,3,3,2,1,2,3,4,4,3,4,4,4,4,4,2,4,5,2,2,2,3,2,23,4,NA,NA,2,12,1,68,1,1,NA,2,1,4,3,3,91,1,10,2,5,5,7,NA,1,36,1,8,2,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"760",2481,1,1,8,1,1,1,1,1,1,1,1,NA,2,1,1,4,3,4,2,4,4,4,29,4,4,2,4,4,36,2,1,3,2,4,1,1,10,5,8,1,2,6,1,1,1,2,1,4,4,4,3,2,4,4,1,1,1,5,5,5,5,5,5,4,4,5,2,1,1,1,1,1,1,1,1,5,5,5,1,1,1,1,2,2,1,NA,1,1,2,2,65,2,2,NA,2,1,4,3,5,70,NA,17,1,4,4,2,NA,1,135,1,8,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"761",2491,1,1,1,1,2,2,2,2,2,1,1,30,2,3,1,3,2,1,1,1,1,1,28,2,2,2,1,2,36,3,1,2,3,4,1,1,10,7,6,1,2,7,1,2,5,1,1,4,4,2,2,1,4,4,1,1,6,5,5,5,5,5,5,4,3,5,2,1,1,1,1,1,1,1,1,4,5,4,4,4,1,3,1,23,1,NA,1,1,5,1,22,4,3,NA,2,1,4,3,6,NA,NA,12,NA,NA,6,5,1,1,447,1,8,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"762",2501,3,1,2,1,2,2,2,2,2,2,3,25,2,3,1,1,2,2,3,2,2,2,26,2,4,3,4,3,35,2,3,1,4,2,3,1,9,9,3,1,1,2,3,3,2,2,4,1,3,1,3,1,4,4,4,1,3,5,1,4,1,5,5,3,1,5,2,1,1,1,1,1,1,1,1,4,4,5,1,3,1,1,1,99,1,NA,1,2,99,1,47,1,1,NA,2,1,4,3,3,91,1,8,2,2,4,5,3,1,36,1,8,1,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"763",2511,2,3,10,4,3,3,3,1,3,3,3,55,1,2,3,2,3,3,3,4,4,2,28,1,1,2,1,2,36,2,1,4,3,2,3,6,3,3,1,1,6,4,6,1,1,1,3,4,2,4,3,3,4,4,2,2,3,5,2,4,3,5,2,4,2,3,3,2,2,2,2,2,2,2,2,4,3,5,3,2,2,3,3,1,2,NA,2,2,1,1,42,2,2,NA,1,2,4,3,3,89,1,15,1,2,4,5,2,1,373,1,8,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"764",2521,4,2,2,3,2,2,2,2,2,2,2,0,2,3,1,4,2,3,2,2,2,2,25,3,4,3,3,3,33,2,1,2,4,3,2,1,8,8,8,1,1,8,1,9,1,1,2,5,3,3,3,3,3,3,1,1,1,4,4,2,2,5,5,4,2,4,3,1,1,1,1,1,1,1,1,4,1,5,2,2,1,2,2,9,1,NA,1,1,9,2,33,2,1,NA,2,1,4,3,3,90,1,12,2,1,4,4,3,1,209,1,8,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"765",2531,2,1,1,2,1,1,1,1,1,2,2,0,2,4,1,1,4,3,2,3,3,1,27,4,4,4,2,4,33,1,2,1,3,4,1,3,9,6,2,1,2,8,3,3,1,3,1,4,4,4,4,4,4,4,1,1,1,5,4,1,3,4,4,2,3,4,4,1,1,1,4,1,1,1,4,3,4,5,3,1,1,3,1,2,1,NA,1,1,2,1,62,2,1,NA,1,2,4,3,3,79,NA,15,2,NA,NA,2,1,1,36,1,8,1,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"766",2541,1,1,NA,2,2,2,2,1,4,2,2,40,2,2,1,3,4,3,2,2,2,2,25,4,4,4,4,4,32,2,1,3,2,4,2,6,10,8,1,1,4,9,1,1,1,1,2,5,3,4,3,3,3,4,2,1,2,4,1,1,4,4,4,3,3,5,4,1,1,1,2,2,1,4,4,5,5,6,3,2,1,3,2,11,1,NA,1,1,11,NA,27,1,1,NA,1,2,4,3,3,91,1,12,2,4,3,4,NA,1,171,1,8,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"767",2561,2,2,1,2,2,2,1,2,2,4,2,30,2,2,1,4,3,3,2,3,4,2,NA,4,3,3,2,4,36,1,4,3,2,1,1,NA,8,7,1,1,3,3,6,1,2,1,4,1,4,4,3,4,3,4,1,1,7,4,3,1,5,4,4,4,1,5,3,4,1,3,2,2,1,1,1,1,5,6,2,1,1,2,1,23,5,NA,1,2,1,1,30,1,1,NA,2,1,3,4,3,91,1,15,2,2,3,3,1,1,36,1,8,1,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
